RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.122382e+00	7.704219e+01
2	4.222635e+00	7.876475e+01
3	4.305102e+00	8.022936e+01
4	4.373121e+00	8.148195e+01
5	4.429336e+00	8.255799e+01
6	4.480888e+00	8.350807e+01
7	4.526220e+00	8.434214e+01
8	4.565417e+00	8.507319e+01
9	4.599042e+00	8.571384e+01
10	4.627766e+00	8.627539e+01
11	4.652246e+00	8.676778e+01
12	4.673085e+00	8.719972e+01
13	4.690817e+00	8.757876e+01
14	4.705909e+00	8.791151e+01
15	4.718760e+00	8.820372e+01
16	4.729712e+00	8.846039e+01
17	4.739055e+00	8.868591e+01
18	4.747034e+00	8.888410e+01
19	4.753859e+00	8.905831e+01
20	4.759704e+00	8.921146e+01
