RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.042922e+00	7.689519e+01
2	4.095726e+00	7.852999e+01
3	4.153165e+00	7.994751e+01
4	4.211572e+00	8.118116e+01
5	4.268530e+00	8.225764e+01
6	4.322546e+00	8.319879e+01
7	4.372783e+00	8.402278e+01
8	4.418854e+00	8.474498e+01
9	4.460669e+00	8.537849e+01
10	4.498329e+00	8.593456e+01
11	4.532048e+00	8.642290e+01
12	4.562104e+00	8.685193e+01
13	4.588801e+00	8.722898e+01
14	4.612453e+00	8.756044e+01
15	4.633362e+00	8.785189e+01
16	4.651819e+00	8.810820e+01
17	4.668091e+00	8.833364e+01
18	4.682423e+00	8.853196e+01
19	4.695038e+00	8.870643e+01
20	4.706136e+00	8.885994e+01
