RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.737000e+02	1.258176e-01	3.872268e-01	2.717780e-01	1.088473e-01	8.112513e-02
3	-1.827299e+02	1.136499e-01	3.861245e-01	2.790104e-01	1.095883e-01	8.975065e-02
4	-1.869824e+02	1.049097e-01	3.879472e-01	2.828032e-01	1.097509e-01	9.495212e-02
5	-1.897559e+02	9.650556e-02	3.896804e-01	2.862802e-01	1.097127e-01	1.002822e-01
6	-1.901830e+02	9.503879e-02	3.887235e-01	2.874071e-01	1.097138e-01	1.019693e-01
7	-1.898325e+02	9.852291e-02	3.796135e-01	2.895893e-01	1.099480e-01	1.045400e-01
8	-1.900762e+02	9.656808e-02	3.850113e-01	2.882490e-01	1.098193e-01	1.029158e-01
9	-1.903984e+02	9.518992e-02	3.829031e-01	2.898076e-01	1.098263e-01	1.052326e-01
10	-1.909310e+02	8.875180e-02	3.908197e-01	2.895075e-01	1.094931e-01	1.057820e-01
11	-1.909138e+02	8.525976e-02	3.937142e-01	2.898979e-01	1.092910e-01	1.069738e-01
12	-1.909519e+02	8.779784e-02	3.869183e-01	2.915863e-01	1.095041e-01	1.088670e-01
13	-1.908525e+02	8.754086e-02	3.844507e-01	2.927298e-01	1.095126e-01	1.105570e-01
14	-1.907753e+02	8.760959e-02	3.830221e-01	2.932898e-01	1.095249e-01	1.113602e-01
15	-1.908857e+02	8.622806e-02	3.869464e-01	2.922889e-01	1.094229e-01	1.101646e-01
16	-1.908317e+02	8.423337e-02	3.903365e-01	2.917770e-01	1.092786e-01	1.098296e-01
17	-1.906578e+02	8.216441e-02	3.935507e-01	2.913609e-01	1.091183e-01	1.096864e-01
18	-1.908866e+02	8.794513e-02	3.848095e-01	2.923970e-01	1.095308e-01	1.100031e-01
19	-1.909131e+02	8.509867e-02	3.934019e-01	2.901028e-01	1.092877e-01	1.072911e-01
20	-1.906794e+02	8.225644e-02	3.961244e-01	2.902427e-01	1.090908e-01	1.080917e-01
