RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	9.430478e-01	1.000000e+00	1.250000e+01	1.250000e+01	-2.750000e+00	-2.750000e+00	1.750000e+00	5.000000e-01	3.500000e+00	1.500000e+00	0.000000e+00	4.020000e+00
2	7.949960e-01	2.000000e+00	6.983054e+00	6.503572e+00	-1.642717e+00	-2.210990e+00	-3.830514e-02	-1.449576e-02	2.642507e+00	-2.857126e-02	0.000000e+00	1.962017e+00
3	1.492060e+00	2.000000e+00	1.539117e+00	-8.211050e-01	-6.661225e-01	-2.437963e+00	-7.681909e-01	-9.030044e-01	8.507056e-01	-1.751749e-01	0.000000e+00	-1.592017e+00
4	-1.000000e+00	4.000000e+00	3.847792e-01	3.834117e-01	3.675728e-01	-5.680318e-01	-1.920477e-01	-4.253528e-01	4.515022e-01	-4.888556e-01	-1.110223e-14	3.185888e-01
5	-1.000000e+00	2.000000e+00	2.891026e-01	1.476363e-01	4.790832e-01	1.652619e-09						
6	-1.000000e+00	1.000000e+00	2.891026e-01	1.476363e-01	4.790832e-01	-5.428369e-09						
7	-1.000000e+00	5.000000e-01	2.891026e-01	1.476363e-01	4.790832e-01	1.634891e-09						
8	-1.000000e+00	2.500000e-01	2.891026e-01	1.476363e-01	4.790832e-01	5.953999e-10						
9	-1.000000e+00	1.250000e-01	2.891026e-01	1.476363e-01	4.790832e-01	1.785032e-09						
10	1.054917e+00	6.250000e-02	2.891026e-01	1.476363e-01	4.790832e-01	2.163471e-09						
11	-1.000000e+00	1.250000e-01	3.112840e-01	1.577311e-01	4.480194e-01	-2.806702e-02	-1.554750e-01	-3.852725e-01	4.035456e-01	-4.736752e-01	0.000000e+00	4.789099e-01
12	-1.000000e+00	6.250000e-02	2.883943e-01	1.446199e-01	4.837917e-01	1.976876e-09						
13	-1.000000e+00	3.125000e-02	2.883944e-01	1.446199e-01	4.837916e-01	2.079045e-09						
14	1.014237e+00	1.562500e-02	2.905327e-01	1.452785e-01	4.757023e-01	1.770438e-09						
15	-1.000000e+00	3.125000e-02	2.941112e-01	1.473166e-01	4.676053e-01	-1.158140e-03	-1.469154e-01	-3.750163e-01	3.917575e-01	-4.687582e-01	0.000000e+00	5.199347e-01
16	-1.000000e+00	1.562500e-02	2.893574e-01	1.445753e-01	4.784268e-01	2.234369e-09						
17	-1.000000e+00	7.812500e-03	2.911693e-01	1.454821e-01	4.734661e-01	2.277915e-09						
18	-1.000000e+00	3.906250e-03	2.922151e-01	1.460973e-01	4.709646e-01	2.249780e-09						
19	-1.000000e+00	1.953125e-03	2.927760e-01	1.464474e-01	4.697016e-01	2.129769e-09						
20	1.000311e+00	9.765625e-04	2.930728e-01	1.466376e-01	4.690524e-01	1.816005e-09						
21	-1.000000e+00	1.953125e-03	2.932439e-01	1.467487e-01	4.686838e-01	5.645994e-10	-1.464953e-01	-3.748732e-01	3.907863e-01	-4.686866e-01	0.000000e+00	5.205071e-01
22	-1.000000e+00	9.765625e-04	2.929508e-01	1.465602e-01	4.693152e-01	2.397315e-09						
23	-1.000000e+00	4.882812e-04	2.930951e-01	1.466527e-01	4.690018e-01	2.400880e-09						
24	-1.000000e+00	2.441406e-04	2.931673e-01	1.466992e-01	4.688463e-01	2.400816e-09						
25		1.220703e-04	2.932024e-01	1.467220e-01	4.687708e-01	2.397633e-09						
