RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.171399e+00	8.025322e+01
2	4.353159e+00	8.356436e+01
3	4.493057e+00	8.571286e+01
4	4.590021e+00	8.712219e+01
5	4.654728e+00	8.805190e+01
6	4.697353e+00	8.866738e+01
7	4.725352e+00	8.907576e+01
8	4.743763e+00	8.934716e+01
9	4.755899e+00	8.952771e+01
10	4.763919e+00	8.964790e+01
11	4.769230e+00	8.972795e+01
12	4.772755e+00	8.978129e+01
13	4.775097e+00	8.981683e+01
14	4.776654e+00	8.984052e+01
15	4.777691e+00	8.985631e+01
16	4.778381e+00	8.986684e+01
17	4.778841e+00	8.987386e+01
18	4.779148e+00	8.987854e+01
19	4.779352e+00	8.988166e+01
20	4.779488e+00	8.988374e+01
