RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.198305e+00	7.941608e+01
2	4.327098e+00	8.228607e+01
3	4.424094e+00	8.431318e+01
4	4.515783e+00	8.584676e+01
5	4.593107e+00	8.700560e+01
6	4.652187e+00	8.787823e+01
7	4.695903e+00	8.853378e+01
8	4.727936e+00	8.902529e+01
9	4.751374e+00	8.939310e+01
10	4.768549e+00	8.966783e+01
11	4.781163e+00	8.987271e+01
12	4.790447e+00	9.002527e+01
13	4.797292e+00	9.013873e+01
14	4.802345e+00	9.022305e+01
15	4.806078e+00	9.028564e+01
16	4.808839e+00	9.033209e+01
17	4.810882e+00	9.036655e+01
18	4.812393e+00	9.039209e+01
19	4.813512e+00	9.041102e+01
20	4.814340e+00	9.042506e+01
