RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.726038e+02	1.278558e-01	3.856173e-01	2.713610e-01	1.087936e-01	8.066061e-02
3	-1.818670e+02	1.162703e-01	3.828810e-01	2.790488e-01	1.096230e-01	8.970426e-02
4	-1.863165e+02	1.083864e-01	3.819107e-01	2.836497e-01	1.098937e-01	9.579329e-02
5	-1.886279e+02	1.023018e-01	3.829518e-01	2.862999e-01	1.099164e-01	9.970055e-02
6	-1.898386e+02	9.772496e-02	3.845160e-01	2.878963e-01	1.098476e-01	1.023016e-01
7	-1.904602e+02	9.437178e-02	3.858181e-01	2.889665e-01	1.097580e-01	1.041758e-01
8	-1.907663e+02	9.192600e-02	3.867721e-01	2.897271e-01	1.096725e-01	1.055733e-01
9	-1.909062e+02	9.013877e-02	3.874447e-01	2.902832e-01	1.095992e-01	1.066273e-01
10	-1.909610e+02	8.882868e-02	3.879152e-01	2.906946e-01	1.095395e-01	1.074234e-01
11	-1.909742e+02	8.786561e-02	3.882459e-01	2.910002e-01	1.094923e-01	1.080234e-01
12	-1.909687e+02	8.715605e-02	3.884804e-01	2.912275e-01	1.094557e-01	1.084741e-01
13	-1.909560e+02	8.663243e-02	3.886481e-01	2.913965e-01	1.094277e-01	1.088115e-01
14	-1.909419e+02	8.624558e-02	3.887691e-01	2.915219e-01	1.094064e-01	1.090636e-01
15	-1.909289e+02	8.595955e-02	3.888570e-01	2.916151e-01	1.093904e-01	1.092514e-01
16	-1.909177e+02	8.574796e-02	3.889212e-01	2.916842e-01	1.093784e-01	1.093912e-01
17	-1.909087e+02	8.559137e-02	3.889682e-01	2.917354e-01	1.093694e-01	1.094951e-01
18	-1.909015e+02	8.547547e-02	3.890028e-01	2.917734e-01	1.093626e-01	1.095722e-01
19	-1.908960e+02	8.538966e-02	3.890282e-01	2.918016e-01	1.093576e-01	1.096294e-01
20	-1.908918e+02	8.532612e-02	3.890470e-01	2.918224e-01	1.093539e-01	1.096719e-01
