RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.761428e+02	1.260466e-01	3.790756e-01	2.753851e-01	1.092854e-01	8.522145e-02
3	-1.849332e+02	1.120420e-01	3.792211e-01	2.829202e-01	1.099019e-01	9.467470e-02
4	-1.884622e+02	1.031220e-01	3.816194e-01	2.864617e-01	1.099488e-01	9.984603e-02
5	-1.899332e+02	9.747968e-02	3.837803e-01	2.883295e-01	1.098585e-01	1.029187e-01
6	-1.905506e+02	9.388226e-02	3.853289e-01	2.894079e-01	1.097538e-01	1.048506e-01
7	-1.908077e+02	9.156458e-02	3.863639e-01	2.900697e-01	1.096666e-01	1.061046e-01
8	-1.909124e+02	9.005762e-02	3.870395e-01	2.904914e-01	1.096017e-01	1.069321e-01
9	-1.909531e+02	8.907075e-02	3.874782e-01	2.907658e-01	1.095555e-01	1.074822e-01
10	-1.909674e+02	8.842103e-02	3.877634e-01	2.909466e-01	1.095236e-01	1.078492e-01
11	-1.909713e+02	8.799164e-02	3.879496e-01	2.910663e-01	1.095018e-01	1.080943e-01
12	-1.909715e+02	8.770708e-02	3.880717e-01	2.911460e-01	1.094870e-01	1.082579e-01
13	-1.909704e+02	8.751814e-02	3.881522e-01	2.911990e-01	1.094771e-01	1.083672e-01
14	-1.909692e+02	8.739254e-02	3.882053e-01	2.912343e-01	1.094704e-01	1.084402e-01
15	-1.909682e+02	8.730895e-02	3.882405e-01	2.912578e-01	1.094660e-01	1.084889e-01
16	-1.909675e+02	8.725330e-02	3.882639e-01	2.912735e-01	1.094630e-01	1.085214e-01
17	-1.909669e+02	8.721623e-02	3.882794e-01	2.912840e-01	1.094610e-01	1.085430e-01
18	-1.909665e+02	8.719152e-02	3.882897e-01	2.912910e-01	1.094597e-01	1.085575e-01
19	-1.909663e+02	8.717506e-02	3.882966e-01	2.912956e-01	1.094588e-01	1.085671e-01
20	-1.909661e+02	8.716409e-02	3.883012e-01	2.912988e-01	1.094582e-01	1.085736e-01
