RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.748019e+02	1.209191e-01	3.949104e-01	2.709954e-01	1.087172e-01	8.034154e-02
3	-1.842277e+02	1.072144e-01	3.953823e-01	2.782980e-01	1.093947e-01	8.926290e-02
4	-1.881889e+02	9.935092e-02	3.945158e-01	2.827595e-01	1.095747e-01	9.541527e-02
5	-1.898779e+02	9.459478e-02	3.932324e-01	2.856854e-01	1.095940e-01	9.974599e-02
6	-1.905850e+02	9.161794e-02	3.919624e-01	2.876698e-01	1.095655e-01	1.028084e-01
7	-1.908640e+02	8.971070e-02	3.908764e-01	2.890350e-01	1.095280e-01	1.049684e-01
8	-1.909595e+02	8.846852e-02	3.900157e-01	2.899784e-01	1.094945e-01	1.064841e-01
9	-1.909800e+02	8.764993e-02	3.893643e-01	2.906307e-01	1.094681e-01	1.075417e-01
10	-1.909728e+02	8.710589e-02	3.888860e-01	2.910808e-01	1.094485e-01	1.082756e-01
11	-1.909580e+02	8.674208e-02	3.885422e-01	2.913907e-01	1.094345e-01	1.087827e-01
12	-1.909432e+02	8.649771e-02	3.882987e-01	2.916036e-01	1.094246e-01	1.091318e-01
13	-1.909310e+02	8.633302e-02	3.881281e-01	2.917496e-01	1.094177e-01	1.093714e-01
14	-1.909216e+02	8.622178e-02	3.880095e-01	2.918495e-01	1.094129e-01	1.095354e-01
15	-1.909148e+02	8.614650e-02	3.879275e-01	2.919177e-01	1.094097e-01	1.096475e-01
16	-1.909099e+02	8.609549e-02	3.878711e-01	2.919643e-01	1.094075e-01	1.097240e-01
17	-1.909064e+02	8.606091e-02	3.878325e-01	2.919960e-01	1.094060e-01	1.097762e-01
18	-1.909041e+02	8.603744e-02	3.878060e-01	2.920177e-01	1.094049e-01	1.098117e-01
19	-1.909024e+02	8.602150e-02	3.877879e-01	2.920324e-01	1.094042e-01	1.098359e-01
20	-1.909013e+02	8.601068e-02	3.877756e-01	2.920424e-01	1.094037e-01	1.098524e-01
