RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.745860e+02	1.292884e-01	3.759338e-01	2.749924e-01	1.092326e-01	8.479096e-02
3	-1.835077e+02	1.157455e-01	3.757340e-01	2.824950e-01	1.099115e-01	9.400798e-02
4	-1.875149e+02	1.064117e-01	3.786381e-01	2.860826e-01	1.100085e-01	9.909831e-02
5	-1.893827e+02	1.001476e-01	3.814555e-01	2.880122e-01	1.099383e-01	1.022034e-01
6	-1.902558e+02	9.594082e-02	3.836002e-01	2.891520e-01	1.098328e-01	1.042297e-01
7	-1.906601e+02	9.309419e-02	3.851200e-01	2.898712e-01	1.097346e-01	1.056031e-01
8	-1.908437e+02	9.115217e-02	3.861712e-01	2.903446e-01	1.096549e-01	1.065522e-01
9	-1.909240e+02	8.981810e-02	3.868934e-01	2.906643e-01	1.095941e-01	1.072142e-01
10	-1.909569e+02	8.889670e-02	3.873895e-01	2.908836e-01	1.095492e-01	1.076779e-01
11	-1.909684e+02	8.825773e-02	3.877312e-01	2.910353e-01	1.095166e-01	1.080032e-01
12	-1.909709e+02	8.781330e-02	3.879674e-01	2.911408e-01	1.094932e-01	1.082316e-01
13	-1.909699e+02	8.750351e-02	3.881312e-01	2.912145e-01	1.094766e-01	1.083918e-01
14	-1.909679e+02	8.728723e-02	3.882450e-01	2.912659e-01	1.094649e-01	1.085043e-01
15	-1.909658e+02	8.713607e-02	3.883243e-01	2.913019e-01	1.094565e-01	1.085832e-01
16	-1.909640e+02	8.703034e-02	3.883796e-01	2.913271e-01	1.094507e-01	1.086385e-01
17	-1.909626e+02	8.695634e-02	3.884183e-01	2.913447e-01	1.094466e-01	1.086773e-01
18	-1.909615e+02	8.690453e-02	3.884453e-01	2.913571e-01	1.094437e-01	1.087045e-01
19	-1.909608e+02	8.686824e-02	3.884642e-01	2.913657e-01	1.094417e-01	1.087236e-01
20	-1.909602e+02	8.684283e-02	3.884775e-01	2.913718e-01	1.094402e-01	1.087370e-01
