RTO_iter	u1	u2
0	1.100000e+00	1.000000e-01
1	2.294372e-01	-3.920573e-01
2	4.061619e-01	-3.616329e-01
3	3.327352e-01	-4.168591e-01
4	3.327361e-01	-4.168607e-01
5	3.327359e-01	-4.168604e-01
6	3.327359e-01	-4.168604e-01
7	3.327361e-01	-4.168606e-01
8	3.565880e-01	-3.996944e-01
9	3.817390e-01	-3.811288e-01
10	3.575743e-01	-4.009435e-01
11	3.699261e-01	-3.913564e-01
12	3.648487e-01	-3.957680e-01
13	3.695531e-01	-3.920306e-01
14	3.654563e-01	-3.953049e-01
15	3.690394e-01	-3.924516e-01
16	3.659134e-01	-3.949472e-01
17	3.686477e-01	-3.927753e-01
18	3.662630e-01	-3.946701e-01
19	3.683425e-01	-3.930185e-01
20	3.665302e-01	-3.944614e-01
21	3.681134e-01	-3.932058e-01
22	3.667355e-01	-3.943040e-01
23	3.679388e-01	-3.933459e-01
24	3.668887e-01	-3.941827e-01
25	3.678056e-01	-3.934526e-01
26	3.670054e-01	-3.940902e-01
27	3.677040e-01	-3.935338e-01
28	3.670943e-01	-3.940197e-01
29	3.676266e-01	-3.935956e-01
30	3.671620e-01	-3.939659e-01
