RTO_iter	u1	u2
0	1.100000e+00	1.000000e-01
1	1.014094e+00	4.881317e-02
2	8.456601e-01	-5.903020e-02
3	5.141576e-01	-2.828740e-01
4	2.095393e-01	-5.421185e-01
5	3.550454e-01	-4.040487e-01
6	5.141589e-01	-2.828758e-01
7	4.332374e-01	-3.417109e-01
8	3.937609e-01	-3.724084e-01
9	3.743050e-01	-3.881091e-01
10	3.550482e-01	-4.040522e-01
11	3.646496e-01	-3.960483e-01
12	3.743036e-01	-3.881094e-01
13	3.694694e-01	-3.920717e-01
14	3.598404e-01	-4.000429e-01
15	3.646482e-01	-3.960500e-01
16	3.670564e-01	-3.940597e-01
17	3.682604e-01	-3.930664e-01
18	3.688604e-01	-3.925710e-01
19	3.691568e-01	-3.923262e-01
20	3.692985e-01	-3.922092e-01
21	3.693600e-01	-3.921585e-01
22	3.693820e-01	-3.921404e-01
23	3.693884e-01	-3.921351e-01
24	3.693901e-01	-3.921337e-01
25	3.693905e-01	-3.921334e-01
26	3.693906e-01	-3.921333e-01
27	3.693906e-01	-3.921333e-01
28	3.693906e-01	-3.921333e-01
29	3.693906e-01	-3.921332e-01
30	3.693906e-01	-3.921332e-01
