RTO_iter	u1	u2
0	1.100000e+00	1.000000e-01
1	2.793195e-01	-4.713874e-01
2	1.264677e+00	-3.008839e-01
3	7.473407e-01	-2.954438e-01
4	4.724138e-01	-3.125964e-01
5	3.732741e-01	-3.889402e-01
6	2.793212e-01	-4.713892e-01
7	3.255675e-01	-4.293176e-01
8	3.492536e-01	-4.089297e-01
9	3.612208e-01	-3.988834e-01
10	3.672431e-01	-3.939071e-01
11	3.612263e-01	-3.988912e-01
12	3.642300e-01	-3.963947e-01
13	3.657343e-01	-3.951511e-01
14	3.664855e-01	-3.945310e-01
15	3.668578e-01	-3.942229e-01
16	3.670381e-01	-3.940728e-01
17	3.671195e-01	-3.940048e-01
18	3.671507e-01	-3.939788e-01
19	3.671634e-01	-3.939744e-01
20	3.670732e-01	-3.940489e-01
21	3.669830e-01	-3.941233e-01
22	3.669927e-01	-3.941152e-01
23	3.669924e-01	-3.941093e-01
24	3.669931e-01	-3.941088e-01
25	3.669962e-01	-3.941124e-01
26	3.669933e-01	-3.941086e-01
27	3.669933e-01	-3.941086e-01
28	3.669933e-01	-3.941086e-01
29	3.669933e-01	-3.941086e-01
30	3.669933e-01	-3.941086e-01
