RTO_iter	u1	u2
0	1.100000e+00	1.000000e-01
1	2.308362e-01	-3.945243e-01
2	6.634481e-01	5.070560e-01
3	6.387821e-01	-1.054220e-01
4	4.618353e-01	-2.989240e-01
5	2.599505e-01	-4.463775e-01
6	3.676876e-01	-3.811507e-01
7	2.732170e-01	-4.630060e-01
8	3.242805e-01	-4.261182e-01
9	3.731764e-01	-3.871894e-01
10	3.247124e-01	-4.266546e-01
11	3.495411e-01	-4.076331e-01
12	3.739358e-01	-3.881019e-01
13	3.495768e-01	-4.076776e-01
14	3.618629e-01	-3.980212e-01
15	3.679815e-01	-3.931606e-01
16	3.619620e-01	-3.981416e-01
17	3.650097e-01	-3.956976e-01
18	3.620025e-01	-3.981926e-01
19	3.635185e-01	-3.969628e-01
20	3.620140e-01	-3.982120e-01
21	3.627691e-01	-3.975967e-01
22	3.620160e-01	-3.982259e-01
23	3.612595e-01	-3.988510e-01
24	3.616335e-01	-3.985449e-01
25	3.618172e-01	-3.983988e-01
26	3.616122e-01	-3.985641e-01
27	3.612286e-01	-3.988816e-01
28	3.614096e-01	-3.987322e-01
29	3.614913e-01	-3.986645e-01
30	3.615226e-01	-3.986386e-01
