RTO_iter	u1	u2
0	1.100000e+00	1.000000e-01
1	2.308362e-01	-3.945243e-01
2	2.517265e-01	6.052575e-01
3	2.433078e-01	1.053202e-01
4	2.377417e-01	-1.446196e-01
5	3.062417e-02	-2.846280e-01
6	1.313456e-01	-2.102312e-01
7	1.565734e-01	-8.780339e-02
8	1.451777e-01	-1.492810e-01
9	9.537660e-02	-1.870448e-01
10	1.194913e-01	-1.670794e-01
11	1.321541e-01	-1.579143e-01
12	1.171401e-01	-1.622422e-01
13	1.246129e-01	-1.599575e-01
14	1.283751e-01	-1.589081e-01
15	1.302610e-01	-1.584050e-01
16	1.312035e-01	-1.581589e-01
17	1.302445e-01	-1.583684e-01
18	1.307165e-01	-1.582649e-01
19	1.309457e-01	-1.582149e-01
20	1.306874e-01	-1.582682e-01
21	1.307913e-01	-1.582467e-01
22	1.308311e-01	-1.582385e-01
23	1.308434e-01	-1.582360e-01
24	1.308467e-01	-1.582353e-01
25	1.308475e-01	-1.582351e-01
26	1.308478e-01	-1.582351e-01
27	1.308478e-01	-1.582351e-01
28	1.308478e-01	-1.582351e-01
29	1.308478e-01	-1.582351e-01
30	1.308478e-01	-1.582351e-01
