RTO_iter	u1	u2
0	1.100000e+00	1.000000e-01
1	2.294372e-01	-3.920573e-01
2	4.061938e-01	-3.616975e-01
3	3.328051e-01	-4.169013e-01
4	3.943485e-01	-3.691664e-01
5	3.943485e-01	-3.691664e-01
6	3.943485e-01	-3.691664e-01
7	3.943485e-01	-3.691664e-01
8	3.943485e-01	-3.691664e-01
9	3.829157e-01	-3.795493e-01
10	3.524644e-01	-4.048141e-01
11	3.590755e-01	-3.997534e-01
12	3.741795e-01	-3.882700e-01
13	3.716041e-01	-3.904168e-01
14	3.655729e-01	-3.954144e-01
15	3.691228e-01	-3.924794e-01
16	3.659445e-01	-3.950140e-01
17	3.687212e-01	-3.928042e-01
18	3.662987e-01	-3.947358e-01
19	3.684149e-01	-3.930512e-01
20	3.665683e-01	-3.945233e-01
21	3.681812e-01	-3.932391e-01
22	3.667736e-01	-3.943611e-01
23	3.680029e-01	-3.933821e-01
24	3.669299e-01	-3.942373e-01
25	3.678669e-01	-3.934910e-01
