RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-1.014510e-01	-1.538517e-01
2	8.940916e-01	-5.953879e-02
3	-2.679284e-02	-4.493746e-01
4	9.517651e-01	-2.434030e-01
5	4.571918e-01	-3.238404e-01
6	1.151164e-02	-5.504880e-01
7	2.656902e-01	-4.845486e-01
8	3.588297e-01	-4.009760e-01
9	4.571918e-01	-3.238404e-01
10	4.074393e-01	-3.616903e-01
11	3.829814e-01	-3.811451e-01
12	3.708660e-01	-3.910123e-01
13	3.588297e-01	-4.009760e-01
14	3.648375e-01	-3.959822e-01
15	3.678486e-01	-3.934948e-01
16	3.648361e-01	-3.959833e-01
17	3.663403e-01	-3.947395e-01
18	3.670914e-01	-3.941193e-01
19	3.674642e-01	-3.938118e-01
20	3.676451e-01	-3.936625e-01
21	3.674418e-01	-3.938302e-01
22	3.675236e-01	-3.937628e-01
23	3.674020e-01	-3.938631e-01
24	3.672804e-01	-3.939633e-01
25	3.671589e-01	-3.940636e-01
26	3.670374e-01	-3.941639e-01
27	3.669159e-01	-3.942642e-01
28	3.667944e-01	-3.943645e-01
29	3.668257e-01	-3.943386e-01
30	3.667356e-01	-3.944130e-01
