RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-1.036274e+00	-1.770650e-01
2	-8.920157e-01	-3.155913e-01
3	-5.488353e-01	-5.210840e-01
4	-1.760153e-01	-6.660158e-01
5	2.056995e-01	-5.464589e-01
6	5.493690e-01	-3.417854e-01
7	3.502200e-01	-4.082062e-01
8	5.089806e-01	-2.865712e-01
9	4.282133e-01	-3.456199e-01
10	3.888303e-01	-3.764374e-01
11	3.694230e-01	-3.921982e-01
12	3.502200e-01	-4.082061e-01
13	3.597950e-01	-4.001708e-01
14	3.646022e-01	-3.961770e-01
15	3.670101e-01	-3.941864e-01
16	3.682143e-01	-3.931934e-01
17	3.670064e-01	-3.941895e-01
18	3.676066e-01	-3.936943e-01
19	3.679032e-01	-3.934498e-01
20	3.675922e-01	-3.937062e-01
21	3.677340e-01	-3.935893e-01
22	3.675648e-01	-3.937287e-01
23	3.673957e-01	-3.938683e-01
24	3.672265e-01	-3.940078e-01
25	3.672879e-01	-3.939572e-01
26	3.671802e-01	-3.940460e-01
27	3.670726e-01	-3.941348e-01
28	3.669650e-01	-3.942236e-01
29	3.668567e-01	-3.943130e-01
30	3.667491e-01	-3.944018e-01
