RTO_iter	u1	u2
0	1.500000e+00	-1.500000e+00
1	1.428353e+00	-1.430238e+00
2	1.285243e+00	-1.290526e+00
3	1.142502e+00	-1.150437e+00
4	1.000085e+00	-1.010018e+00
5	8.579477e-01	-8.693160e-01
6	7.160445e-01	-7.283781e-01
7	5.743298e-01	-5.872507e-01
8	4.327579e-01	-4.459800e-01
9	2.407339e-01	-5.018978e-01
10	3.364036e-01	-4.192245e-01
11	4.112544e-01	-3.529120e-01
12	3.745060e-01	-3.868484e-01
13	3.557535e-01	-4.033945e-01
14	3.750169e-01	-3.874594e-01
15	3.555035e-01	-4.030875e-01
16	3.653208e-01	-3.953488e-01
17	3.702120e-01	-3.914575e-01
18	3.653891e-01	-3.954338e-01
19	3.678237e-01	-3.934753e-01
20	3.654132e-01	-3.954664e-01
21	3.666268e-01	-3.944845e-01
22	3.654201e-01	-3.954820e-01
23	3.660243e-01	-3.949918e-01
24	3.654174e-01	-3.954937e-01
25	3.657157e-01	-3.952512e-01
26	3.654051e-01	-3.955082e-01
27	3.655477e-01	-3.953922e-01
28	3.653787e-01	-3.955320e-01
29	3.654405e-01	-3.954817e-01
30	3.653329e-01	-3.955707e-01
