RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.746550e+02	1.310342e-01	3.706807e-01	2.763900e-01	1.093693e-01	8.647703e-02
3	-1.826265e+02	1.192034e-01	3.680931e-01	2.839979e-01	1.100309e-01	9.590410e-02
4	-1.868519e+02	1.090471e-01	3.737407e-01	2.868458e-01	1.100990e-01	9.997153e-02
5	-1.900309e+02	9.751224e-02	3.784581e-01	2.905648e-01	1.099432e-01	1.060174e-01
6	-1.899949e+02	9.757692e-02	3.813798e-01	2.893013e-01	1.099029e-01	1.042434e-01
7	-1.877456e+02	1.067224e-01	3.670520e-01	2.908501e-01	1.102016e-01	1.056704e-01
8	-1.883366e+02	1.045436e-01	3.759813e-01	2.881627e-01	1.100692e-01	1.020363e-01
9	-1.887297e+02	1.033423e-01	3.717692e-01	2.905395e-01	1.101223e-01	1.054426e-01
10	-1.907766e+02	9.199953e-02	3.850410e-01	2.904217e-01	1.097004e-01	1.065316e-01
11	-1.909541e+02	8.593020e-02	3.917984e-01	2.903974e-01	1.093528e-01	1.075377e-01
12	-1.907997e+02	9.150236e-02	3.834298e-01	2.913304e-01	1.097020e-01	1.078897e-01
13	-1.906433e+02	9.187278e-02	3.795673e-01	2.927665e-01	1.097501e-01	1.098993e-01
14	-1.905122e+02	9.290745e-02	3.779007e-01	2.929766e-01	1.098027e-01	1.100567e-01
15	-1.908477e+02	9.091385e-02	3.843251e-01	2.912304e-01	1.096691e-01	1.078383e-01
16	-1.909786e+02	8.718305e-02	3.894991e-01	2.907887e-01	1.094446e-01	1.078492e-01
17	-1.907769e+02	8.317895e-02	3.951518e-01	2.902369e-01	1.091585e-01	1.078797e-01
18	-1.905201e+02	9.434942e-02	3.817948e-01	2.906749e-01	1.098183e-01	1.065574e-01
19	-1.907902e+02	8.876643e-02	3.941471e-01	2.880896e-01	1.094312e-01	1.038410e-01
20	-1.906872e+02	8.262668e-02	3.975722e-01	2.894671e-01	1.090894e-01	1.069326e-01
