RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.626892e+02	1.276240e-01	4.070412e-01	2.613498e-01	1.072109e-01	7.039208e-02
3	-1.701320e+02	1.169189e-01	4.124703e-01	2.650143e-01	1.077464e-01	7.428221e-02
4	-1.747352e+02	1.106979e-01	4.141287e-01	2.677690e-01	1.080812e-01	7.741004e-02
5	-1.775516e+02	1.069568e-01	4.144599e-01	2.696978e-01	1.082866e-01	7.968696e-02
6	-1.792929e+02	1.046479e-01	4.143612e-01	2.710110e-01	1.084140e-01	8.127468e-02
7	-1.803951e+02	1.031858e-01	4.141528e-01	2.719018e-01	1.084951e-01	8.236752e-02
8	-1.810820e+02	1.022506e-01	4.139947e-01	2.724793e-01	1.085445e-01	8.308565e-02
9	-1.815127e+02	1.016736e-01	4.138507e-01	2.728556e-01	1.085762e-01	8.355478e-02
10	-1.817926e+02	1.013031e-01	4.137369e-01	2.731063e-01	1.085972e-01	8.386791e-02
11	-1.819491e+02	1.010900e-01	4.136784e-01	2.732471e-01	1.086086e-01	8.404497e-02
12	-1.820729e+02	1.009258e-01	4.136222e-01	2.733606e-01	1.086179e-01	8.418718e-02
13	-1.821402e+02	1.008761e-01	4.135271e-01	2.734307e-01	1.086255e-01	8.426973e-02
14	-1.821830e+02	1.008023e-01	4.135345e-01	2.734667e-01	1.086276e-01	8.431731e-02
15	-1.822224e+02	1.007317e-01	4.135449e-01	2.734996e-01	1.086294e-01	8.436107e-02
16	-1.822344e+02	1.007039e-01	4.135584e-01	2.735082e-01	1.086296e-01	8.437361e-02
17	-1.822541e+02	1.006936e-01	4.135235e-01	2.735297e-01	1.086321e-01	8.439843e-02
18	-1.822923e+02	1.006478e-01	4.134967e-01	2.735664e-01	1.086353e-01	8.444381e-02
19	-1.822765e+02	1.006573e-01	4.135228e-01	2.735494e-01	1.086333e-01	8.442399e-02
20	-1.822705e+02	1.006604e-01	4.135337e-01	2.735427e-01	1.086326e-01	8.441636e-02
