RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.733305e+02	1.316351e-01	3.739882e-01	2.745519e-01	1.091695e-01	8.431937e-02
3	-1.816062e+02	1.202528e-01	3.715375e-01	2.819321e-01	1.098925e-01	9.322048e-02
4	-1.861752e+02	1.101027e-01	3.766271e-01	2.850599e-01	1.100175e-01	9.753729e-02
5	-1.896051e+02	9.913475e-02	3.823167e-01	2.881434e-01	1.099102e-01	1.024843e-01
6	-1.898706e+02	9.798965e-02	3.825306e-01	2.886125e-01	1.098901e-01	1.032483e-01
7	-1.879348e+02	1.060051e-01	3.669534e-01	2.912461e-01	1.101964e-01	1.062800e-01
8	-1.888256e+02	1.028717e-01	3.763597e-01	2.888337e-01	1.100544e-01	1.030875e-01
9	-1.891290e+02	1.017638e-01	3.735459e-01	2.905667e-01	1.100813e-01	1.056060e-01
10	-1.908073e+02	9.112217e-02	3.885897e-01	2.893386e-01	1.096164e-01	1.051587e-01
11	-1.908757e+02	8.532207e-02	3.952674e-01	2.892141e-01	1.092682e-01	1.060166e-01
12	-1.908819e+02	8.993813e-02	3.842847e-01	2.917003e-01	1.096291e-01	1.086631e-01
13	-1.907470e+02	9.009784e-02	3.810857e-01	2.929563e-01	1.096617e-01	1.104494e-01
14	-1.906350e+02	9.068234e-02	3.792281e-01	2.934561e-01	1.096988e-01	1.110878e-01
15	-1.909314e+02	8.831111e-02	3.858243e-01	2.918074e-01	1.095399e-01	1.090916e-01
16	-1.909041e+02	8.480854e-02	3.919855e-01	2.908290e-01	1.092922e-01	1.083670e-01
17	-1.905154e+02	8.108411e-02	3.981503e-01	2.899152e-01	1.089892e-01	1.079053e-01
18	-1.907556e+02	9.094439e-02	3.813697e-01	2.924484e-01	1.096980e-01	1.095785e-01
19	-1.908445e+02	8.545244e-02	3.960964e-01	2.888034e-01	1.092591e-01	1.054277e-01
20	-1.903387e+02	8.055347e-02	4.017398e-01	2.886381e-01	1.088948e-01	1.062725e-01
