RTO_iter	rho	tr	tr_adjusted	event	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
57	1.024682e+00	1.000000e+00	1.000000e+00	trust region too large	-1.790201e+02	-2.102778e+02	4.178204e+01	4.175763e-07	1.135264e-01	3.864035e-01	2.768110e-01	9.597873e-02	1.272803e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.125776e+01	-4.832280e+01	3.850805e+01	-1.793676e+01	-4.178204e+01	-3.984369e-02	-9.103674e-02	-9.099592e-01
58	1.024694e+00	1.000000e+00	1.000000e+00	trust region too large	-1.789619e+02	-2.102805e+02	4.179157e+01	4.176740e-07	1.134962e-01	3.864321e-01	2.768045e-01	9.596974e-02	1.272975e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.131863e+01	-4.834079e+01	3.850942e+01	-1.794703e+01	-4.179157e+01	-3.986381e-02	-9.108490e-02	-9.100584e-01
59	1.024707e+00	1.000000e+00	1.000000e+00	trust region too large	-1.789050e+02	-2.102830e+02	4.180087e+01	4.177693e-07	1.134667e-01	3.864599e-01	2.767981e-01	9.596098e-02	1.273142e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.137806e+01	-4.835834e+01	3.851075e+01	-1.795706e+01	-4.180087e+01	-3.988344e-02	-9.113190e-02	-9.101551e-01
60	1.024721e+00	1.000000e+00	1.000000e+00	trust region too large	-1.788495e+02	-2.102855e+02	4.180994e+01	4.178622e-07	1.134380e-01	3.864871e-01	2.767919e-01	9.595243e-02	1.273306e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.143608e+01	-4.837546e+01	3.851204e+01	-1.796683e+01	-4.180994e+01	-3.990258e-02	-9.117776e-02	-9.102495e-01
61	1.024736e+00	1.000000e+00	1.000000e+00	trust region too large	-1.787951e+02	-2.102878e+02	4.181879e+01	4.179528e-07	1.134099e-01	3.865136e-01	2.767859e-01	9.594410e-02	1.273465e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.149271e+01	-4.839216e+01	3.851330e+01	-1.797637e+01	-4.181879e+01	-3.992126e-02	-9.122251e-02	-9.103415e-01
62	1.024752e+00	1.000000e+00	1.000000e+00	trust region too large	-1.787420e+02	-2.102900e+02	4.182743e+01	4.180412e-07	1.133826e-01	3.865395e-01	2.767800e-01	9.593596e-02	1.273620e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.154801e+01	-4.840845e+01	3.851452e+01	-1.798568e+01	-4.182743e+01	-3.993948e-02	-9.126619e-02	-9.104313e-01
63	1.024769e+00	1.000000e+00	1.000000e+00	trust region too large	-1.786901e+02	-2.102921e+02	4.183585e+01	4.181275e-07	1.133559e-01	3.865647e-01	2.767742e-01	9.592803e-02	1.273772e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.160199e+01	-4.842433e+01	3.851571e+01	-1.799476e+01	-4.183585e+01	-3.995725e-02	-9.130881e-02	-9.105188e-01
64	1.024787e+00	1.000000e+00	1.000000e+00	trust region too large	-1.786394e+02	-2.102941e+02	4.184407e+01	4.182117e-07	1.133298e-01	3.865893e-01	2.767686e-01	9.592029e-02	1.273920e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.165469e+01	-4.843984e+01	3.851687e+01	-1.800362e+01	-4.184407e+01	-3.997459e-02	-9.135040e-02	-9.106042e-01
65	1.024807e+00	1.000000e+00	1.000000e+00	trust region too large	-1.785899e+02	-2.102960e+02	4.185209e+01	4.182938e-07	1.133044e-01	3.866134e-01	2.767631e-01	9.591274e-02	1.274064e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.170615e+01	-4.845496e+01	3.851800e+01	-1.801226e+01	-4.185209e+01	-3.999151e-02	-9.139100e-02	-9.106875e-01
66	-1.000000e+00	1.000000e+00	5.000000e-01		-1.785414e+02	-2.102978e+02	4.185991e+01	4.183739e-07	1.132797e-01	3.866368e-01	2.767577e-01	9.590538e-02	1.274204e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.175638e+01	-4.846971e+01	3.851910e+01	-1.802070e+01	-4.185991e+01	-4.000801e-02	-9.143062e-02	-9.107688e-01
67	-1.000000e+00	5.000000e-01	2.500000e-01		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
68	-1.000000e+00	2.500000e-01	1.250000e-01		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
69	-1.000000e+00	1.250000e-01	6.250000e-02		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
70	-1.000000e+00	6.250000e-02	3.125000e-02		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
71	-1.000000e+00	3.125000e-02	1.562500e-02		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
72	-1.000000e+00	1.562500e-02	7.812500e-03		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
73	-1.000000e+00	7.812500e-03	3.906250e-03		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
74	-1.000000e+00	3.906250e-03	1.953125e-03		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
75	-1.000000e+00	1.953125e-03	9.765625e-04		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
76	-1.000000e+00	9.765625e-04	4.882812e-04		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
77	-1.000000e+00	4.882812e-04	2.441406e-04		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
78	-1.000000e+00	2.441406e-04	1.220703e-04		-1.784941e+02	-2.102995e+02	4.186754e+01	4.184520e-07	1.132555e-01	3.866596e-01	2.767525e-01	9.589819e-02	1.274342e-01												
79	-1.000000e+00	1.220703e-04	6.103516e-05		-1.784993e+02	-2.102995e+02	4.186710e+01	4.184520e-07	1.132219e-01	3.866847e-01	2.767589e-01	9.590191e-02	1.274326e-01												
80		6.103516e-05			-1.785084e+02	-2.102994e+02	4.186577e+01	4.184520e-07	1.132125e-01	3.866908e-01	2.767622e-01	9.590444e-02	1.274300e-01												
