RTO_iter	rho	tr	tr_adjusted	event	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
66	1.024806e+00	1.000000e+00	1.000000e+00	trust region too large	-1.812795e+02	-2.101157e+02	4.139659e+01	4.136254e-07	1.147548e-01	3.852495e-01	2.770726e-01	9.634285e-02	1.265803e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.883650e+01	-4.759427e+01	3.844970e+01	-1.752272e+01	-4.139659e+01	-3.902880e-02	-8.910418e-02	-9.059368e-01
67	1.024785e+00	1.000000e+00	1.000000e+00	trust region too large	-1.811709e+02	-2.101263e+02	4.141585e+01	4.138229e-07	1.146932e-01	3.853071e-01	2.770596e-01	9.632462e-02	1.266155e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.895564e+01	-4.763072e+01	3.845276e+01	-1.754335e+01	-4.141585e+01	-3.906958e-02	-8.920006e-02	-9.061384e-01
68	1.024766e+00	1.000000e+00	1.000000e+00	trust region too large	-1.810647e+02	-2.101363e+02	4.143461e+01	4.140154e-07	1.146332e-01	3.853633e-01	2.770469e-01	9.630686e-02	1.266498e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.907188e+01	-4.766622e+01	3.845573e+01	-1.756345e+01	-4.143461e+01	-3.910929e-02	-8.929353e-02	-9.063347e-01
69	1.024748e+00	1.000000e+00	1.000000e+00	trust region too large	-1.809609e+02	-2.101459e+02	4.145288e+01	4.142028e-07	1.145747e-01	3.854180e-01	2.770346e-01	9.628956e-02	1.266832e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.918529e+01	-4.770080e+01	3.845860e+01	-1.758304e+01	-4.145288e+01	-3.914798e-02	-8.938466e-02	-9.065259e-01
70	1.024731e+00	1.000000e+00	1.000000e+00	trust region too large	-1.808593e+02	-2.101550e+02	4.147069e+01	4.143854e-07	1.145178e-01	3.854712e-01	2.770225e-01	9.627271e-02	1.267157e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.929595e+01	-4.773449e+01	3.846139e+01	-1.760213e+01	-4.147069e+01	-3.918566e-02	-8.947349e-02	-9.067121e-01
71	1.024716e+00	1.000000e+00	1.000000e+00	trust region too large	-1.807599e+02	-2.101637e+02	4.148803e+01	4.145633e-07	1.144624e-01	3.855232e-01	2.770108e-01	9.625630e-02	1.267473e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.940393e+01	-4.776731e+01	3.846410e+01	-1.762074e+01	-4.148803e+01	-3.922236e-02	-8.956011e-02	-9.068934e-01
72	1.024702e+00	1.000000e+00	1.000000e+00	trust region too large	-1.806628e+02	-2.101719e+02	4.150494e+01	4.147366e-07	1.144084e-01	3.855738e-01	2.769994e-01	9.624032e-02	1.267781e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.950929e+01	-4.779928e+01	3.846672e+01	-1.763887e+01	-4.150494e+01	-3.925813e-02	-8.964456e-02	-9.070701e-01
73	1.024689e+00	1.000000e+00	1.000000e+00	trust region too large	-1.805678e+02	-2.101797e+02	4.152141e+01	4.149055e-07	1.143558e-01	3.856231e-01	2.769882e-01	9.622474e-02	1.268081e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.961209e+01	-4.783043e+01	3.846926e+01	-1.765654e+01	-4.152141e+01	-3.929297e-02	-8.972690e-02	-9.072422e-01
74	1.024677e+00	1.000000e+00	1.000000e+00	trust region too large	-1.804749e+02	-2.101871e+02	4.153746e+01	4.150700e-07	1.143046e-01	3.856711e-01	2.769774e-01	9.620957e-02	1.268374e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.971242e+01	-4.786078e+01	3.847173e+01	-1.767376e+01	-4.153746e+01	-3.932692e-02	-8.980719e-02	-9.074099e-01
75	1.024667e+00	1.000000e+00	1.000000e+00	trust region too large	-1.803840e+02	-2.101942e+02	4.155310e+01	4.152304e-07	1.142547e-01	3.857180e-01	2.769668e-01	9.619478e-02	1.268658e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.981032e+01	-4.789036e+01	3.847413e+01	-1.769056e+01	-4.155310e+01	-3.936000e-02	-8.988549e-02	-9.075732e-01
76	1.024658e+00	1.000000e+00	1.000000e+00	trust region too large	-1.802952e+02	-2.102009e+02	4.156834e+01	4.153867e-07	1.142060e-01	3.857636e-01	2.769564e-01	9.618038e-02	1.268935e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.990585e+01	-4.791918e+01	3.847646e+01	-1.770693e+01	-4.156834e+01	-3.939224e-02	-8.996184e-02	-9.077324e-01
77	1.024650e+00	1.000000e+00	1.000000e+00	trust region too large	-1.802084e+02	-2.102073e+02	4.158320e+01	4.155390e-07	1.141587e-01	3.858081e-01	2.769464e-01	9.616634e-02	1.269205e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.999909e+01	-4.794727e+01	3.847871e+01	-1.772288e+01	-4.158320e+01	-3.942366e-02	-9.003631e-02	-9.078875e-01
78	1.024643e+00	1.000000e+00	1.000000e+00	trust region too large	-1.801235e+02	-2.102134e+02	4.159769e+01	4.156875e-07	1.141125e-01	3.858515e-01	2.769365e-01	9.615266e-02	1.269468e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.009007e+01	-4.797465e+01	3.848090e+01	-1.773844e+01	-4.159769e+01	-3.945428e-02	-9.010893e-02	-9.080386e-01
79	1.024637e+00	1.000000e+00	1.000000e+00	trust region too large	-1.800404e+02	-2.102192e+02	4.161180e+01	4.158322e-07	1.140675e-01	3.858937e-01	2.769269e-01	9.613932e-02	1.269725e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.017887e+01	-4.800133e+01	3.848303e+01	-1.775361e+01	-4.161181e+01	-3.948412e-02	-9.017976e-02	-9.081859e-01
80		1.000000e+00			-1.799593e+02	-2.102247e+02	4.162557e+01	4.159732e-07	1.140237e-01	3.859350e-01	2.769176e-01	9.612632e-02	1.269974e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.026554e+01	-4.802734e+01	3.848510e+01	-1.776840e+01	-4.162557e+01	-3.951321e-02	-9.024884e-02	-9.083295e-01
