RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.648082e+00	9.277087e+00	9.189264e+01
2	4.500000e+00	9.441295e+00	9.011389e+01
3	4.500000e+00	9.441295e+00	9.011389e+01
4	4.124777e+00	9.281611e+00	9.038456e+01
5	3.879076e+00	9.254603e+00	9.096326e+01
6	3.760448e+00	9.258052e+00	9.137906e+01
7	3.703250e+00	9.265319e+00	9.162333e+01
8	3.675393e+00	9.270588e+00	9.175500e+01
9	3.661692e+00	9.273667e+00	9.182320e+01
10	3.654921e+00	9.275317e+00	9.185780e+01
11	3.661742e+00	9.273572e+00	9.182249e+01
12	3.668572e+00	9.271832e+00	9.178736e+01
13	3.675413e+00	9.270096e+00	9.175239e+01
14	3.682264e+00	9.268367e+00	9.171759e+01
15	3.689126e+00	9.266645e+00	9.168297e+01
16	3.695999e+00	9.264932e+00	9.164853e+01
17	3.702884e+00	9.263230e+00	9.161427e+01
18	3.709781e+00	9.261540e+00	9.158019e+01
19	3.716690e+00	9.259864e+00	9.154630e+01
20	3.723613e+00	9.258206e+00	9.151261e+01
21	3.730551e+00	9.256567e+00	9.147911e+01
22	3.737504e+00	9.254953e+00	9.144581e+01
23	3.744474e+00	9.253368e+00	9.141273e+01
24	3.751462e+00	9.251816e+00	9.137987e+01
25	3.758470e+00	9.250306e+00	9.134726e+01
26	3.765501e+00	9.248845e+00	9.131490e+01
27	3.772557e+00	9.247446e+00	9.128282e+01
28	3.779642e+00	9.246124e+00	9.125106e+01
29	3.786761e+00	9.244901e+00	9.121967e+01
30	3.793921e+00	9.243807e+00	9.118872e+01
31	3.801128e+00	9.242888e+00	9.115831e+01
32	3.808393e+00	9.242217e+00	9.112865e+01
33	3.815727e+00	9.241919e+00	9.110008e+01
34	3.823129e+00	9.242226e+00	9.107332e+01
35	3.830526e+00	9.243621e+00	9.105015e+01
36	3.837435e+00	9.247103e+00	9.103542e+01
37	3.841933e+00	9.253559e+00	9.103892e+01
38	3.849488e+00	9.267194e+00	9.105354e+01
39	3.848876e+00	9.282069e+00	9.110203e+01
40	3.847831e+00	9.274353e+00	9.108189e+01
41	3.848527e+00	9.270820e+00	9.106833e+01
42	3.848945e+00	9.269160e+00	9.106163e+01
43	3.848859e+00	9.271245e+00	9.106843e+01
44	3.849164e+00	9.273349e+00	9.107384e+01
45	3.849711e+00	9.275427e+00	9.107828e+01
46	3.851189e+00	9.279130e+00	9.108435e+01
47	3.854994e+00	9.285987e+00	9.109165e+01
48	3.856889e+00	9.293458e+00	9.110787e+01
49	3.860910e+00	9.300203e+00	9.111402e+01
50	3.861830e+00	9.307764e+00	9.113407e+01
51	3.860725e+00	9.304031e+00	9.112656e+01
52	3.860705e+00	9.302267e+00	9.112117e+01
53	3.861163e+00	9.304359e+00	9.112596e+01
54	3.862809e+00	9.308002e+00	9.113121e+01
55	3.866877e+00	9.314721e+00	9.113710e+01
56	3.864226e+00	9.311724e+00	9.113754e+01
57	3.868494e+00	9.318326e+00	9.114233e+01
58	3.865742e+00	9.315413e+00	9.114340e+01
59	3.870009e+00	9.322017e+00	9.114821e+01
60	3.867205e+00	9.319121e+00	9.114951e+01
61	3.871592e+00	9.325649e+00	9.115364e+01
62	3.868703e+00	9.322817e+00	9.115545e+01
63	3.873138e+00	9.329315e+00	9.115931e+01
64	3.870173e+00	9.326523e+00	9.116153e+01
65	3.874730e+00	9.332938e+00	9.116469e+01
66	3.871670e+00	9.330219e+00	9.116747e+01
67	3.876292e+00	9.336591e+00	9.117026e+01
68	3.873134e+00	9.333926e+00	9.117356e+01
69	3.877910e+00	9.340186e+00	9.117545e+01
70	3.874646e+00	9.337618e+00	9.117944e+01
71	3.879468e+00	9.343843e+00	9.118105e+01
72	3.876075e+00	9.341336e+00	9.118569e+01
73	3.881163e+00	9.347348e+00	9.118567e+01
74	3.877679e+00	9.344995e+00	9.119112e+01
75	3.882584e+00	9.351157e+00	9.119223e+01
76	3.878769e+00	9.348799e+00	9.119887e+01
77	3.877632e+00	9.347086e+00	9.119774e+01
78	3.877547e+00	9.346310e+00	9.119566e+01
79	3.877553e+00	9.346038e+00	9.119480e+01
80	3.877557e+00	9.345958e+00	9.119454e+01
