RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.885406e+00	9.638664e+00	8.694886e+01
2	4.038901e+00	8.651647e+00	8.742194e+01
3	3.661675e+00	8.214029e+00	8.781847e+01
4	3.538735e+00	8.026342e+00	8.805137e+01
5	3.473565e+00	7.978133e+00	8.820694e+01
6	3.455186e+00	7.985347e+00	8.831944e+01
7	3.455486e+00	8.011902e+00	8.841334e+01
8	3.463087e+00	8.044675e+00	8.849833e+01
9	3.473187e+00	8.078966e+00	8.857826e+01
10	3.483984e+00	8.113122e+00	8.865463e+01
11	3.494802e+00	8.146547e+00	8.872806e+01
12	3.505426e+00	8.179082e+00	8.879887e+01
13	3.515769e+00	8.210676e+00	8.886724e+01
14	3.525807e+00	8.241333e+00	8.893332e+01
15	3.535539e+00	8.271074e+00	8.899719e+01
16	3.544971e+00	8.299929e+00	8.905898e+01
17	3.554113e+00	8.327929e+00	8.911876e+01
18	3.562976e+00	8.355104e+00	8.917661e+01
19	3.571569e+00	8.381484e+00	8.923263e+01
20	3.579903e+00	8.407097e+00	8.928688e+01
21	3.587986e+00	8.431969e+00	8.933943e+01
22	3.595830e+00	8.456128e+00	8.939034e+01
23	3.603441e+00	8.479596e+00	8.943969e+01
24	3.610830e+00	8.502399e+00	8.948753e+01
25	3.618002e+00	8.524557e+00	8.953392e+01
26	3.624967e+00	8.546094e+00	8.957891e+01
27	3.631731e+00	8.567029e+00	8.962256e+01
28	3.638302e+00	8.587382e+00	8.966491e+01
29	3.644685e+00	8.607172e+00	8.970601e+01
30	3.650887e+00	8.626418e+00	8.974590e+01
31	3.656915e+00	8.645137e+00	8.978464e+01
32	3.662774e+00	8.663345e+00	8.982225e+01
33	3.668470e+00	8.681058e+00	8.985877e+01
34	3.674007e+00	8.698292e+00	8.989425e+01
35	3.679392e+00	8.715063e+00	8.992872e+01
36	3.684629e+00	8.731383e+00	8.996221e+01
37	3.689722e+00	8.747268e+00	8.999476e+01
38	3.694676e+00	8.762729e+00	9.002640e+01
39	3.699497e+00	8.777780e+00	9.005715e+01
40	3.704186e+00	8.792434e+00	9.008705e+01
41	3.708750e+00	8.806701e+00	9.011612e+01
42	3.713191e+00	8.820593e+00	9.014440e+01
43	3.717514e+00	8.834122e+00	9.017189e+01
44	3.721722e+00	8.847298e+00	9.019864e+01
45	3.725818e+00	8.860132e+00	9.022466e+01
46	3.729805e+00	8.872632e+00	9.024998e+01
47	3.733688e+00	8.884809e+00	9.027461e+01
48	3.737469e+00	8.896672e+00	9.029858e+01
49	3.741151e+00	8.908230e+00	9.032191e+01
50	3.744737e+00	8.919491e+00	9.034462e+01
51	3.748229e+00	8.930464e+00	9.036672e+01
52	3.751631e+00	8.941157e+00	9.038824e+01
53	3.754945e+00	8.951578e+00	9.040919e+01
54	3.758173e+00	8.961734e+00	9.042959e+01
55	3.761318e+00	8.971633e+00	9.044945e+01
56	3.764383e+00	8.981281e+00	9.046880e+01
57	3.767369e+00	8.990686e+00	9.048764e+01
58	3.770279e+00	8.999853e+00	9.050599e+01
59	3.773115e+00	9.008791e+00	9.052386e+01
60	3.775879e+00	9.017504e+00	9.054127e+01
61	3.778572e+00	9.025999e+00	9.055824e+01
62	3.781198e+00	9.034282e+00	9.057476e+01
63	3.783757e+00	9.042358e+00	9.059087e+01
64	3.786251e+00	9.050233e+00	9.060656e+01
65	3.788683e+00	9.057913e+00	9.062185e+01
66	3.791054e+00	9.065402e+00	9.063675e+01
67	3.793366e+00	9.072705e+00	9.065127e+01
68	3.795620e+00	9.079828e+00	9.066542e+01
69	3.797817e+00	9.086775e+00	9.067922e+01
70	3.799960e+00	9.093551e+00	9.069266e+01
71	3.802050e+00	9.100159e+00	9.070577e+01
72	3.804087e+00	9.106606e+00	9.071855e+01
73	3.806074e+00	9.112894e+00	9.073101e+01
74	3.808012e+00	9.119028e+00	9.074315e+01
75	3.809902e+00	9.125012e+00	9.075500e+01
76	3.811746e+00	9.130849e+00	9.076654e+01
77	3.813544e+00	9.136544e+00	9.077780e+01
78	3.815298e+00	9.142100e+00	9.078878e+01
79	3.817009e+00	9.147521e+00	9.079949e+01
80	3.818677e+00	9.152809e+00	9.080993e+01
