RTO_iter	rho	tr	tr_adjusted	event	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
10	1.028617e+00	1.000000e+00	1.000000e+00	trust region too large	-1.905385e+02	-2.073897e+02	3.927685e+01	3.917639e-07	1.217089e-01	3.789470e-01	2.784393e-01	9.837711e-02	1.225277e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.685605e+01	-4.355457e+01	3.802035e+01	-1.529461e+01	-3.927690e+01	-3.450268e-02	-7.900072e-02	-8.833472e-01
11	1.028540e+00	1.000000e+00	1.000000e+00	trust region too large	-1.902699e+02	-2.075553e+02	3.936094e+01	3.926388e-07	1.214172e-01	3.792012e-01	2.783897e-01	9.829637e-02	1.226955e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.729000e+01	-4.371883e+01	3.804068e+01	-1.538029e+01	-3.936099e+01	-3.468179e-02	-7.938060e-02	-8.842591e-01
12	1.028396e+00	1.000000e+00	1.000000e+00	trust region too large	-1.900037e+02	-2.077106e+02	3.944194e+01	3.934793e-07	1.211438e-01	3.794414e-01	2.783403e-01	9.821797e-02	1.228565e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.771118e+01	-4.387470e+01	3.806009e+01	-1.546361e+01	-3.944199e+01	-3.485549e-02	-7.975029e-02	-8.851360e-01
13	1.028234e+00	1.000000e+00	1.000000e+00	trust region too large	-1.897399e+02	-2.078562e+02	3.952007e+01	3.942890e-07	1.208828e-01	3.796718e-01	2.782919e-01	9.814219e-02	1.230113e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.812033e+01	-4.402421e+01	3.807859e+01	-1.554435e+01	-3.952011e+01	-3.502336e-02	-8.010895e-02	-8.859806e-01
14	1.028390e+00	1.000000e+00	1.000000e+00	trust region too large	-1.894788e+02	-2.079930e+02	3.959547e+01	3.950699e-07	1.206320e-01	3.798938e-01	2.782449e-01	9.806905e-02	1.231602e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.851795e+01	-4.416789e+01	3.809657e+01	-1.562214e+01	-3.959551e+01	-3.518543e-02	-8.045659e-02	-8.867946e-01
15	1.028209e+00	1.000000e+00	1.000000e+00	trust region too large	-1.892206e+02	-2.081215e+02	3.966827e+01	3.958236e-07	1.203901e-01	3.801085e-01	2.781994e-01	9.799852e-02	1.233035e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.890441e+01	-4.430700e+01	3.811334e+01	-1.569771e+01	-3.966831e+01	-3.534179e-02	-8.079330e-02	-8.875796e-01
16	1.028026e+00	1.000000e+00	1.000000e+00	trust region too large	-1.889654e+02	-2.082422e+02	3.973861e+01	3.965513e-07	1.201570e-01	3.803159e-01	2.781552e-01	9.793040e-02	1.234415e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.928009e+01	-4.444126e+01	3.812936e+01	-1.577086e+01	-3.973864e+01	-3.549285e-02	-8.111978e-02	-8.883371e-01
17	1.027853e+00	1.000000e+00	1.000000e+00	trust region too large	-1.887135e+02	-2.083558e+02	3.980659e+01	3.972543e-07	1.199321e-01	3.805165e-01	2.781123e-01	9.786461e-02	1.235745e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.964543e+01	-4.457095e+01	3.814467e+01	-1.584168e+01	-3.980662e+01	-3.563880e-02	-8.143637e-02	-8.890683e-01
18	1.027688e+00	1.000000e+00	1.000000e+00	trust region too large	-1.884648e+02	-2.084627e+02	3.987232e+01	3.979337e-07	1.197150e-01	3.807106e-01	2.780706e-01	9.780105e-02	1.237028e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.000079e+01	-4.469631e+01	3.815930e+01	-1.591025e+01	-3.987235e+01	-3.577986e-02	-8.174340e-02	-8.897746e-01
19	1.027532e+00	1.000000e+00	1.000000e+00	trust region too large	-1.882196e+02	-2.085633e+02	3.993590e+01	3.985907e-07	1.195052e-01	3.808985e-01	2.780302e-01	9.773962e-02	1.238265e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.034648e+01	-4.481754e+01	3.817329e+01	-1.597665e+01	-3.993593e+01	-3.591623e-02	-8.204123e-02	-8.904570e-01
20	1.027384e+00	1.000000e+00	1.000000e+00	trust region too large	-1.879778e+02	-2.086581e+02	3.999742e+01	3.992262e-07	1.193024e-01	3.810805e-01	2.779910e-01	9.768023e-02	1.239458e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.068281e+01	-4.493483e+01	3.818668e+01	-1.604098e+01	-3.999745e+01	-3.604812e-02	-8.233019e-02	-8.911167e-01
21	1.027244e+00	1.000000e+00	1.000000e+00	trust region too large	-1.877397e+02	-2.087474e+02	4.005697e+01	3.998410e-07	1.191064e-01	3.812567e-01	2.779530e-01	9.762280e-02	1.240611e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.101009e+01	-4.504834e+01	3.819949e+01	-1.610332e+01	-4.005700e+01	-3.617571e-02	-8.261060e-02	-8.917545e-01
22	1.027111e+00	1.000000e+00	1.000000e+00	trust region too large	-1.875053e+02	-2.088316e+02	4.011463e+01	4.004362e-07	1.189168e-01	3.814275e-01	2.779161e-01	9.756723e-02	1.241724e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.132860e+01	-4.515821e+01	3.821176e+01	-1.616374e+01	-4.011465e+01	-3.629918e-02	-8.288278e-02	-8.923714e-01
23	1.026984e+00	1.000000e+00	1.000000e+00	trust region too large	-1.872745e+02	-2.089110e+02	4.017046e+01	4.010124e-07	1.187333e-01	3.815931e-01	2.778802e-01	9.751346e-02	1.242799e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.163861e+01	-4.526461e+01	3.822352e+01	-1.622231e+01	-4.017049e+01	-3.641870e-02	-8.314703e-02	-8.929683e-01
24	1.026863e+00	1.000000e+00	1.000000e+00	trust region too large	-1.870475e+02	-2.089859e+02	4.022456e+01	4.015704e-07	1.185557e-01	3.817536e-01	2.778454e-01	9.746141e-02	1.243839e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.194038e+01	-4.536767e+01	3.823479e+01	-1.627911e+01	-4.022458e+01	-3.653444e-02	-8.340361e-02	-8.935461e-01
25	1.026748e+00	1.000000e+00	1.000000e+00	trust region too large	-1.868243e+02	-2.090566e+02	4.027698e+01	4.021111e-07	1.183838e-01	3.819092e-01	2.778116e-01	9.741101e-02	1.244844e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.223417e+01	-4.546752e+01	3.824560e+01	-1.633421e+01	-4.027700e+01	-3.664654e-02	-8.365280e-02	-8.941054e-01
26	1.026639e+00	1.000000e+00	1.000000e+00	trust region too large	-1.866049e+02	-2.091234e+02	4.032778e+01	4.026350e-07	1.182174e-01	3.820601e-01	2.777788e-01	9.736219e-02	1.245816e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.252021e+01	-4.556429e+01	3.825597e+01	-1.638766e+01	-4.032780e+01	-3.675514e-02	-8.389486e-02	-8.946471e-01
27	1.026535e+00	1.000000e+00	1.000000e+00	trust region too large	-1.863893e+02	-2.091864e+02	4.037704e+01	4.031427e-07	1.180561e-01	3.822065e-01	2.777469e-01	9.731489e-02	1.246756e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.279875e+01	-4.565808e+01	3.826593e+01	-1.643953e+01	-4.037706e+01	-3.686039e-02	-8.413003e-02	-8.951719e-01
28	1.026435e+00	1.000000e+00	1.000000e+00	trust region too large	-1.861775e+02	-2.092459e+02	4.042481e+01	4.036350e-07	1.178999e-01	3.823485e-01	2.777159e-01	9.726905e-02	1.247666e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.306999e+01	-4.574903e+01	3.827549e+01	-1.648987e+01	-4.042483e+01	-3.696242e-02	-8.435855e-02	-8.956804e-01
29	1.026340e+00	1.000000e+00	1.000000e+00	trust region too large	-1.859695e+02	-2.093022e+02	4.047115e+01	4.041124e-07	1.177485e-01	3.824864e-01	2.776857e-01	9.722461e-02	1.248548e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.333417e+01	-4.583722e+01	3.828467e+01	-1.653874e+01	-4.047116e+01	-3.706133e-02	-8.458063e-02	-8.961732e-01
30	1.026249e+00	1.000000e+00	1.000000e+00	trust region too large	-1.857653e+02	-2.093554e+02	4.051610e+01	4.045754e-07	1.176018e-01	3.826202e-01	2.776564e-01	9.718153e-02	1.249401e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.359149e+01	-4.592277e+01	3.829350e+01	-1.658618e+01	-4.051611e+01	-3.715727e-02	-8.479650e-02	-8.966509e-01
31	1.026162e+00	1.000000e+00	1.000000e+00	trust region too large	-1.855648e+02	-2.094057e+02	4.055972e+01	4.050246e-07	1.174595e-01	3.827501e-01	2.776280e-01	9.713975e-02	1.250227e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.384214e+01	-4.600577e+01	3.830199e+01	-1.663226e+01	-4.055973e+01	-3.725032e-02	-8.500636e-02	-8.971142e-01
32	1.026079e+00	1.000000e+00	1.000000e+00	trust region too large	-1.853681e+02	-2.094532e+02	4.060206e+01	4.054606e-07	1.173215e-01	3.828762e-01	2.776003e-01	9.709922e-02	1.251028e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.408633e+01	-4.608631e+01	3.831015e+01	-1.667702e+01	-4.060207e+01	-3.734060e-02	-8.521040e-02	-8.975635e-01
33	1.026000e+00	1.000000e+00	1.000000e+00	trust region too large	-1.851751e+02	-2.094982e+02	4.064316e+01	4.058837e-07	1.171877e-01	3.829986e-01	2.775734e-01	9.705990e-02	1.251804e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.432423e+01	-4.616448e+01	3.831800e+01	-1.672050e+01	-4.064317e+01	-3.742822e-02	-8.540881e-02	-8.979993e-01
34	1.025924e+00	1.000000e+00	1.000000e+00	trust region too large	-1.849859e+02	-2.095408e+02	4.068306e+01	4.062944e-07	1.170578e-01	3.831176e-01	2.775472e-01	9.702174e-02	1.252556e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.455603e+01	-4.624037e+01	3.832556e+01	-1.676274e+01	-4.068308e+01	-3.751326e-02	-8.560177e-02	-8.984223e-01
35	1.025851e+00	1.000000e+00	1.000000e+00	trust region too large	-1.848002e+02	-2.095811e+02	4.072182e+01	4.066932e-07	1.169318e-01	3.832331e-01	2.775218e-01	9.698470e-02	1.253285e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.478190e+01	-4.631405e+01	3.833284e+01	-1.680379e+01	-4.072183e+01	-3.759581e-02	-8.578947e-02	-8.988327e-01
36	1.025782e+00	1.000000e+00	1.000000e+00	trust region too large	-1.846182e+02	-2.096192e+02	4.075946e+01	4.070804e-07	1.168096e-01	3.833454e-01	2.774970e-01	9.694875e-02	1.253993e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.500200e+01	-4.638560e+01	3.833986e+01	-1.684369e+01	-4.075947e+01	-3.767597e-02	-8.597205e-02	-8.992311e-01
37	1.025715e+00	1.000000e+00	1.000000e+00	trust region too large	-1.844398e+02	-2.096554e+02	4.079603e+01	4.074566e-07	1.166909e-01	3.834545e-01	2.774729e-01	9.691384e-02	1.254679e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.521651e+01	-4.645509e+01	3.834661e+01	-1.688248e+01	-4.079604e+01	-3.775381e-02	-8.614969e-02	-8.996179e-01
38	1.025651e+00	1.000000e+00	1.000000e+00	trust region too large	-1.842649e+02	-2.096896e+02	4.083156e+01	4.078220e-07	1.165756e-01	3.835605e-01	2.774495e-01	9.687993e-02	1.255344e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.542557e+01	-4.652260e+01	3.835312e+01	-1.692018e+01	-4.083157e+01	-3.782943e-02	-8.632254e-02	-8.999935e-01
39	1.025590e+00	1.000000e+00	1.000000e+00	trust region too large	-1.840935e+02	-2.097220e+02	4.086608e+01	4.081771e-07	1.164637e-01	3.836636e-01	2.774267e-01	9.684700e-02	1.255990e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.562933e+01	-4.658820e+01	3.835940e+01	-1.695685e+01	-4.086609e+01	-3.790288e-02	-8.649074e-02	-9.003583e-01
40	1.025532e+00	1.000000e+00	1.000000e+00	trust region too large	-1.839255e+02	-2.097527e+02	4.089964e+01	4.085221e-07	1.163550e-01	3.837637e-01	2.774045e-01	9.681500e-02	1.256617e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.582796e+01	-4.665193e+01	3.836546e+01	-1.699250e+01	-4.089965e+01	-3.797425e-02	-8.665444e-02	-9.007126e-01
41	1.025476e+00	1.000000e+00	1.000000e+00	trust region too large	-1.837609e+02	-2.097818e+02	4.093226e+01	4.088574e-07	1.162495e-01	3.838611e-01	2.773829e-01	9.678392e-02	1.257226e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.602157e+01	-4.671388e+01	3.837130e+01	-1.702717e+01	-4.093227e+01	-3.804361e-02	-8.681378e-02	-9.010568e-01
42	1.025423e+00	1.000000e+00	1.000000e+00	trust region too large	-1.835997e+02	-2.098094e+02	4.096397e+01	4.091833e-07	1.161469e-01	3.839559e-01	2.773619e-01	9.675371e-02	1.257817e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.621032e+01	-4.677409e+01	3.837694e+01	-1.706090e+01	-4.096398e+01	-3.811102e-02	-8.696888e-02	-9.013913e-01
43	1.025372e+00	1.000000e+00	1.000000e+00	trust region too large	-1.834418e+02	-2.098355e+02	4.099481e+01	4.095002e-07	1.160472e-01	3.840480e-01	2.773414e-01	9.672435e-02	1.258391e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.639433e+01	-4.683262e+01	3.838238e+01	-1.709371e+01	-4.099481e+01	-3.817655e-02	-8.711988e-02	-9.017164e-01
44	1.025323e+00	1.000000e+00	1.000000e+00	trust region too large	-1.832872e+02	-2.098603e+02	4.102479e+01	4.098083e-07	1.159504e-01	3.841376e-01	2.773215e-01	9.669581e-02	1.258948e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.657374e+01	-4.688953e+01	3.838763e+01	-1.712564e+01	-4.102480e+01	-3.824025e-02	-8.726689e-02	-9.020323e-01
45	1.025276e+00	1.000000e+00	1.000000e+00	trust region too large	-1.831358e+02	-2.098838e+02	4.105395e+01	4.101079e-07	1.158562e-01	3.842247e-01	2.773021e-01	9.666806e-02	1.259489e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.674867e+01	-4.694487e+01	3.839271e+01	-1.715670e+01	-4.105396e+01	-3.830219e-02	-8.741004e-02	-9.023395e-01
46	1.025232e+00	1.000000e+00	1.000000e+00	trust region too large	-1.829875e+02	-2.099062e+02	4.108232e+01	4.103993e-07	1.157647e-01	3.843095e-01	2.772832e-01	9.664108e-02	1.260015e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.691923e+01	-4.699869e+01	3.839761e+01	-1.718693e+01	-4.108232e+01	-3.836243e-02	-8.754943e-02	-9.026380e-01
47	1.025189e+00	1.000000e+00	1.000000e+00	trust region too large	-1.828423e+02	-2.099273e+02	4.110991e+01	4.106828e-07	1.156758e-01	3.843920e-01	2.772648e-01	9.661485e-02	1.260526e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.708555e+01	-4.705103e+01	3.840234e+01	-1.721634e+01	-4.110992e+01	-3.842101e-02	-8.768519e-02	-9.029284e-01
48	1.025148e+00	1.000000e+00	1.000000e+00	trust region too large	-1.827002e+02	-2.099474e+02	4.113676e+01	4.109585e-07	1.155893e-01	3.844722e-01	2.772469e-01	9.658933e-02	1.261023e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.724773e+01	-4.710195e+01	3.840692e+01	-1.724498e+01	-4.113677e+01	-3.847799e-02	-8.781741e-02	-9.032107e-01
49	1.025110e+00	1.000000e+00	1.000000e+00	trust region too large	-1.825610e+02	-2.099665e+02	4.116288e+01	4.112268e-07	1.155052e-01	3.845503e-01	2.772294e-01	9.656451e-02	1.261506e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.740590e+01	-4.715149e+01	3.841135e+01	-1.727285e+01	-4.116289e+01	-3.853343e-02	-8.794619e-02	-9.034853e-01
50	1.025073e+00	1.000000e+00	1.000000e+00	trust region too large	-1.824248e+02	-2.099845e+02	4.118830e+01	4.114878e-07	1.154234e-01	3.846263e-01	2.772124e-01	9.654037e-02	1.261975e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.756015e+01	-4.719969e+01	3.841563e+01	-1.729999e+01	-4.118831e+01	-3.858736e-02	-8.807164e-02	-9.037525e-01
51	1.025037e+00	1.000000e+00	1.000000e+00	trust region too large	-1.822915e+02	-2.100017e+02	4.121305e+01	4.117418e-07	1.153438e-01	3.847003e-01	2.771959e-01	9.651688e-02	1.262431e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.771059e+01	-4.724659e+01	3.841977e+01	-1.732641e+01	-4.121305e+01	-3.863983e-02	-8.819385e-02	-9.040123e-01
52	1.025004e+00	1.000000e+00	1.000000e+00	trust region too large	-1.821611e+02	-2.100180e+02	4.123713e+01	4.119890e-07	1.152664e-01	3.847724e-01	2.771797e-01	9.649403e-02	1.262875e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.785732e+01	-4.729223e+01	3.842378e+01	-1.735213e+01	-4.123713e+01	-3.869090e-02	-8.831292e-02	-9.042651e-01
53	1.024972e+00	1.000000e+00	1.000000e+00	trust region too large	-1.820334e+02	-2.100335e+02	4.126057e+01	4.122296e-07	1.151911e-01	3.848425e-01	2.771640e-01	9.647178e-02	1.263307e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.800043e+01	-4.733665e+01	3.842765e+01	-1.737718e+01	-4.126057e+01	-3.874060e-02	-8.842892e-02	-9.045112e-01
54	1.024942e+00	1.000000e+00	1.000000e+00	trust region too large	-1.819085e+02	-2.100482e+02	4.128339e+01	4.124638e-07	1.151178e-01	3.849107e-01	2.771487e-01	9.645014e-02	1.263726e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.814003e+01	-4.737988e+01	3.843141e+01	-1.740158e+01	-4.128339e+01	-3.878897e-02	-8.854196e-02	-9.047505e-01
55	1.024913e+00	1.000000e+00	1.000000e+00	trust region too large	-1.817863e+02	-2.100621e+02	4.130560e+01	4.126918e-07	1.150465e-01	3.849772e-01	2.771338e-01	9.642907e-02	1.264135e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.827619e+01	-4.742197e+01	3.843504e+01	-1.742534e+01	-4.130561e+01	-3.883606e-02	-8.865210e-02	-9.049835e-01
56	1.024886e+00	1.000000e+00	1.000000e+00	trust region too large	-1.816667e+02	-2.100754e+02	4.132724e+01	4.129138e-07	1.149771e-01	3.850419e-01	2.771192e-01	9.640856e-02	1.264532e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.840902e+01	-4.746294e+01	3.843856e+01	-1.744848e+01	-4.132724e+01	-3.888190e-02	-8.875944e-02	-9.052103e-01
57	1.024861e+00	1.000000e+00	1.000000e+00	trust region too large	-1.815497e+02	-2.100880e+02	4.134830e+01	4.131300e-07	1.149095e-01	3.851050e-01	2.771051e-01	9.638860e-02	1.264918e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.853860e+01	-4.750284e+01	3.844196e+01	-1.747102e+01	-4.134830e+01	-3.892653e-02	-8.886405e-02	-9.054311e-01
58	1.024837e+00	1.000000e+00	1.000000e+00	trust region too large	-1.814352e+02	-2.101000e+02	4.136881e+01	4.133405e-07	1.148438e-01	3.851663e-01	2.770913e-01	9.636916e-02	1.265294e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.866501e+01	-4.754168e+01	3.844526e+01	-1.749298e+01	-4.136882e+01	-3.896998e-02	-8.896601e-02	-9.056460e-01
59	1.024814e+00	1.000000e+00	1.000000e+00	trust region too large	-1.813233e+02	-2.101113e+02	4.138879e+01	4.135454e-07	1.147798e-01	3.852261e-01	2.770778e-01	9.635024e-02	1.265660e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.878833e+01	-4.757951e+01	3.844846e+01	-1.751437e+01	-4.138880e+01	-3.901230e-02	-8.906538e-02	-9.058552e-01
60	1.024793e+00	1.000000e+00	1.000000e+00	trust region too large	-1.812138e+02	-2.101221e+02	4.140825e+01	4.137451e-07	1.147175e-01	3.852844e-01	2.770647e-01	9.633181e-02	1.266016e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.890864e+01	-4.761635e+01	3.845156e+01	-1.753522e+01	-4.140826e+01	-3.905350e-02	-8.916225e-02	-9.060589e-01
61	1.024773e+00	1.000000e+00	1.000000e+00	trust region too large	-1.811066e+02	-2.101324e+02	4.142721e+01	4.139395e-07	1.146568e-01	3.853411e-01	2.770519e-01	9.631386e-02	1.266363e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.902602e+01	-4.765222e+01	3.845456e+01	-1.755553e+01	-4.142721e+01	-3.909364e-02	-8.925667e-02	-9.062573e-01
62	1.024755e+00	1.000000e+00	1.000000e+00	trust region too large	-1.810019e+02	-2.101422e+02	4.144568e+01	4.141289e-07	1.145978e-01	3.853964e-01	2.770394e-01	9.629638e-02	1.266700e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.914055e+01	-4.768717e+01	3.845747e+01	-1.757532e+01	-4.144568e+01	-3.913272e-02	-8.934872e-02	-9.064505e-01
63	1.024737e+00	1.000000e+00	1.000000e+00	trust region too large	-1.808994e+02	-2.101514e+02	4.146367e+01	4.143134e-07	1.145403e-01	3.854502e-01	2.770273e-01	9.627936e-02	1.267029e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.925230e+01	-4.772121e+01	3.846029e+01	-1.759460e+01	-4.146367e+01	-3.917080e-02	-8.943846e-02	-9.066387e-01
64	1.024722e+00	1.000000e+00	1.000000e+00	trust region too large	-1.807992e+02	-2.101603e+02	4.148119e+01	4.144931e-07	1.144842e-01	3.855027e-01	2.770154e-01	9.626278e-02	1.267348e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.936133e+01	-4.775437e+01	3.846303e+01	-1.761340e+01	-4.148119e+01	-3.920789e-02	-8.952595e-02	-9.068219e-01
65	1.024707e+00	1.000000e+00	1.000000e+00	trust region too large	-1.807011e+02	-2.101687e+02	4.149827e+01	4.146682e-07	1.144297e-01	3.855538e-01	2.770039e-01	9.624662e-02	1.267660e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.946772e+01	-4.778667e+01	3.846569e+01	-1.763172e+01	-4.149827e+01	-3.924402e-02	-8.961125e-02	-9.070004e-01
