RTO_iter	rho	tr	tr_adjusted	event	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
10	9.720983e-01	1.000000e+00	1.000000e+00	trust region too large	-1.831601e+02	-2.098685e+02	4.104068e+01	4.098436e-07	1.167951e-01	3.835334e-01	2.771442e-01	9.659451e-02	1.259328e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.670323e+01	-4.660864e+01	3.840921e+01	-1.724093e+01	-4.104069e+01	-3.845969e-02	-8.768570e-02	-9.021610e-01
11	1.000731e+00	1.000000e+00	1.000000e+00	trust region too large	-1.829988e+02	-2.099023e+02	4.107579e+01	4.102687e-07	1.162382e-01	3.839571e-01	2.772050e-01	9.660389e-02	1.259958e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.690239e+01	-4.682912e+01	3.840537e+01	-1.722957e+01	-4.107580e+01	-3.844159e-02	-8.768846e-02	-9.025499e-01
12	1.015545e+00	1.000000e+00	1.000000e+00	trust region too large	-1.828472e+02	-2.099264e+02	4.110676e+01	4.106186e-07	1.159148e-01	3.842131e-01	2.772256e-01	9.659592e-02	1.260506e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.707917e+01	-4.696538e+01	3.840625e+01	-1.723802e+01	-4.110676e+01	-3.846125e-02	-8.775609e-02	-9.028854e-01
13	1.021286e+00	1.000000e+00	1.000000e+00	trust region too large	-1.827019e+02	-2.099473e+02	4.113529e+01	4.109275e-07	1.157101e-01	3.843816e-01	2.772270e-01	9.657962e-02	1.261017e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.724564e+01	-4.705871e+01	3.840893e+01	-1.725612e+01	-4.113530e+01	-3.849868e-02	-8.785403e-02	-9.031903e-01
14	1.023440e+00	1.000000e+00	1.000000e+00	trust region too large	-1.825612e+02	-2.099665e+02	4.116226e+01	4.112124e-07	1.155663e-01	3.845045e-01	2.772193e-01	9.655945e-02	1.261505e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.740570e+01	-4.712971e+01	3.841239e+01	-1.727867e+01	-4.116227e+01	-3.854423e-02	-8.796548e-02	-9.034763e-01
15	1.024296e+00	1.000000e+00	1.000000e+00	trust region too large	-1.824243e+02	-2.099847e+02	4.118811e+01	4.114817e-07	1.154542e-01	3.846033e-01	2.772072e-01	9.653767e-02	1.261977e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.756083e+01	-4.718879e+01	3.841619e+01	-1.730310e+01	-4.118812e+01	-3.859315e-02	-8.808212e-02	-9.037491e-01
16	1.024656e+00	1.000000e+00	1.000000e+00	trust region too large	-1.822906e+02	-2.100019e+02	4.121307e+01	4.117399e-07	1.153592e-01	3.846889e-01	2.771931e-01	9.651538e-02	1.262435e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.771168e+01	-4.724122e+01	3.842008e+01	-1.732813e+01	-4.121307e+01	-3.864306e-02	-8.819983e-02	-9.040119e-01
17	1.024811e+00	1.000000e+00	1.000000e+00	trust region too large	-1.821600e+02	-2.100182e+02	4.123725e+01	4.119893e-07	1.152739e-01	3.847668e-01	2.771782e-01	9.649314e-02	1.262879e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.785860e+01	-4.728969e+01	3.842396e+01	-1.735315e+01	-4.123726e+01	-3.869281e-02	-8.831657e-02	-9.042661e-01
18	1.024872e+00	1.000000e+00	1.000000e+00	trust region too large	-1.820322e+02	-2.100336e+02	4.126075e+01	4.122309e-07	1.151946e-01	3.848399e-01	2.771632e-01	9.647122e-02	1.263311e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.800179e+01	-4.733555e+01	3.842776e+01	-1.737783e+01	-4.126075e+01	-3.874183e-02	-8.843137e-02	-9.045129e-01
19	1.024889e+00	1.000000e+00	1.000000e+00	trust region too large	-1.819073e+02	-2.100483e+02	4.128359e+01	4.124656e-07	1.151193e-01	3.849098e-01	2.771482e-01	9.644974e-02	1.263731e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.814140e+01	-4.737952e+01	3.843148e+01	-1.740203e+01	-4.128359e+01	-3.878984e-02	-8.854377e-02	-9.047526e-01
20	1.024885e+00	1.000000e+00	1.000000e+00	trust region too large	-1.817851e+02	-2.100623e+02	4.130581e+01	4.126939e-07	1.150469e-01	3.849770e-01	2.771334e-01	9.642876e-02	1.264139e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.827757e+01	-4.742198e+01	3.843509e+01	-1.742568e+01	-4.130582e+01	-3.883674e-02	-8.865358e-02	-9.049857e-01
21	1.024871e+00	1.000000e+00	1.000000e+00	trust region too large	-1.816655e+02	-2.100755e+02	4.132745e+01	4.129159e-07	1.149770e-01	3.850421e-01	2.771190e-01	9.640830e-02	1.264536e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.841037e+01	-4.746315e+01	3.843860e+01	-1.744877e+01	-4.132745e+01	-3.888247e-02	-8.876072e-02	-9.052125e-01
22	1.024853e+00	1.000000e+00	1.000000e+00	trust region too large	-1.815485e+02	-2.100881e+02	4.134851e+01	4.131321e-07	1.149092e-01	3.851054e-01	2.771049e-01	9.638837e-02	1.264922e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.853993e+01	-4.750313e+01	3.844200e+01	-1.747128e+01	-4.134852e+01	-3.892704e-02	-8.886522e-02	-9.054333e-01
23	1.024832e+00	1.000000e+00	1.000000e+00	trust region too large	-1.814341e+02	-2.101001e+02	4.136902e+01	4.133426e-07	1.148433e-01	3.851669e-01	2.770911e-01	9.636895e-02	1.265298e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.866630e+01	-4.754202e+01	3.844530e+01	-1.749322e+01	-4.136903e+01	-3.897046e-02	-8.896711e-02	-9.056482e-01
24	1.024812e+00	1.000000e+00	1.000000e+00	trust region too large	-1.813221e+02	-2.101115e+02	4.138900e+01	4.135475e-07	1.147792e-01	3.852267e-01	2.770777e-01	9.635003e-02	1.265664e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.878960e+01	-4.757987e+01	3.844849e+01	-1.751460e+01	-4.138900e+01	-3.901275e-02	-8.906643e-02	-9.058573e-01
25	1.024792e+00	1.000000e+00	1.000000e+00	trust region too large	-1.812126e+02	-2.101223e+02	4.140845e+01	4.137471e-07	1.147169e-01	3.852849e-01	2.770645e-01	9.633161e-02	1.266020e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.890988e+01	-4.761671e+01	3.845159e+01	-1.753544e+01	-4.140846e+01	-3.905393e-02	-8.916326e-02	-9.060610e-01
26	1.024772e+00	1.000000e+00	1.000000e+00	trust region too large	-1.811055e+02	-2.101325e+02	4.142740e+01	4.139415e-07	1.146562e-01	3.853417e-01	2.770518e-01	9.631367e-02	1.266366e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.902723e+01	-4.765258e+01	3.845459e+01	-1.755574e+01	-4.142741e+01	-3.909405e-02	-8.925765e-02	-9.062593e-01
27	1.024754e+00	1.000000e+00	1.000000e+00	trust region too large	-1.810008e+02	-2.101423e+02	4.144587e+01	4.141308e-07	1.145972e-01	3.853969e-01	2.770393e-01	9.629620e-02	1.266704e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.914173e+01	-4.768752e+01	3.845750e+01	-1.757552e+01	-4.144587e+01	-3.913313e-02	-8.934967e-02	-9.064525e-01
28	1.024737e+00	1.000000e+00	1.000000e+00	trust region too large	-1.808983e+02	-2.101515e+02	4.146385e+01	4.143153e-07	1.145397e-01	3.854508e-01	2.770272e-01	9.627918e-02	1.267032e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.925345e+01	-4.772156e+01	3.846032e+01	-1.759480e+01	-4.146385e+01	-3.917119e-02	-8.943938e-02	-9.066406e-01
29	1.024721e+00	1.000000e+00	1.000000e+00	trust region too large	-1.807981e+02	-2.101604e+02	4.148137e+01	4.144950e-07	1.144837e-01	3.855032e-01	2.770153e-01	9.626260e-02	1.267352e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.936245e+01	-4.775471e+01	3.846306e+01	-1.761359e+01	-4.148137e+01	-3.920827e-02	-8.952685e-02	-9.068238e-01
30	1.024707e+00	1.000000e+00	1.000000e+00	trust region too large	-1.807001e+02	-2.101687e+02	4.149845e+01	4.146700e-07	1.144291e-01	3.855543e-01	2.770038e-01	9.624646e-02	1.267663e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.946882e+01	-4.778700e+01	3.846571e+01	-1.763190e+01	-4.149845e+01	-3.924440e-02	-8.961213e-02	-9.070023e-01
31	1.024694e+00	1.000000e+00	1.000000e+00	trust region too large	-1.806043e+02	-2.101767e+02	4.151508e+01	4.148406e-07	1.143760e-01	3.856041e-01	2.769925e-01	9.623072e-02	1.267966e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.957260e+01	-4.781847e+01	3.846829e+01	-1.764975e+01	-4.151508e+01	-3.927959e-02	-8.969528e-02	-9.071761e-01
32	1.024682e+00	1.000000e+00	1.000000e+00	trust region too large	-1.805106e+02	-2.101843e+02	4.153129e+01	4.150068e-07	1.143242e-01	3.856527e-01	2.769815e-01	9.621540e-02	1.268261e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.967388e+01	-4.784913e+01	3.847079e+01	-1.766715e+01	-4.153129e+01	-3.931388e-02	-8.977636e-02	-9.073455e-01
33	1.024671e+00	1.000000e+00	1.000000e+00	trust region too large	-1.804190e+02	-2.101915e+02	4.154709e+01	4.151688e-07	1.142738e-01	3.857000e-01	2.769708e-01	9.620046e-02	1.268549e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.977271e+01	-4.787900e+01	3.847321e+01	-1.768411e+01	-4.154709e+01	-3.934730e-02	-8.985542e-02	-9.075105e-01
34	1.024661e+00	1.000000e+00	1.000000e+00	trust region too large	-1.803294e+02	-2.101983e+02	4.156249e+01	4.153267e-07	1.142247e-01	3.857461e-01	2.769604e-01	9.618591e-02	1.268829e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.986915e+01	-4.790812e+01	3.847556e+01	-1.770064e+01	-4.156249e+01	-3.937986e-02	-8.993252e-02	-9.076713e-01
35	1.024653e+00	1.000000e+00	1.000000e+00	trust region too large	-1.802418e+02	-2.102049e+02	4.157750e+01	4.154805e-07	1.141769e-01	3.857910e-01	2.769502e-01	9.617173e-02	1.269102e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.996327e+01	-4.793649e+01	3.847785e+01	-1.771676e+01	-4.157750e+01	-3.941159e-02	-9.000771e-02	-9.078279e-01
36	1.024645e+00	1.000000e+00	1.000000e+00	trust region too large	-1.801561e+02	-2.102111e+02	4.159212e+01	4.156305e-07	1.141302e-01	3.858348e-01	2.769403e-01	9.615791e-02	1.269367e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.005512e+01	-4.796414e+01	3.848006e+01	-1.773247e+01	-4.159213e+01	-3.944252e-02	-9.008104e-02	-9.079806e-01
37	1.024639e+00	1.000000e+00	1.000000e+00	trust region too large	-1.800723e+02	-2.102170e+02	4.160638e+01	4.157766e-07	1.140848e-01	3.858775e-01	2.769306e-01	9.614444e-02	1.269626e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.014476e+01	-4.799108e+01	3.848222e+01	-1.774779e+01	-4.160638e+01	-3.947266e-02	-9.015256e-02	-9.081294e-01
38	1.024634e+00	1.000000e+00	1.000000e+00	trust region too large	-1.799905e+02	-2.102226e+02	4.162028e+01	4.159191e-07	1.140405e-01	3.859191e-01	2.769212e-01	9.613131e-02	1.269878e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.023225e+01	-4.801735e+01	3.848431e+01	-1.776272e+01	-4.162028e+01	-3.950204e-02	-9.022231e-02	-9.082744e-01
39	1.024631e+00	1.000000e+00	1.000000e+00	trust region too large	-1.799104e+02	-2.102279e+02	4.163383e+01	4.160579e-07	1.139974e-01	3.859597e-01	2.769120e-01	9.611852e-02	1.270124e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.031763e+01	-4.804295e+01	3.848634e+01	-1.777729e+01	-4.163383e+01	-3.953068e-02	-9.029034e-02	-9.084157e-01
40	1.024628e+00	1.000000e+00	1.000000e+00	trust region too large	-1.798322e+02	-2.102330e+02	4.164704e+01	4.161933e-07	1.139553e-01	3.859993e-01	2.769030e-01	9.610605e-02	1.270363e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.040096e+01	-4.806791e+01	3.848831e+01	-1.779149e+01	-4.164704e+01	-3.955859e-02	-9.035670e-02	-9.085534e-01
41	1.024626e+00	1.000000e+00	1.000000e+00	trust region too large	-1.797557e+02	-2.102378e+02	4.165992e+01	4.163253e-07	1.139144e-01	3.860378e-01	2.768942e-01	9.609389e-02	1.270597e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.048229e+01	-4.809224e+01	3.849022e+01	-1.780533e+01	-4.165992e+01	-3.958580e-02	-9.042144e-02	-9.086877e-01
42	1.024626e+00	1.000000e+00	1.000000e+00	trust region too large	-1.796809e+02	-2.102424e+02	4.167248e+01	4.164540e-07	1.138744e-01	3.860754e-01	2.768857e-01	9.608204e-02	1.270824e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.056168e+01	-4.811596e+01	3.849209e+01	-1.781884e+01	-4.167248e+01	-3.961234e-02	-9.048458e-02	-9.088186e-01
43	1.024627e+00	1.000000e+00	1.000000e+00	trust region too large	-1.796078e+02	-2.102468e+02	4.168472e+01	4.165794e-07	1.138355e-01	3.861121e-01	2.768774e-01	9.607049e-02	1.271046e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.063916e+01	-4.813909e+01	3.849389e+01	-1.783201e+01	-4.168472e+01	-3.963820e-02	-9.054618e-02	-9.089461e-01
44	1.024628e+00	1.000000e+00	1.000000e+00	trust region too large	-1.795363e+02	-2.102510e+02	4.169666e+01	4.167018e-07	1.137975e-01	3.861479e-01	2.768692e-01	9.605922e-02	1.271262e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.071479e+01	-4.816164e+01	3.849565e+01	-1.784485e+01	-4.169666e+01	-3.966342e-02	-9.060627e-02	-9.090705e-01
45	1.024631e+00	1.000000e+00	1.000000e+00	trust region too large	-1.794664e+02	-2.102549e+02	4.170830e+01	4.168210e-07	1.137605e-01	3.861827e-01	2.768613e-01	9.604824e-02	1.271472e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.078861e+01	-4.818362e+01	3.849736e+01	-1.785738e+01	-4.170830e+01	-3.968801e-02	-9.066489e-02	-9.091918e-01
46	1.024635e+00	1.000000e+00	1.000000e+00	trust region too large	-1.793981e+02	-2.102587e+02	4.171966e+01	4.169374e-07	1.137245e-01	3.862167e-01	2.768536e-01	9.603753e-02	1.271677e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.086066e+01	-4.820506e+01	3.849902e+01	-1.786960e+01	-4.171966e+01	-3.971199e-02	-9.072208e-02	-9.093100e-01
47	1.024640e+00	1.000000e+00	1.000000e+00	trust region too large	-1.793314e+02	-2.102623e+02	4.173073e+01	4.170508e-07	1.136893e-01	3.862499e-01	2.768460e-01	9.602709e-02	1.271877e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.093100e+01	-4.822596e+01	3.850064e+01	-1.788152e+01	-4.173073e+01	-3.973537e-02	-9.077788e-02	-9.094253e-01
48	1.024647e+00	1.000000e+00	1.000000e+00	trust region too large	-1.792662e+02	-2.102657e+02	4.174153e+01	4.171614e-07	1.136550e-01	3.862822e-01	2.768386e-01	9.601691e-02	1.272072e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.099965e+01	-4.824635e+01	3.850221e+01	-1.789314e+01	-4.174153e+01	-3.975817e-02	-9.083232e-02	-9.095377e-01
49	1.024654e+00	1.000000e+00	1.000000e+00	trust region too large	-1.792024e+02	-2.102690e+02	4.175206e+01	4.172693e-07	1.136216e-01	3.863138e-01	2.768315e-01	9.600698e-02	1.272262e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.106667e+01	-4.826623e+01	3.850373e+01	-1.790448e+01	-4.175206e+01	-3.978041e-02	-9.088544e-02	-9.096473e-01
50	1.024662e+00	1.000000e+00	1.000000e+00	trust region too large	-1.791401e+02	-2.102721e+02	4.176233e+01	4.173745e-07	1.135890e-01	3.863445e-01	2.768244e-01	9.599730e-02	1.272448e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.113210e+01	-4.828562e+01	3.850522e+01	-1.791554e+01	-4.176233e+01	-3.980209e-02	-9.093726e-02	-9.097542e-01
51	1.024672e+00	1.000000e+00	1.000000e+00	trust region too large	-1.790791e+02	-2.102750e+02	4.177235e+01	4.174771e-07	1.135572e-01	3.863745e-01	2.768176e-01	9.598786e-02	1.272628e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.119596e+01	-4.830452e+01	3.850666e+01	-1.792633e+01	-4.177235e+01	-3.982324e-02	-9.098783e-02	-9.098585e-01
52	1.024682e+00	1.000000e+00	1.000000e+00	trust region too large	-1.790196e+02	-2.102778e+02	4.178212e+01	4.175772e-07	1.135262e-01	3.864038e-01	2.768109e-01	9.597865e-02	1.272805e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.125831e+01	-4.832297e+01	3.850806e+01	-1.793686e+01	-4.178212e+01	-3.984387e-02	-9.103718e-02	-9.099601e-01
53	1.024694e+00	1.000000e+00	1.000000e+00	trust region too large	-1.789614e+02	-2.102805e+02	4.179165e+01	4.176749e-07	1.134959e-01	3.864323e-01	2.768044e-01	9.596966e-02	1.272976e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.131917e+01	-4.834095e+01	3.850943e+01	-1.794712e+01	-4.179165e+01	-3.986399e-02	-9.108533e-02	-9.100593e-01
54	1.024707e+00	1.000000e+00	1.000000e+00	trust region too large	-1.789045e+02	-2.102831e+02	4.180095e+01	4.177701e-07	1.134665e-01	3.864602e-01	2.767981e-01	9.596090e-02	1.273144e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.137858e+01	-4.835850e+01	3.851076e+01	-1.795714e+01	-4.180095e+01	-3.988361e-02	-9.113231e-02	-9.101560e-01
55	1.024721e+00	1.000000e+00	1.000000e+00	trust region too large	-1.788490e+02	-2.102855e+02	4.181002e+01	4.178630e-07	1.134377e-01	3.864874e-01	2.767919e-01	9.595236e-02	1.273307e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.143659e+01	-4.837561e+01	3.851205e+01	-1.796692e+01	-4.181002e+01	-3.990275e-02	-9.117816e-02	-9.102503e-01
56	1.024736e+00	1.000000e+00	1.000000e+00	trust region too large	-1.787946e+02	-2.102878e+02	4.181887e+01	4.179536e-07	1.134097e-01	3.865139e-01	2.767858e-01	9.594402e-02	1.273466e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.149321e+01	-4.839230e+01	3.851331e+01	-1.797645e+01	-4.181887e+01	-3.992142e-02	-9.122290e-02	-9.103423e-01
57	1.024752e+00	1.000000e+00	1.000000e+00	trust region too large	-1.787416e+02	-2.102900e+02	4.182750e+01	4.180420e-07	1.133823e-01	3.865397e-01	2.767799e-01	9.593589e-02	1.273622e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.154849e+01	-4.840859e+01	3.851453e+01	-1.798576e+01	-4.182750e+01	-3.993964e-02	-9.126657e-02	-9.104320e-01
58	1.024769e+00	1.000000e+00	1.000000e+00	trust region too large	-1.786897e+02	-2.102921e+02	4.183592e+01	4.181282e-07	1.133556e-01	3.865649e-01	2.767741e-01	9.592796e-02	1.273773e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.160247e+01	-4.842447e+01	3.851572e+01	-1.799484e+01	-4.183593e+01	-3.995741e-02	-9.130918e-02	-9.105196e-01
59	1.024788e+00	1.000000e+00	1.000000e+00	trust region too large	-1.786390e+02	-2.102941e+02	4.184414e+01	4.182124e-07	1.133296e-01	3.865896e-01	2.767685e-01	9.592022e-02	1.273921e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.165516e+01	-4.843997e+01	3.851688e+01	-1.800370e+01	-4.184414e+01	-3.997474e-02	-9.135077e-02	-9.106050e-01
60	1.024807e+00	1.000000e+00	1.000000e+00	trust region too large	-1.785894e+02	-2.102960e+02	4.185216e+01	4.182945e-07	1.133042e-01	3.866136e-01	2.767630e-01	9.591268e-02	1.274065e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.170660e+01	-4.845509e+01	3.851801e+01	-1.801234e+01	-4.185216e+01	-3.999165e-02	-9.139135e-02	-9.106883e-01
61	-1.000000e+00	1.000000e+00	5.000000e-01		-1.785410e+02	-2.102978e+02	4.185998e+01	4.183746e-07	1.132795e-01	3.866370e-01	2.767577e-01	9.590531e-02	1.274206e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.175683e+01	-4.846984e+01	3.851911e+01	-1.802078e+01	-4.185998e+01	-4.000815e-02	-9.143096e-02	-9.107695e-01
62	-1.000000e+00	5.000000e-01	2.500000e-01		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
63	-1.000000e+00	2.500000e-01	1.250000e-01		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
64	-1.000000e+00	1.250000e-01	6.250000e-02		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
65	-1.000000e+00	6.250000e-02	3.125000e-02		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
66	-1.000000e+00	3.125000e-02	1.562500e-02		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
67	-1.000000e+00	1.562500e-02	7.812500e-03		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
68	-1.000000e+00	7.812500e-03	3.906250e-03		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
69	-1.000000e+00	3.906250e-03	1.953125e-03		-1.784937e+02	-2.102995e+02	4.186761e+01	4.184527e-07	1.132553e-01	3.866598e-01	2.767524e-01	9.589813e-02	1.274343e-01												
