RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.600000e+00	1.000000e+01	8.500000e+01
2	3.762917e+00	9.819843e+00	8.937039e+01
3	3.846961e+00	9.243354e+00	9.749810e+01
4	3.846961e+00	9.243354e+00	9.749810e+01
5	3.846961e+00	9.243354e+00	9.749810e+01
6	3.846961e+00	9.243354e+00	9.749810e+01
7	3.970796e+00	9.238331e+00	9.766109e+01
8	4.062875e+00	9.321410e+00	9.750445e+01
9	4.062875e+00	9.321410e+00	9.750445e+01
10	4.073102e+00	9.376985e+00	9.777168e+01
11	4.130982e+00	9.487779e+00	9.777879e+01
12	4.130982e+00	9.487779e+00	9.777879e+01
13	4.168988e+00	9.603204e+00	9.807181e+01
14	4.305064e+00	9.812357e+00	9.791709e+01
15	4.123863e+00	9.769807e+00	9.958612e+01
16	4.230527e+00	9.829037e+00	9.890664e+01
17	4.315290e+00	9.906726e+00	9.841615e+01
18	4.315290e+00	9.906726e+00	9.841615e+01
19	4.294395e+00	9.941810e+00	9.888942e+01
20	4.294395e+00	9.941810e+00	9.888942e+01
21	4.313410e+00	9.965604e+00	9.881882e+01
22	4.328618e+00	9.992848e+00	9.883889e+01
23	4.358221e+00	1.004790e+01	9.884374e+01
24	4.417221e+00	1.015810e+01	9.885733e+01
25	4.417221e+00	1.015810e+01	9.885733e+01
26	4.417221e+00	1.015810e+01	9.885733e+01
27	4.407076e+00	1.016902e+01	9.913214e+01
28	4.415841e+00	1.019887e+01	9.916369e+01
29	4.446267e+00	1.025347e+01	9.915849e+01
30	4.446267e+00	1.025347e+01	9.915849e+01
31	4.441046e+00	1.027625e+01	9.936620e+01
32	4.459934e+00	1.030048e+01	9.930836e+01
33	4.459934e+00	1.030048e+01	9.930836e+01
34	4.462755e+00	1.031414e+01	9.937962e+01
35	4.477274e+00	1.034182e+01	9.937511e+01
36	4.500000e+00	1.039987e+01	9.942165e+01
37	4.375218e+00	1.039747e+01	9.949214e+01
38	4.437531e+00	1.039933e+01	9.944314e+01
39	4.437531e+00	1.039933e+01	9.944314e+01
40	4.437531e+00	1.039933e+01	9.944314e+01
41	4.492125e+00	1.039987e+01	9.942279e+01
42	4.495968e+00	1.039987e+01	9.942218e+01
43	4.497806e+00	1.039987e+01	9.942192e+01
44	4.497806e+00	1.039987e+01	9.942192e+01
45	4.498887e+00	1.039987e+01	9.942179e+01
46	4.498887e+00	1.039987e+01	9.942179e+01
47	4.498993e+00	1.039987e+01	9.942177e+01
48	4.498993e+00	1.039987e+01	9.942177e+01
49	4.499000e+00	1.039987e+01	9.942177e+01
50	4.499000e+00	1.039987e+01	9.942177e+01
51	4.499000e+00	1.039987e+01	9.942177e+01
52	4.499000e+00	1.039987e+01	9.942177e+01
53	4.499000e+00	1.039987e+01	9.942177e+01
54	4.499000e+00	1.039987e+01	9.942177e+01
55	4.499000e+00	1.039987e+01	9.942177e+01
56	4.499000e+00	1.039987e+01	9.942177e+01
57	4.499000e+00	1.039987e+01	9.942177e+01
58	4.499000e+00	1.039987e+01	9.942177e+01
59	4.499000e+00	1.039987e+01	9.942177e+01
60	4.499000e+00	1.039987e+01	9.942177e+01
61	4.499000e+00	1.039987e+01	9.942177e+01
62	4.499000e+00	1.039987e+01	9.942177e+01
63	4.499000e+00	1.039987e+01	9.942177e+01
64	4.499000e+00	1.039987e+01	9.942177e+01
65	4.499000e+00	1.039987e+01	9.942177e+01
66	4.499000e+00	1.039987e+01	9.942177e+01
67	4.499000e+00	1.039987e+01	9.942177e+01
68	4.499000e+00	1.039987e+01	9.942177e+01
69	4.499000e+00	1.039987e+01	9.942177e+01
70	4.499000e+00	1.039987e+01	9.942177e+01
71	4.499000e+00	1.039987e+01	9.942177e+01
72	4.499000e+00	1.039987e+01	9.942177e+01
73	4.499000e+00	1.039987e+01	9.942177e+01
74	4.499000e+00	1.039987e+01	9.942177e+01
75	4.499000e+00	1.039987e+01	9.942177e+01
76	4.499000e+00	1.039987e+01	9.942177e+01
77	4.499000e+00	1.039987e+01	9.942177e+01
78	4.499000e+00	1.039987e+01	9.942177e+01
79	4.499000e+00	1.039987e+01	9.942177e+01
80	4.499000e+00	1.039987e+01	9.942177e+01
