RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.633776e+00	9.968669e+00	8.588761e+01
2	3.702690e+00	9.904022e+00	8.765035e+01
3	3.951435e+00	9.625796e+00	8.908971e+01
4	4.093730e+00	9.075683e+00	8.933916e+01
5	3.849430e+00	8.844340e+00	8.956364e+01
6	3.760892e+00	8.741906e+00	8.968594e+01
7	3.712243e+00	8.704709e+00	8.976589e+01
8	3.691316e+00	8.696667e+00	8.982287e+01
9	3.683874e+00	8.701783e+00	8.986844e+01
10	3.682980e+00	8.712843e+00	8.990803e+01
11	3.685179e+00	8.726489e+00	8.994424e+01
12	3.688815e+00	8.741165e+00	8.997834e+01
13	3.693084e+00	8.756129e+00	9.001095e+01
14	3.697596e+00	8.771029e+00	9.004239e+01
15	3.702162e+00	8.785698e+00	9.007283e+01
16	3.706693e+00	8.800062e+00	9.010235e+01
17	3.711145e+00	8.814088e+00	9.013104e+01
18	3.715501e+00	8.827766e+00	9.015892e+01
19	3.719750e+00	8.841098e+00	9.018602e+01
20	3.723893e+00	8.854087e+00	9.021239e+01
21	3.727929e+00	8.866741e+00	9.023804e+01
22	3.731859e+00	8.879069e+00	9.026300e+01
23	3.735687e+00	8.891079e+00	9.028728e+01
24	3.739415e+00	8.902781e+00	9.031091e+01
25	3.743046e+00	8.914181e+00	9.033391e+01
26	3.746582e+00	8.925290e+00	9.035630e+01
27	3.750027e+00	8.936115e+00	9.037809e+01
28	3.753382e+00	8.946664e+00	9.039931e+01
29	3.756651e+00	8.956945e+00	9.041997e+01
30	3.759835e+00	8.966965e+00	9.044009e+01
31	3.762938e+00	8.976731e+00	9.045968e+01
32	3.765961e+00	8.986250e+00	9.047875e+01
33	3.768907e+00	8.995530e+00	9.049733e+01
34	3.771778e+00	9.004576e+00	9.051543e+01
35	3.774575e+00	9.013395e+00	9.053306e+01
36	3.777302e+00	9.021993e+00	9.055024e+01
37	3.779959e+00	9.030376e+00	9.056697e+01
38	3.782550e+00	9.038549e+00	9.058327e+01
39	3.785075e+00	9.046519e+00	9.059916e+01
40	3.787537e+00	9.054291e+00	9.061464e+01
41	3.789936e+00	9.061870e+00	9.062972e+01
42	3.792276e+00	9.069261e+00	9.064442e+01
43	3.794557e+00	9.076469e+00	9.065875e+01
44	3.796781e+00	9.083498e+00	9.067271e+01
45	3.798949e+00	9.090355e+00	9.068632e+01
46	3.801064e+00	9.097042e+00	9.069959e+01
47	3.803126e+00	9.103565e+00	9.071253e+01
48	3.805137e+00	9.109928e+00	9.072513e+01
49	3.807098e+00	9.116135e+00	9.073743e+01
50	3.809011e+00	9.122189e+00	9.074941e+01
51	3.810876e+00	9.128096e+00	9.076110e+01
52	3.812696e+00	9.133858e+00	9.077249e+01
53	3.814471e+00	9.139479e+00	9.078360e+01
54	3.816202e+00	9.144964e+00	9.079444e+01
55	3.817890e+00	9.150315e+00	9.080500e+01
56	3.819537e+00	9.155536e+00	9.081531e+01
57	3.821144e+00	9.160630e+00	9.082535e+01
58	3.822712e+00	9.165600e+00	9.083516e+01
59	3.824241e+00	9.170450e+00	9.084471e+01
60	3.825733e+00	9.175183e+00	9.085404e+01
61	3.827189e+00	9.179801e+00	9.086313e+01
62	3.828609e+00	9.184307e+00	9.087200e+01
63	3.829995e+00	9.188705e+00	9.088066e+01
64	3.831347e+00	9.192996e+00	9.088910e+01
65	3.832666e+00	9.197185e+00	9.089733e+01
66	3.833954e+00	9.201272e+00	9.090537e+01
67	3.833954e+00	9.201272e+00	9.090537e+01
68	3.833954e+00	9.201272e+00	9.090537e+01
69	3.833954e+00	9.201272e+00	9.090537e+01
70	3.833954e+00	9.201272e+00	9.090537e+01
71	3.833954e+00	9.201272e+00	9.090537e+01
72	3.833954e+00	9.201272e+00	9.090537e+01
73	3.833954e+00	9.201272e+00	9.090537e+01
74	3.833954e+00	9.201272e+00	9.090537e+01
75	3.833954e+00	9.201272e+00	9.090537e+01
76	3.833954e+00	9.201272e+00	9.090537e+01
77	3.833954e+00	9.201272e+00	9.090537e+01
78	3.832711e+00	9.199707e+00	9.090506e+01
79	3.832063e+00	9.198497e+00	9.090369e+01
80	3.832086e+00	9.198073e+00	9.090230e+01
