RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.994375e+00	8.491234e+00	8.558134e+01
2	3.549894e+00	7.768160e+00	8.612473e+01
3	3.343233e+00	7.435749e+00	8.649941e+01
4	3.263233e+00	7.354198e+00	8.674696e+01
5	3.246226e+00	7.372988e+00	8.692642e+01
6	3.254857e+00	7.421048e+00	8.707658e+01
7	3.271159e+00	7.475420e+00	8.721374e+01
8	3.289045e+00	7.529884e+00	8.734322e+01
9	3.306829e+00	7.582910e+00	8.746673e+01
10	3.324091e+00	7.634177e+00	8.758494e+01
11	3.340743e+00	7.683666e+00	8.769827e+01
12	3.356787e+00	7.731434e+00	8.780703e+01
13	3.372244e+00	7.777556e+00	8.791147e+01
14	3.387142e+00	7.822105e+00	8.801184e+01
15	3.401508e+00	7.865153e+00	8.810837e+01
16	3.415367e+00	7.906768e+00	8.820125e+01
17	3.428743e+00	7.947012e+00	8.829068e+01
18	3.441660e+00	7.985945e+00	8.837682e+01
19	3.454137e+00	8.023623e+00	8.845986e+01
20	3.466195e+00	8.060099e+00	8.853993e+01
21	3.477837e+00	8.095398e+00	8.861716e+01
22	3.489105e+00	8.129601e+00	8.869170e+01
23	3.500009e+00	8.162746e+00	8.876367e+01
24	3.510564e+00	8.194874e+00	8.883320e+01
25	3.520782e+00	8.226024e+00	8.890040e+01
26	3.530678e+00	8.256231e+00	8.896536e+01
27	3.540264e+00	8.285531e+00	8.902818e+01
28	3.549553e+00	8.313959e+00	8.908896e+01
29	3.558555e+00	8.341546e+00	8.914777e+01
30	3.567283e+00	8.368322e+00	8.920470e+01
31	3.575745e+00	8.394317e+00	8.925983e+01
32	3.583954e+00	8.419558e+00	8.931322e+01
33	3.591917e+00	8.444073e+00	8.936495e+01
34	3.599644e+00	8.467885e+00	8.941508e+01
35	3.607143e+00	8.491019e+00	8.946367e+01
36	3.614423e+00	8.513499e+00	8.951078e+01
37	3.621492e+00	8.535345e+00	8.955647e+01
38	3.628356e+00	8.556580e+00	8.960079e+01
39	3.635023e+00	8.577223e+00	8.964378e+01
40	3.641499e+00	8.597294e+00	8.968550e+01
41	3.647792e+00	8.616812e+00	8.972600e+01
42	3.653907e+00	8.635793e+00	8.976531e+01
43	3.659850e+00	8.654255e+00	8.980348e+01
44	3.665627e+00	8.672215e+00	8.984055e+01
45	3.671243e+00	8.689689e+00	8.987655e+01
46	3.676704e+00	8.706691e+00	8.991152e+01
47	3.682015e+00	8.723235e+00	8.994550e+01
48	3.687179e+00	8.739337e+00	8.997852e+01
49	3.692203e+00	8.755010e+00	9.001061e+01
50	3.697090e+00	8.770265e+00	9.004180e+01
51	3.701845e+00	8.785117e+00	9.007213e+01
52	3.706472e+00	8.799577e+00	9.010161e+01
53	3.710974e+00	8.813657e+00	9.013028e+01
54	3.715356e+00	8.827367e+00	9.015817e+01
55	3.719621e+00	8.840719e+00	9.018529e+01
56	3.723773e+00	8.853723e+00	9.021167e+01
57	3.727814e+00	8.866390e+00	9.023734e+01
58	3.731750e+00	8.878728e+00	9.026231e+01
59	3.735581e+00	8.890748e+00	9.028661e+01
60	3.739312e+00	8.902458e+00	9.031026e+01
61	3.742946e+00	8.913867e+00	9.033328e+01
62	3.746485e+00	8.924984e+00	9.035568e+01
63	3.749932e+00	8.935817e+00	9.037749e+01
64	3.753290e+00	8.946374e+00	9.039873e+01
65	3.756561e+00	8.956662e+00	9.041940e+01
66	3.759748e+00	8.966689e+00	9.043953e+01
67	3.762853e+00	8.976462e+00	9.045914e+01
68	3.765878e+00	8.985988e+00	9.047823e+01
69	3.768826e+00	8.995274e+00	9.049682e+01
70	3.771699e+00	9.004327e+00	9.051494e+01
71	3.774498e+00	9.013152e+00	9.053258e+01
72	3.777227e+00	9.021756e+00	9.054977e+01
73	3.779886e+00	9.030145e+00	9.056651e+01
74	3.782479e+00	9.038324e+00	9.058282e+01
75	3.785006e+00	9.046300e+00	9.059872e+01
76	3.787469e+00	9.054077e+00	9.061421e+01
77	3.789870e+00	9.061661e+00	9.062931e+01
78	3.792211e+00	9.069057e+00	9.064402e+01
79	3.794494e+00	9.076270e+00	9.065835e+01
80	3.796720e+00	9.083305e+00	9.067233e+01
