RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.648083e+00	9.277087e+00	9.189265e+01
2	4.500000e+00	9.441296e+00	9.011389e+01
3	4.500000e+00	9.441296e+00	9.011389e+01
4	4.124777e+00	9.281612e+00	9.038457e+01
5	3.879076e+00	9.254603e+00	9.096327e+01
6	3.760448e+00	9.258052e+00	9.137906e+01
7	3.703250e+00	9.265319e+00	9.162333e+01
8	3.675394e+00	9.270589e+00	9.175501e+01
9	3.661692e+00	9.273667e+00	9.182321e+01
10	3.654921e+00	9.275317e+00	9.185781e+01
11	3.651591e+00	9.276161e+00	9.187505e+01
12	3.655075e+00	9.275256e+00	9.185689e+01
13	3.658562e+00	9.274352e+00	9.183878e+01
14	3.662052e+00	9.273449e+00	9.182071e+01
15	3.665544e+00	9.272547e+00	9.180268e+01
16	3.669039e+00	9.271645e+00	9.178470e+01
17	3.672536e+00	9.270745e+00	9.176676e+01
18	3.676036e+00	9.269846e+00	9.174887e+01
19	3.679539e+00	9.268949e+00	9.173102e+01
20	3.683044e+00	9.268053e+00	9.171322e+01
21	3.686552e+00	9.267159e+00	9.169547e+01
22	3.690063e+00	9.266267e+00	9.167776e+01
23	3.693577e+00	9.265377e+00	9.166009e+01
24	3.697093e+00	9.264489e+00	9.164247e+01
25	3.700613e+00	9.263604e+00	9.162490e+01
26	3.704136e+00	9.262722e+00	9.160738e+01
27	3.707662e+00	9.261843e+00	9.158991e+01
28	3.711191e+00	9.260967e+00	9.157248e+01
29	3.714723e+00	9.260096e+00	9.155510e+01
30	3.718259e+00	9.259228e+00	9.153777e+01
31	3.721799e+00	9.258364e+00	9.152049e+01
32	3.725342e+00	9.257505e+00	9.150326e+01
33	3.728889e+00	9.256652e+00	9.148609e+01
34	3.732439e+00	9.255804e+00	9.146896e+01
35	3.735994e+00	9.254963e+00	9.145189e+01
36	3.739553e+00	9.254128e+00	9.143488e+01
37	3.743117e+00	9.253301e+00	9.141792e+01
38	3.746685e+00	9.252482e+00	9.140101e+01
39	3.750258e+00	9.251672e+00	9.138417e+01
40	3.753836e+00	9.250873e+00	9.136739e+01
41	3.757419e+00	9.250084e+00	9.135067e+01
42	3.761009e+00	9.249308e+00	9.133402e+01
43	3.764604e+00	9.248545e+00	9.131743e+01
44	3.768206e+00	9.247798e+00	9.130092e+01
45	3.771815e+00	9.247068e+00	9.128448e+01
46	3.775432e+00	9.246358e+00	9.126813e+01
47	3.779056e+00	9.245670e+00	9.125186e+01
48	3.782690e+00	9.245006e+00	9.123569e+01
49	3.786333e+00	9.244372e+00	9.121961e+01
50	3.789987e+00	9.243771e+00	9.120365e+01
51	3.793653e+00	9.243210e+00	9.118782e+01
52	3.797331e+00	9.242695e+00	9.117213e+01
53	3.801024e+00	9.242235e+00	9.115661e+01
54	3.804733e+00	9.241843e+00	9.114129e+01
55	3.808460e+00	9.241534e+00	9.112621e+01
56	3.812207e+00	9.241330e+00	9.111144e+01
57	3.815973e+00	9.241263e+00	9.109706e+01
58	3.819759e+00	9.241376e+00	9.108323e+01
59	3.823557e+00	9.241739e+00	9.107017e+01
60	3.827343e+00	9.242454e+00	9.105830e+01
61	3.831054e+00	9.243676e+00	9.104833e+01
62	3.834531e+00	9.245598e+00	9.104145e+01
63	3.837492e+00	9.248325e+00	9.103901e+01
64	3.839749e+00	9.251660e+00	9.104106e+01
65	3.841509e+00	9.255257e+00	9.104577e+01
66	3.845269e+00	9.262137e+00	9.105333e+01
67	3.847690e+00	9.269500e+00	9.106731e+01
68	3.846061e+00	9.265985e+00	9.106238e+01
69	3.845593e+00	9.264240e+00	9.105867e+01
70	3.845448e+00	9.263478e+00	9.105683e+01
71	3.845719e+00	9.264812e+00	9.105999e+01
72	3.846057e+00	9.266137e+00	9.106286e+01
73	3.846717e+00	9.268192e+00	9.106682e+01
74	3.846446e+00	9.267453e+00	9.106552e+01
75	3.847164e+00	9.269494e+00	9.106922e+01
76	3.846871e+00	9.268761e+00	9.106802e+01
77	3.847630e+00	9.270790e+00	9.107154e+01
78	3.847322e+00	9.270062e+00	9.107041e+01
79	3.847221e+00	9.269800e+00	9.106996e+01
80	3.847192e+00	9.269722e+00	9.106983e+01
