RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.616874e+00	9.984536e+00	8.544465e+01
2	3.651047e+00	9.953191e+00	8.633069e+01
3	3.720639e+00	9.888457e+00	8.809045e+01
4	3.973333e+00	9.607646e+00	8.940543e+01
5	4.086195e+00	9.135634e+00	8.962369e+01
6	3.871711e+00	8.936208e+00	8.981775e+01
7	3.789837e+00	8.846626e+00	8.992387e+01
8	3.745318e+00	8.812212e+00	8.999295e+01
9	3.725248e+00	8.803130e+00	9.004208e+01
10	3.717411e+00	8.805900e+00	9.008105e+01
11	3.715680e+00	8.814246e+00	9.011462e+01
12	3.716941e+00	8.825144e+00	9.014510e+01
13	3.719649e+00	8.837143e+00	9.017368e+01
14	3.723031e+00	8.849524e+00	9.020093e+01
15	3.726700e+00	8.861934e+00	9.022717e+01
16	3.730464e+00	8.874201e+00	9.025256e+01
17	3.734227e+00	8.886242e+00	9.027720e+01
18	3.737940e+00	8.898019e+00	9.030114e+01
19	3.741583e+00	8.909516e+00	9.032442e+01
20	3.745143e+00	8.920731e+00	9.034707e+01
21	3.748617e+00	8.931666e+00	9.036912e+01
22	3.752005e+00	8.942325e+00	9.039057e+01
23	3.755307e+00	8.952714e+00	9.041147e+01
24	3.758525e+00	8.962840e+00	9.043181e+01
25	3.761661e+00	8.972710e+00	9.045161e+01
26	3.764717e+00	8.982331e+00	9.047090e+01
27	3.767694e+00	8.991709e+00	9.048969e+01
28	3.770596e+00	9.000851e+00	9.050798e+01
29	3.773423e+00	9.009763e+00	9.052580e+01
30	3.776179e+00	9.018452e+00	9.054317e+01
31	3.778865e+00	9.026923e+00	9.056008e+01
32	3.781483e+00	9.035183e+00	9.057656e+01
33	3.784035e+00	9.043237e+00	9.059262e+01
34	3.786523e+00	9.051090e+00	9.060826e+01
35	3.788948e+00	9.058749e+00	9.062351e+01
36	3.791312e+00	9.066217e+00	9.063837e+01
37	3.793617e+00	9.073500e+00	9.065285e+01
38	3.795865e+00	9.080603e+00	9.066696e+01
39	3.798056e+00	9.087531e+00	9.068072e+01
40	3.800193e+00	9.094288e+00	9.069413e+01
41	3.802277e+00	9.100879e+00	9.070720e+01
42	3.804309e+00	9.107307e+00	9.071994e+01
43	3.806291e+00	9.113578e+00	9.073236e+01
44	3.808223e+00	9.119695e+00	9.074448e+01
45	3.810108e+00	9.125663e+00	9.075629e+01
46	3.811946e+00	9.131484e+00	9.076780e+01
47	3.813740e+00	9.137164e+00	9.077903e+01
48	3.815489e+00	9.142705e+00	9.078997e+01
49	3.817195e+00	9.148111e+00	9.080065e+01
50	3.818859e+00	9.153385e+00	9.081106e+01
51	3.820482e+00	9.158531e+00	9.082122e+01
52	3.822066e+00	9.163553e+00	9.083112e+01
53	3.823611e+00	9.168452e+00	9.084078e+01
54	3.825119e+00	9.173233e+00	9.085020e+01
55	3.826589e+00	9.177898e+00	9.085939e+01
56	3.828024e+00	9.182451e+00	9.086835e+01
57	3.829424e+00	9.186893e+00	9.087709e+01
58	3.830790e+00	9.191229e+00	9.088562e+01
59	3.832123e+00	9.195459e+00	9.089394e+01
60	3.833423e+00	9.199588e+00	9.090206e+01
61	3.834693e+00	9.203618e+00	9.090998e+01
62	3.834693e+00	9.203618e+00	9.090998e+01
63	3.834693e+00	9.203618e+00	9.090998e+01
64	3.834693e+00	9.203618e+00	9.090998e+01
65	3.834693e+00	9.203618e+00	9.090998e+01
66	3.834693e+00	9.203618e+00	9.090998e+01
67	3.834693e+00	9.203618e+00	9.090998e+01
68	3.834693e+00	9.203618e+00	9.090998e+01
69	3.834693e+00	9.203618e+00	9.090998e+01
70	3.834693e+00	9.203618e+00	9.090998e+01
71	3.834693e+00	9.203618e+00	9.090998e+01
72	3.834692e+00	9.203618e+00	9.090998e+01
73	3.833495e+00	9.202113e+00	9.090969e+01
74	3.832834e+00	9.200908e+00	9.090839e+01
75	3.832847e+00	9.200479e+00	9.090702e+01
76	3.832885e+00	9.200365e+00	9.090653e+01
77	3.832897e+00	9.200335e+00	9.090639e+01
78	3.832900e+00	9.200328e+00	9.090636e+01
79	3.832901e+00	9.200326e+00	9.090635e+01
80	3.832901e+00	9.200326e+00	9.090635e+01
