RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.616874e+00	9.984536e+00	8.544465e+01
2	3.651047e+00	9.953191e+00	8.633069e+01
3	3.720639e+00	9.888457e+00	8.809045e+01
4	3.858656e+00	9.746101e+00	9.156445e+01
5	4.500000e+00	9.576693e+00	9.035670e+01
6	4.231467e+00	9.614349e+00	9.095989e+01
7	4.029651e+00	9.642381e+00	9.158473e+01
8	3.843743e+00	9.590016e+00	9.210406e+01
9	4.027068e+00	9.562059e+00	9.135496e+01
10	3.931867e+00	9.568101e+00	9.168516e+01
11	4.023752e+00	9.553911e+00	9.131679e+01
12	3.974797e+00	9.552982e+00	9.147792e+01
13	3.928713e+00	9.537586e+00	9.159633e+01
14	3.972389e+00	9.523494e+00	9.139764e+01
15	3.948973e+00	9.527359e+00	9.149101e+01
16	3.933351e+00	9.507819e+00	9.148755e+01
17	3.951286e+00	9.493962e+00	9.138156e+01
18	3.940610e+00	9.499059e+00	9.143479e+01
19	3.936710e+00	9.503147e+00	9.146117e+01
20	3.937076e+00	9.497140e+00	9.144158e+01
21	3.934642e+00	9.491364e+00	9.143278e+01
22	3.928326e+00	9.480577e+00	9.142274e+01
23	3.915759e+00	9.459037e+00	9.140256e+01
24	3.937143e+00	9.450897e+00	9.130134e+01
25	3.924585e+00	9.451918e+00	9.134902e+01
26	3.919709e+00	9.454891e+00	9.137559e+01
27	3.917894e+00	9.448940e+00	9.136396e+01
28	3.910447e+00	9.438859e+00	9.136015e+01
29	3.919101e+00	9.431534e+00	9.130658e+01
30	3.913879e+00	9.434250e+00	9.133363e+01
31	3.912081e+00	9.436359e+00	9.134657e+01
32	3.911920e+00	9.433209e+00	9.133752e+01
33	3.908632e+00	9.427820e+00	9.133295e+01
34	3.907783e+00	9.421743e+00	9.131743e+01
35	3.903695e+00	9.416910e+00	9.131746e+01
36	3.906036e+00	9.411578e+00	9.129265e+01
37	3.904824e+00	9.414103e+00	9.130476e+01
38	3.902855e+00	9.411480e+00	9.130387e+01
39	3.902080e+00	9.408364e+00	9.129713e+01
40	3.898173e+00	9.403385e+00	9.129606e+01
41	3.902715e+00	9.399910e+00	9.126894e+01
42	3.900076e+00	9.401103e+00	9.128215e+01
43	3.899166e+00	9.402025e+00	9.128828e+01
44	3.898939e+00	9.400244e+00	9.128363e+01
45	3.897162e+00	9.397492e+00	9.128165e+01
46	3.896988e+00	9.394343e+00	9.127262e+01
47	3.894611e+00	9.392087e+00	9.127434e+01
48	3.896426e+00	9.389730e+00	9.126050e+01
49	3.895483e+00	9.390638e+00	9.126672e+01
50	3.894207e+00	9.389292e+00	9.126722e+01
51	3.894027e+00	9.387510e+00	9.126240e+01
52	3.892891e+00	9.386045e+00	9.126204e+01
53	3.892906e+00	9.384273e+00	9.125654e+01
54	3.891536e+00	9.383028e+00	9.125770e+01
55	3.892372e+00	9.381555e+00	9.125013e+01
56	3.892056e+00	9.381988e+00	9.125261e+01
57	3.891080e+00	9.381184e+00	9.125369e+01
58	3.891146e+00	9.379980e+00	9.124975e+01
59	3.890205e+00	9.379133e+00	9.125057e+01
60	3.890648e+00	9.378052e+00	9.124563e+01
61	3.889533e+00	9.377494e+00	9.124798e+01
62	3.890244e+00	9.376591e+00	9.124261e+01
63	3.889073e+00	9.376213e+00	9.124571e+01
64	3.889877e+00	9.375396e+00	9.124027e+01
65	3.888687e+00	9.375129e+00	9.124379e+01
66	3.889590e+00	9.374423e+00	9.123833e+01
67	3.889378e+00	9.374449e+00	9.123918e+01
68	3.888373e+00	9.374216e+00	9.124212e+01
69	3.889129e+00	9.373610e+00	9.123750e+01
70	3.888117e+00	9.373453e+00	9.124071e+01
71	3.888939e+00	9.372937e+00	9.123612e+01
72	3.888872e+00	9.372927e+00	9.123634e+01
73	3.887909e+00	9.372818e+00	9.123951e+01
74	3.888727e+00	9.372384e+00	9.123520e+01
75	3.888705e+00	9.372374e+00	9.123525e+01
76	3.887756e+00	9.372310e+00	9.123851e+01
77	3.887479e+00	9.371364e+00	9.123661e+01
78	3.886761e+00	9.370642e+00	9.123700e+01
79	3.886774e+00	9.370649e+00	9.123697e+01
80	3.886778e+00	9.370650e+00	9.123697e+01
