RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.633776e+00	9.968669e+00	8.588761e+01
2	3.702690e+00	9.904022e+00	8.765035e+01
3	3.840296e+00	9.762388e+00	9.112894e+01
4	4.500000e+00	9.480701e+00	9.015588e+01
5	4.183725e+00	9.558198e+00	9.093816e+01
6	3.981656e+00	9.633880e+00	9.172089e+01
7	3.879054e+00	9.730990e+00	9.199571e+01
8	4.062535e+00	9.665551e+00	9.154257e+01
9	3.968081e+00	9.686234e+00	9.191076e+01
10	3.919645e+00	9.705878e+00	9.214498e+01
11	3.889021e+00	9.723421e+00	9.221236e+01
12	3.933302e+00	9.703839e+00	9.208714e+01
13	3.911328e+00	9.712221e+00	9.219511e+01
14	3.899120e+00	9.717601e+00	9.225862e+01
15	3.909481e+00	9.713071e+00	9.220442e+01
16	3.919797e+00	9.708415e+00	9.215042e+01
17	3.930051e+00	9.703606e+00	9.209659e+01
18	3.940223e+00	9.698609e+00	9.204292e+01
19	3.950282e+00	9.693377e+00	9.198936e+01
20	3.960178e+00	9.687834e+00	9.193587e+01
21	3.969822e+00	9.681864e+00	9.188239e+01
22	3.979047e+00	9.675266e+00	9.182891e+01
23	3.987477e+00	9.667663e+00	9.177563e+01
24	3.994027e+00	9.658296e+00	9.172405e+01
25	3.995381e+00	9.646496e+00	9.168381e+01
26	3.991163e+00	9.634857e+00	9.166388e+01
27	3.978696e+00	9.613260e+00	9.164344e+01
28	3.986551e+00	9.623338e+00	9.164572e+01
29	3.981940e+00	9.611819e+00	9.162753e+01
30	3.977328e+00	9.600301e+00	9.160932e+01
31	3.972716e+00	9.588783e+00	9.159110e+01
32	3.968105e+00	9.577266e+00	9.157286e+01
33	3.963493e+00	9.565748e+00	9.155459e+01
34	3.958882e+00	9.554231e+00	9.153631e+01
35	3.954271e+00	9.542715e+00	9.151801e+01
36	3.949659e+00	9.531198e+00	9.149968e+01
37	3.945048e+00	9.519682e+00	9.148134e+01
38	3.940437e+00	9.508166e+00	9.146298e+01
39	3.935825e+00	9.496651e+00	9.144460e+01
40	3.931214e+00	9.485136e+00	9.142620e+01
41	3.926603e+00	9.473621e+00	9.140778e+01
42	3.921992e+00	9.462106e+00	9.138933e+01
43	3.917380e+00	9.450592e+00	9.137087e+01
44	3.912769e+00	9.439078e+00	9.135239e+01
45	3.908157e+00	9.427565e+00	9.133389e+01
46	3.903550e+00	9.416050e+00	9.131535e+01
47	3.898913e+00	9.404545e+00	9.129693e+01
48	3.905230e+00	9.410412e+00	9.129200e+01
49	3.904497e+00	9.413159e+00	9.130306e+01
50	3.904094e+00	9.414419e+00	9.130838e+01
51	3.903924e+00	9.414935e+00	9.131058e+01
52	3.903948e+00	9.413724e+00	9.130678e+01
53	3.903693e+00	9.412513e+00	9.130400e+01
54	3.903307e+00	9.411325e+00	9.130176e+01
55	3.902870e+00	9.410151e+00	9.129974e+01
56	3.902414e+00	9.408982e+00	9.129782e+01
57	3.901951e+00	9.407816e+00	9.129592e+01
58	3.901485e+00	9.406651e+00	9.129404e+01
59	3.901019e+00	9.405486e+00	9.129216e+01
60	3.900552e+00	9.404320e+00	9.129028e+01
61	3.900085e+00	9.403155e+00	9.128841e+01
62	3.900175e+00	9.403329e+00	9.128862e+01
63	3.899786e+00	9.402342e+00	9.128700e+01
64	3.899393e+00	9.401356e+00	9.128540e+01
65	3.899418e+00	9.401404e+00	9.128546e+01
66	3.899424e+00	9.401417e+00	9.128548e+01
67	3.899426e+00	9.401420e+00	9.128548e+01
68	3.899426e+00	9.401421e+00	9.128548e+01
69	3.899426e+00	9.401421e+00	9.128548e+01
70	3.899426e+00	9.401421e+00	9.128548e+01
71	3.899426e+00	9.401421e+00	9.128548e+01
72	3.899426e+00	9.401421e+00	9.128548e+01
73	3.899426e+00	9.401421e+00	9.128548e+01
74	3.899426e+00	9.401421e+00	9.128548e+01
75	3.899426e+00	9.401421e+00	9.128548e+01
76	3.899426e+00	9.401421e+00	9.128548e+01
77	3.899426e+00	9.401421e+00	9.128548e+01
78	3.899426e+00	9.401421e+00	9.128548e+01
79	3.899426e+00	9.401421e+00	9.128548e+01
80	3.899426e+00	9.401421e+00	9.128548e+01
