RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.762916e+00	9.819845e+00	8.937039e+01
2	3.228560e+00	9.091958e+00	9.366743e+01
3	4.174471e+00	9.072773e+00	9.042882e+01
4	3.670625e+00	9.053208e+00	9.136357e+01
5	4.133645e+00	9.186483e+00	9.002747e+01
6	3.670935e+00	9.239409e+00	9.184680e+01
7	4.144846e+00	9.279491e+00	9.030397e+01
8	3.899249e+00	9.235545e+00	9.082900e+01
9	3.665012e+00	9.224842e+00	9.169617e+01
10	3.783533e+00	9.252743e+00	9.126948e+01
11	3.901266e+00	9.259077e+00	9.085416e+01
12	3.785524e+00	9.269560e+00	9.131459e+01
13	3.845014e+00	9.272700e+00	9.109024e+01
14	3.899194e+00	9.301965e+00	9.098284e+01
15	3.871716e+00	9.288089e+00	9.103755e+01
16	3.843865e+00	9.295018e+00	9.116160e+01
17	3.858498e+00	9.293448e+00	9.110213e+01
18	3.864980e+00	9.307563e+00	9.112190e+01
19	3.885124e+00	9.331475e+00	9.112249e+01
20	3.852313e+00	9.313920e+00	9.118843e+01
21	3.861215e+00	9.313659e+00	9.115461e+01
22	3.868311e+00	9.316636e+00	9.113781e+01
23	3.863901e+00	9.322237e+00	9.117131e+01
24	3.871205e+00	9.324393e+00	9.115121e+01
25	3.865971e+00	9.329194e+00	9.118524e+01
26	3.869130e+00	9.327409e+00	9.116809e+01
27	3.872228e+00	9.329966e+00	9.116465e+01
28	3.871895e+00	9.333769e+00	9.117762e+01
29	3.874970e+00	9.336358e+00	9.117437e+01
30	3.873372e+00	9.339690e+00	9.119050e+01
31	3.876958e+00	9.341351e+00	9.118252e+01
32	3.874677e+00	9.344201e+00	9.119965e+01
33	3.878407e+00	9.345356e+00	9.118958e+01
34	3.875798e+00	9.347893e+00	9.120695e+01
35	3.877288e+00	9.347006e+00	9.119875e+01
36	3.879022e+00	9.348332e+00	9.119651e+01
37	3.878729e+00	9.350377e+00	9.120388e+01
38	3.880473e+00	9.351690e+00	9.120157e+01
39	3.879462e+00	9.353417e+00	9.121058e+01
40	3.881441e+00	9.354243e+00	9.120590e+01
41	3.880182e+00	9.355779e+00	9.121523e+01
42	3.882219e+00	9.356368e+00	9.120961e+01
43	3.880761e+00	9.357708e+00	9.121906e+01
44	3.881462e+00	9.357385e+00	9.121550e+01
45	3.882678e+00	9.358030e+00	9.121306e+01
46	3.882113e+00	9.359179e+00	9.121866e+01
47	3.883371e+00	9.359710e+00	9.121570e+01
48	3.882512e+00	9.360635e+00	9.122169e+01
49	3.883813e+00	9.360992e+00	9.121804e+01
50	3.882874e+00	9.361834e+00	9.122406e+01
51	3.883154e+00	9.361753e+00	9.122279e+01
52	3.884181e+00	9.362085e+00	9.122007e+01
53	3.883481e+00	9.362806e+00	9.122484e+01
54	3.884524e+00	9.363041e+00	9.122176e+01
55	3.883733e+00	9.363660e+00	9.122655e+01
56	3.883826e+00	9.363654e+00	9.122619e+01
57	3.884795e+00	9.363834e+00	9.122321e+01
58	3.884032e+00	9.364366e+00	9.122763e+01
59	3.884058e+00	9.364368e+00	9.122754e+01
60	3.885009e+00	9.364489e+00	9.122445e+01
61	3.884216e+00	9.364939e+00	9.122873e+01
62	3.884223e+00	9.364940e+00	9.122871e+01
63	3.884225e+00	9.364941e+00	9.122870e+01
64	3.884225e+00	9.364941e+00	9.122870e+01
65	3.884225e+00	9.364941e+00	9.122870e+01
66	3.884225e+00	9.364941e+00	9.122870e+01
67	3.884225e+00	9.364941e+00	9.122870e+01
68	3.884225e+00	9.364941e+00	9.122870e+01
69	3.884225e+00	9.364941e+00	9.122870e+01
70	3.884225e+00	9.364941e+00	9.122870e+01
71	3.884225e+00	9.364941e+00	9.122870e+01
72	3.884225e+00	9.364941e+00	9.122870e+01
73	3.884225e+00	9.364941e+00	9.122870e+01
74	3.884225e+00	9.364941e+00	9.122870e+01
75	3.884225e+00	9.364941e+00	9.122870e+01
76	3.884225e+00	9.364941e+00	9.122870e+01
77	3.884225e+00	9.364941e+00	9.122870e+01
78	3.884225e+00	9.364941e+00	9.122870e+01
79	3.884225e+00	9.364941e+00	9.122870e+01
80	3.884225e+00	9.364941e+00	9.122870e+01
