RTO_iter	u1	u2
0	1.500000e+00	-1.500000e+00
1	5.368340e-01	-1.231093e+00
2	1.422997e+00	-7.677196e-01
3	7.992347e-01	-8.054803e-01
4	3.199709e-01	-6.629805e-01
5	7.523719e-01	-4.119240e-01
6	3.598598e-01	-4.161832e-01
7	8.392414e-01	-2.740801e-01
8	5.524229e-01	-2.567485e-01
9	4.497743e-01	-3.293479e-01
10	3.995481e-01	-3.679018e-01
11	3.511370e-01	-4.074319e-01
12	3.995481e-01	-3.679018e-01
13	3.751856e-01	-3.874760e-01
14	3.511370e-01	-4.074319e-01
15	3.631206e-01	-3.974051e-01
16	3.751854e-01	-3.874762e-01
17	3.691433e-01	-3.924284e-01
18	3.571185e-01	-4.024060e-01
19	3.631204e-01	-3.974053e-01
20	3.661287e-01	-3.949143e-01
21	3.676340e-01	-3.936718e-01
22	3.661259e-01	-3.949166e-01
23	3.668767e-01	-3.942965e-01
24	3.672496e-01	-3.939888e-01
25	3.674305e-01	-3.938396e-01
26	3.675122e-01	-3.937721e-01
27	3.673904e-01	-3.938726e-01
28	3.672686e-01	-3.939731e-01
29	3.671467e-01	-3.940737e-01
30	3.670246e-01	-3.941744e-01
