RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-2.280162e-01	3.895348e-01
2	-1.468604e-01	-6.071667e-01
3	-1.874383e-01	-1.088160e-01
4	1.972186e-01	2.106196e-01
5	4.890138e-03	5.090184e-02
6	-1.293984e-01	-1.599692e-01
7	-6.225413e-02	-5.453371e-02
8	-2.868202e-02	-1.815983e-03
9	3.094253e-02	1.692357e-02
10	1.130366e-03	7.553827e-03
11	-1.872426e-02	-1.657843e-02
12	-8.797083e-03	-4.512463e-03
13	-3.833648e-03	1.520330e-03
14	-8.404075e-03	-4.816495e-03
15	-6.119396e-03	-1.648822e-03
16	-4.977615e-03	-6.576190e-05
17	-4.407840e-03	7.242228e-04
18	-4.125148e-03	1.116170e-03
19	-3.987919e-03	1.306436e-03
20	-3.925896e-03	1.392430e-03
21	-3.902119e-03	1.425396e-03
22	-3.894748e-03	1.435617e-03
23	-3.892800e-03	1.438317e-03
24	-3.892293e-03	1.439020e-03
25	-3.892166e-03	1.439197e-03
26	-3.892134e-03	1.439241e-03
27	-3.892126e-03	1.439252e-03
28	-3.892124e-03	1.439255e-03
29	-3.892123e-03	1.439255e-03
30	-3.892123e-03	1.439256e-03
