RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.821053e+02	1.198176e-01	3.697167e-01	2.829633e-01	1.099652e-01	9.454946e-02
3	-1.878467e+02	1.059977e-01	3.760779e-01	2.873914e-01	1.100675e-01	1.008846e-01
4	-1.900181e+02	9.697281e-02	3.843849e-01	2.883190e-01	1.098385e-01	1.029630e-01
5	-1.909687e+02	8.643219e-02	3.904184e-01	2.907471e-01	1.093963e-01	1.079316e-01
6	-1.908481e+02	9.110143e-02	3.860039e-01	2.904387e-01	1.096553e-01	1.066920e-01
7	-1.868980e+02	1.081590e-01	3.589806e-01	2.934941e-01	1.102508e-01	1.094887e-01
8	-1.890716e+02	1.013221e-01	3.810896e-01	2.875875e-01	1.099552e-01	1.015156e-01
9	-1.892859e+02	1.009188e-01	3.724884e-01	2.914211e-01	1.100777e-01	1.068985e-01
10	-1.907897e+02	8.456889e-02	3.972270e-01	2.887301e-01	1.091963e-01	1.055061e-01
11	-1.901452e+02	7.908594e-02	4.014981e-01	2.893925e-01	1.088068e-01	1.076684e-01
12	-1.906511e+02	8.997870e-02	3.796276e-01	2.936135e-01	1.096631e-01	1.114309e-01
13	-1.906389e+02	8.983382e-02	3.795188e-01	2.937246e-01	1.096563e-01	1.116178e-01
14	-1.905655e+02	9.090168e-02	3.782391e-01	2.937634e-01	1.097129e-01	1.115063e-01
15	-1.909754e+02	8.710853e-02	3.891511e-01	2.909686e-01	1.094454e-01	1.081167e-01
16	-1.907066e+02	8.248447e-02	3.957394e-01	2.903022e-01	1.091098e-01	1.081237e-01
17	-1.899215e+02	7.799944e-02	4.023926e-01	2.894935e-01	1.087175e-01	1.080879e-01
18	-1.898503e+02	9.661068e-02	3.717800e-01	2.937727e-01	1.099657e-01	1.107619e-01
19	-1.904676e+02	8.459678e-02	4.019295e-01	2.867137e-01	1.090942e-01	1.027881e-01
20	-1.897360e+02	7.769899e-02	4.056189e-01	2.882636e-01	1.086381e-01	1.064811e-01
