RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.819864e+02	1.099344e-01	3.974247e-01	2.759193e-01	1.091917e-01	8.630389e-02
3	-1.886590e+02	9.767939e-02	3.953717e-01	2.832268e-01	1.095488e-01	9.619377e-02
4	-1.903773e+02	9.224348e-02	3.933083e-01	2.867938e-01	1.095495e-01	1.015421e-01
5	-1.909783e+02	8.722287e-02	3.893394e-01	2.908373e-01	1.094485e-01	1.079104e-01
6	-1.909659e+02	8.825298e-02	3.900660e-01	2.900572e-01	1.094847e-01	1.066317e-01
7	-1.908861e+02	9.019803e-02	3.886948e-01	2.897287e-01	1.095826e-01	1.058455e-01
8	-1.907337e+02	9.046599e-02	3.920645e-01	2.881742e-01	1.095301e-01	1.036709e-01
9	-1.909530e+02	8.893604e-02	3.890933e-01	2.901497e-01	1.095276e-01	1.066417e-01
10	-1.909032e+02	8.563408e-02	3.886616e-01	2.918439e-01	1.093747e-01	1.096416e-01
11	-1.907572e+02	8.435869e-02	3.880002e-01	2.926913e-01	1.093062e-01	1.111184e-01
12	-1.908822e+02	8.616629e-02	3.869638e-01	2.923095e-01	1.094194e-01	1.102063e-01
13	-1.907454e+02	8.551798e-02	3.854040e-01	2.932472e-01	1.093928e-01	1.116924e-01
14	-1.907087e+02	8.544332e-02	3.849625e-01	2.934629e-01	1.093906e-01	1.120226e-01
15	-1.908152e+02	8.534002e-02	3.870052e-01	2.926645e-01	1.093721e-01	1.108803e-01
16	-1.907573e+02	8.469114e-02	3.872275e-01	2.928629e-01	1.093319e-01	1.112987e-01
17	-1.906892e+02	8.403921e-02	3.874835e-01	2.930475e-01	1.092897e-01	1.117020e-01
18	-1.909741e+02	8.769767e-02	3.883037e-01	2.910532e-01	1.094838e-01	1.081284e-01
19	-1.909739e+02	8.683360e-02	3.909687e-01	2.903322e-01	1.094081e-01	1.072739e-01
20	-1.908558e+02	8.484336e-02	3.891872e-01	2.919815e-01	1.093252e-01	1.099966e-01
