RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.341590e+00	8.371314e+01
2	4.527967e+00	8.685670e+01
3	4.680264e+00	8.833466e+01
4	4.972868e+00	9.243504e+01
5	4.711522e+00	8.817579e+01
6	4.313204e+00	8.498701e+01
7	4.466272e+00	8.577691e+01
8	4.480051e+00	8.700691e+01
9	5.075917e+00	9.316966e+01
10	5.104260e+00	9.262035e+01
11	4.678645e+00	8.827195e+01
12	4.666690e+00	8.920670e+01
13	4.622855e+00	8.882216e+01
14	4.763395e+00	8.959763e+01
15	4.940864e+00	9.130161e+01
16	5.088578e+00	9.250348e+01
17	4.544275e+00	8.656174e+01
18	4.974541e+00	9.050365e+01
19	5.223505e+00	9.381615e+01
20	5.085477e+00	9.161053e+01
