RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.544619e+02	1.419976e-01	3.949770e-01	2.585355e-01	1.066784e-01	6.776805e-02
3	-1.574666e+02	1.374945e-01	3.981670e-01	2.597236e-01	1.069215e-01	6.882088e-02
4	-1.601553e+02	1.334749e-01	4.008911e-01	2.608277e-01	1.071306e-01	6.984991e-02
5	-1.625637e+02	1.298751e-01	4.032199e-01	2.618558e-01	1.073111e-01	7.085058e-02
6	-1.647233e+02	1.266420e-01	4.052121e-01	2.628145e-01	1.074674e-01	7.181959e-02
7	-1.666618e+02	1.237308e-01	4.069168e-01	2.637096e-01	1.076032e-01	7.275458e-02
8	-1.684034e+02	1.211035e-01	4.083752e-01	2.645459e-01	1.077216e-01	7.365399e-02
9	-1.699696e+02	1.187276e-01	4.096223e-01	2.653281e-01	1.078251e-01	7.451688e-02
10	-1.713795e+02	1.165750e-01	4.106876e-01	2.660600e-01	1.079157e-01	7.534281e-02
11	-1.726500e+02	1.146217e-01	4.115964e-01	2.667452e-01	1.079953e-01	7.613172e-02
12	-1.737959e+02	1.128464e-01	4.123702e-01	2.673869e-01	1.080655e-01	7.688388e-02
13	-1.748306e+02	1.112309e-01	4.130275e-01	2.679880e-01	1.081274e-01	7.759982e-02
14	-1.757659e+02	1.097589e-01	4.135843e-01	2.685513e-01	1.081822e-01	7.828025e-02
15	-1.766121e+02	1.084162e-01	4.140543e-01	2.690792e-01	1.082309e-01	7.892603e-02
16	-1.773787e+02	1.071902e-01	4.144493e-01	2.695739e-01	1.082742e-01	7.953815e-02
17	-1.780738e+02	1.060698e-01	4.147796e-01	2.700375e-01	1.083129e-01	8.011767e-02
18	-1.787048e+02	1.050449e-01	4.150541e-01	2.704720e-01	1.083474e-01	8.066573e-02
19	-1.792782e+02	1.041067e-01	4.152805e-01	2.708792e-01	1.083784e-01	8.118351e-02
20	-1.797997e+02	1.032473e-01	4.154656e-01	2.712607e-01	1.084063e-01	8.167220e-02
