RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.565969e+02	1.420317e-01	3.911662e-01	2.603686e-01	1.070134e-01	6.951274e-02
3	-1.612894e+02	1.375276e-01	3.910956e-01	2.631192e-01	1.075206e-01	7.211695e-02
4	-1.653057e+02	1.334795e-01	3.910200e-01	2.655609e-01	1.079373e-01	7.452949e-02
5	-1.687514e+02	1.298298e-01	3.909365e-01	2.677389e-01	1.082802e-01	7.676772e-02
6	-1.717141e+02	1.265300e-01	3.908436e-01	2.696903e-01	1.085627e-01	7.884717e-02
7	-1.742661e+02	1.235391e-01	3.907400e-01	2.714457e-01	1.087956e-01	8.078175e-02
8	-1.764683e+02	1.208220e-01	3.906254e-01	2.730310e-01	1.089875e-01	8.258386e-02
9	-1.783714e+02	1.183485e-01	3.904999e-01	2.744675e-01	1.091455e-01	8.426463e-02
10	-1.800183e+02	1.160924e-01	3.903639e-01	2.757736e-01	1.092755e-01	8.583398e-02
11	-1.814502e+02	1.139971e-01	3.902801e-01	2.769550e-01	1.093805e-01	8.729110e-02
12	-1.826980e+02	1.120398e-01	3.902555e-01	2.780237e-01	1.094642e-01	8.864288e-02
13	-1.837851e+02	1.102195e-01	3.902611e-01	2.789956e-01	1.095307e-01	8.990138e-02
14	-1.847324e+02	1.085299e-01	3.902811e-01	2.798829e-01	1.095828e-01	9.107590e-02
15	-1.855579e+02	1.069631e-01	3.903063e-01	2.806958e-01	1.096232e-01	9.217409e-02
16	-1.862775e+02	1.055106e-01	3.903307e-01	2.814427e-01	1.096539e-01	9.320249e-02
17	-1.869047e+02	1.041641e-01	3.903511e-01	2.821308e-01	1.096765e-01	9.416677e-02
18	-1.874514e+02	1.029156e-01	3.903652e-01	2.827662e-01	1.096925e-01	9.507190e-02
19	-1.879278e+02	1.017577e-01	3.903719e-01	2.833541e-01	1.097030e-01	9.592230e-02
20	-1.883431e+02	1.006832e-01	3.903708e-01	2.838992e-01	1.097090e-01	9.672192e-02
