RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.581122e+02	1.416175e-01	3.891594e-01	2.615899e-01	1.072316e-01	7.069011e-02
3	-1.639837e+02	1.365490e-01	3.875467e-01	2.653957e-01	1.078977e-01	7.440033e-02
4	-1.688837e+02	1.318506e-01	3.863225e-01	2.687304e-01	1.084227e-01	7.782759e-02
5	-1.729568e+02	1.275157e-01	3.854206e-01	2.716462e-01	1.088313e-01	8.097534e-02
6	-1.763276e+02	1.235354e-01	3.847829e-01	2.741901e-01	1.091449e-01	8.385042e-02
7	-1.791041e+02	1.198980e-01	3.843594e-01	2.764043e-01	1.093812e-01	8.646264e-02
8	-1.813802e+02	1.165891e-01	3.841072e-01	2.783273e-01	1.095556e-01	8.882422e-02
9	-1.832376e+02	1.135914e-01	3.839898e-01	2.799940e-01	1.096805e-01	9.094936e-02
10	-1.847467e+02	1.108860e-01	3.839771e-01	2.814359e-01	1.097667e-01	9.285367e-02
11	-1.859681e+02	1.084523e-01	3.840440e-01	2.826815e-01	1.098229e-01	9.455362e-02
12	-1.869534e+02	1.062694e-01	3.841699e-01	2.837562e-01	1.098561e-01	9.606604e-02
13	-1.877459e+02	1.043161e-01	3.843384e-01	2.846826e-01	1.098721e-01	9.740765e-02
14	-1.883819e+02	1.025716e-01	3.845362e-01	2.854805e-01	1.098754e-01	9.859469e-02
15	-1.888914e+02	1.010163e-01	3.847529e-01	2.861676e-01	1.098696e-01	9.964263e-02
16	-1.892990e+02	9.963132e-02	3.849803e-01	2.867589e-01	1.098574e-01	1.005660e-01
17	-1.896249e+02	9.839933e-02	3.852123e-01	2.872678e-01	1.098411e-01	1.013783e-01
18	-1.898854e+02	9.730429e-02	3.854439e-01	2.877057e-01	1.098222e-01	1.020919e-01
19	-1.900935e+02	9.633155e-02	3.856717e-01	2.880826e-01	1.098019e-01	1.027180e-01
20	-1.902600e+02	9.546783e-02	3.858932e-01	2.884069e-01	1.097812e-01	1.032668e-01
