RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.568604e+02	1.434165e-01	3.879859e-01	2.610666e-01	1.071247e-01	7.022578e-02
3	-1.616779e+02	1.399502e-01	3.854013e-01	2.643934e-01	1.077136e-01	7.344934e-02
4	-1.657314e+02	1.366618e-01	3.833742e-01	2.673024e-01	1.081889e-01	7.638697e-02
5	-1.691617e+02	1.335497e-01	3.818117e-01	2.698512e-01	1.085725e-01	7.905939e-02
6	-1.720800e+02	1.306105e-01	3.806347e-01	2.720890e-01	1.088818e-01	8.148797e-02
7	-1.745741e+02	1.278401e-01	3.797758e-01	2.740577e-01	1.091309e-01	8.369386e-02
8	-1.767146e+02	1.252330e-01	3.791782e-01	2.757932e-01	1.093308e-01	8.569736e-02
9	-1.785581e+02	1.227831e-01	3.787937e-01	2.773261e-01	1.094905e-01	8.751763e-02
10	-1.801507e+02	1.204836e-01	3.785821e-01	2.786829e-01	1.096173e-01	8.917244e-02
11	-1.815302e+02	1.183276e-01	3.785096e-01	2.798862e-01	1.097171e-01	9.067808e-02
12	-1.827278e+02	1.163077e-01	3.785482e-01	2.809554e-01	1.097946e-01	9.204942e-02
13	-1.837695e+02	1.144166e-01	3.786743e-01	2.819074e-01	1.098538e-01	9.329987e-02
14	-1.846769e+02	1.126470e-01	3.788687e-01	2.827568e-01	1.098979e-01	9.444155e-02
15	-1.854683e+02	1.109917e-01	3.791152e-01	2.835162e-01	1.099297e-01	9.548530e-02
16	-1.861595e+02	1.094439e-01	3.794007e-01	2.841964e-01	1.099512e-01	9.644083e-02
17	-1.867635e+02	1.079968e-01	3.797143e-01	2.848068e-01	1.099645e-01	9.731683e-02
18	-1.872918e+02	1.066441e-01	3.800472e-01	2.853559e-01	1.099709e-01	9.812103e-02
19	-1.877541e+02	1.053797e-01	3.803921e-01	2.858506e-01	1.099718e-01	9.886035e-02
20	-1.881589e+02	1.041979e-01	3.807432e-01	2.862972e-01	1.099683e-01	9.954096e-02
