RTO_iter	u1	u2
0	3.500000e+00	5.000000e-01
1	2.642910e+00	-1.516604e-02
2	1.747621e+00	-4.606529e-01
3	7.839259e-01	-7.276577e-01
4	1.401289e-03	-9.625661e-01
5	3.853190e-01	-4.258091e-01
6	7.789059e-01	-1.174435e-01
7	5.628361e-01	-2.497760e-01
8	4.574010e-01	-3.236857e-01
9	4.023641e-01	-3.656783e-01
10	3.538815e-01	-4.051206e-01
11	4.023641e-01	-3.656783e-01
12	3.779672e-01	-3.852096e-01
13	3.538815e-01	-4.051206e-01
14	3.658840e-01	-3.951165e-01
15	3.538814e-01	-4.051207e-01
16	3.598721e-01	-4.001066e-01
17	3.628749e-01	-3.976090e-01
18	3.643773e-01	-3.963632e-01
19	3.651277e-01	-3.957421e-01
20	3.655000e-01	-3.954340e-01
21	3.656808e-01	-3.952845e-01
22	3.657625e-01	-3.952170e-01
23	3.657939e-01	-3.951911e-01
24	3.658036e-01	-3.951830e-01
25	3.658062e-01	-3.951809e-01
26	3.658069e-01	-3.951803e-01
27	3.658070e-01	-3.951802e-01
28	3.658071e-01	-3.951801e-01
29	3.658071e-01	-3.951801e-01
30	3.658071e-01	-3.951801e-01
