RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	7.473888e-01	1.000000e+00	-1.250000e+01	-1.250000e+01	-2.250000e+00	-2.250000e+00	2.675000e+01	1.452000e+01	5.520000e+00	1.000000e+00	0.000000e+00	2.000000e+00
2	6.489361e-01	1.000000e+00	-6.985201e+00	4.476130e+00	-1.642680e+00	-1.673012e+00	1.393032e+01	1.057647e+01	2.602245e+00	-3.033208e-02	0.000000e+00	2.000000e+00
3	4.527315e-01	1.000000e+00	-3.266381e+00	3.567914e-02	-5.354200e-01	-1.456726e+00	5.727715e+00	6.549832e+00	-7.499042e-02	-9.213058e-01	1.110223e-14	2.000000e+00
4	-2.960433e-01	1.000000e+00	-1.144026e+00	-1.708329e+00	7.455598e-01	-7.097556e-01	1.717621e+00	2.428046e+00	-2.106705e+00	-1.455315e+00	-1.110223e-14	2.000000e+00
5	5.166357e-01	5.000000e-01	-9.265354e-01	-6.140371e-01	1.925132e+00	8.971593e-09						
6	-1.488734e+00	5.000000e-01	-3.297842e-01	-2.159045e-01	7.959944e-01	-5.562386e-02	4.954960e-01	1.135467e+00	-1.297918e+00	-8.516183e-01	0.000000e+00	2.000000e+00
7	-9.551461e-01	2.500000e-01	-6.204874e-01	-7.831970e-02	2.348871e-01	1.286604e-09						
8	-6.364086e-03	1.250000e-01	-3.791725e-01	8.941167e-02	4.995519e-01	2.279392e-09						
9	7.025811e-01	6.250000e-02	-3.139881e-01	1.308068e-01	6.473715e-01	2.803580e-09						
10	1.782858e-01	6.250000e-02	-2.956174e-01	1.411877e-01	7.313565e-01	3.057764e-09	4.440991e-01	1.263778e+00	-1.040349e+00	-7.313565e-01	0.000000e+00	2.000000e+00
11	-4.550881e-01	6.250000e-02	-2.893548e-01	1.345068e-01	8.102412e-01	2.619063e-09	4.353449e-01	1.030405e+00	-1.246601e+00	-8.102412e-01	0.000000e+00	2.000000e+00
12	1.800952e-01	3.125000e-02	-2.956174e-01	1.405154e-01	7.313565e-01	2.577400e-09						
13	-1.147785e-01	3.125000e-02	-2.912457e-01	1.440963e-01	7.704192e-01	2.522411e-09	4.368947e-01	1.146659e+00	-1.142871e+00	-7.704192e-01	0.000000e+00	2.000000e+00
14	1.785158e-01	1.562500e-02	-2.893548e-01	1.426775e-01	8.102413e-01	7.364138e-09						
15	-1.185626e+00	1.562500e-02	-2.899882e-01	1.443736e-01	7.902330e-01	2.658633e-09	4.354095e-01	1.088420e+00	-1.194582e+00	-7.902330e-01	0.000000e+00	2.000000e+00
16	-9.849403e-01	7.812500e-03	-2.893548e-01	1.449416e-01	8.102414e-01	2.773720e-09						
17	-8.361792e-01	3.906250e-03	-2.895932e-01	1.452339e-01	8.002131e-01	2.737483e-09						
18	-7.421422e-01	1.953125e-03	-2.897711e-01	1.453407e-01	7.952181e-01	2.719421e-09						
19	-6.888408e-01	9.765625e-04	-2.898747e-01	1.453843e-01	7.927265e-01	7.355465e-09						
20	-6.604916e-01	4.882812e-04	-2.899300e-01	1.454036e-01	7.914841e-01	2.705843e-09						
21	-6.462442e-01	2.441406e-04	-2.899583e-01	1.454125e-01	7.908680e-01	2.703648e-09						
22	-6.396945e-01	1.220703e-04	-2.899723e-01	1.454167e-01	7.905690e-01	2.702520e-09						
23	-6.371638e-01	6.103516e-05	-2.899787e-01	1.454186e-01	7.904339e-01	2.702029e-09						
24	-6.363766e-01	3.051758e-05	-2.899811e-01	1.454193e-01	7.903821e-01	2.701841e-09						
25	-6.361642e-01	1.525879e-05	-2.899819e-01	1.454195e-01	7.903661e-01	2.701782e-09						
26	-6.361100e-01	7.629395e-06	-2.899821e-01	1.454196e-01	7.903617e-01	2.701767e-09						
27	-6.360964e-01	3.814697e-06	-2.899821e-01	1.454196e-01	7.903606e-01	2.701763e-09						
28	-6.360930e-01	1.907349e-06	-2.899821e-01	1.454196e-01	7.903604e-01	2.701762e-09						
29	-6.360921e-01	9.536743e-07	-2.899821e-01	1.454196e-01	7.903603e-01	2.701762e-09						
30		4.768372e-07	-2.899821e-01	1.454196e-01	7.903603e-01	2.701762e-09						
