RTO_iter	cost	con	merit
1	1.330000e+00	1.910000e+00	1.088000e+01
2	9.022495e-02	7.000333e-01	3.590392e+00
3	7.357391e-01	8.093059e-02	1.140392e+00
4	2.270384e-01	3.209242e-01	1.831659e+00
5	1.403876e-01	1.165290e-01	7.230326e-01
6	2.935564e-01	1.763664e-01	1.175388e+00
7	1.443164e-01	6.543120e-02	4.714723e-01
8	1.620114e-01	3.685173e-02	3.462700e-01
9	1.507076e-01	4.814702e-02	3.914427e-01
10	1.399819e-01	1.624190e-02	2.211913e-01
11	1.628417e-01	1.529468e-02	2.393151e-01
12	1.486915e-01	5.137670e-03	1.743798e-01
13	1.446658e-01	2.357986e-03	1.564557e-01
14	1.490983e-01	4.016095e-03	1.691788e-01
15	1.459326e-01	1.356582e-03	1.527155e-01
16	1.453059e-01	4.811021e-04	1.477114e-01
17	1.459641e-01	1.267217e-03	1.523002e-01
18	1.453660e-01	5.061461e-04	1.478967e-01
19	1.453150e-01	2.654671e-04	1.466423e-01
20	1.454480e-01	2.697798e-04	1.467969e-01
21	1.453855e-01	1.838796e-04	1.463049e-01
22	1.454782e-01	1.828833e-04	1.463926e-01
23	1.454415e-01	1.376277e-04	1.461296e-01
24	1.454944e-01	1.362228e-04	1.461756e-01
25	1.454723e-01	1.202095e-04	1.460733e-01
26	1.455017e-01	1.158071e-04	1.460808e-01
27	1.454882e-01	1.139567e-04	1.460580e-01
28	1.455029e-01	1.138667e-04	1.460722e-01
29	1.454965e-01	1.120699e-04	1.460569e-01
30	1.455044e-01	1.120189e-04	1.460644e-01
