RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-1.753000e-01	-4.806966e-01
2	7.966684e-01	-2.455849e-01
3	2.363242e-02	-8.462716e-01
4	3.301320e-01	-4.254288e-01
5	8.070216e-01	-2.751746e-01
6	5.283708e-01	-2.731088e-01
7	4.270615e-01	-3.465006e-01
8	3.779701e-01	-3.852073e-01
9	3.301320e-01	-4.254288e-01
10	3.538843e-01	-4.051182e-01
11	3.658869e-01	-3.951141e-01
12	3.538845e-01	-4.051181e-01
13	3.598753e-01	-4.001039e-01
14	3.628781e-01	-3.976064e-01
15	3.643806e-01	-3.963605e-01
16	3.651309e-01	-3.957394e-01
17	3.655032e-01	-3.954314e-01
18	3.656840e-01	-3.952819e-01
19	3.657657e-01	-3.952143e-01
20	3.657971e-01	-3.951884e-01
21	3.658068e-01	-3.951804e-01
22	3.658094e-01	-3.951782e-01
23	3.658101e-01	-3.951777e-01
24	3.658102e-01	-3.951775e-01
25	3.658103e-01	-3.951775e-01
