RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
10	-1.909655e+02	7.567313e-02	8.861322e-02	3.691994e-01	3.889265e-01	3.039436e-01	2.903697e-01	1.023658e-01	1.095166e-01	1.488180e-01	1.070048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.294009e-02	4.849953e-03	2.702420e-04	1.972705e-02	8.876036e-03	-2.528688e-04	-1.357393e-02	-8.052164e-03	1.046221e-03	7.150778e-03	-4.277502e-03	9.859903e-04	-4.181323e-02	7.542588e-04	-1.388639e-03
11	-1.909655e+02	7.567312e-02	8.861320e-02	3.691994e-01	3.889265e-01	3.039436e-01	2.903697e-01	1.023658e-01	1.095166e-01	1.488181e-01	1.070048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.294009e-02	4.849952e-03	2.702419e-04	1.972705e-02	8.876034e-03	-2.528688e-04	-1.357393e-02	-8.052163e-03	1.046221e-03	7.150781e-03	-4.277502e-03	9.859902e-04	-4.181323e-02	7.542596e-04	-1.388638e-03
12	-1.909655e+02	7.567312e-02	8.861321e-02	3.691994e-01	3.889265e-01	3.039436e-01	2.903697e-01	1.023658e-01	1.095166e-01	1.488180e-01	1.070048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.294009e-02	4.849953e-03	2.702419e-04	1.972705e-02	8.876034e-03	-2.528688e-04	-1.357393e-02	-8.052164e-03	1.046221e-03	7.150780e-03	-4.277502e-03	9.859902e-04	-4.181323e-02	7.542594e-04	-1.388638e-03
13	-1.909655e+02	7.567312e-02	8.861321e-02	3.691994e-01	3.889265e-01	3.039436e-01	2.903697e-01	1.023658e-01	1.095166e-01	1.488181e-01	1.070048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.294009e-02	4.849953e-03	2.702419e-04	1.972705e-02	8.876034e-03	-2.528688e-04	-1.357393e-02	-8.052164e-03	1.046221e-03	7.150781e-03	-4.277502e-03	9.859902e-04	-4.181323e-02	7.542594e-04	-1.388638e-03
14	-1.909655e+02	7.567312e-02	8.861321e-02	3.691994e-01	3.889265e-01	3.039436e-01	2.903697e-01	1.023658e-01	1.095166e-01	1.488180e-01	1.070048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.294009e-02	4.849953e-03	2.702419e-04	1.972705e-02	8.876034e-03	-2.528688e-04	-1.357393e-02	-8.052164e-03	1.046221e-03	7.150781e-03	-4.277502e-03	9.859902e-04	-4.181323e-02	7.542594e-04	-1.388638e-03
15	-1.909655e+02	7.567312e-02	8.861321e-02	3.691994e-01	3.889265e-01	3.039436e-01	2.903697e-01	1.023658e-01	1.095166e-01	1.488180e-01	1.070048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.294009e-02	4.849953e-03	2.702419e-04	1.972705e-02	8.876034e-03	-2.528688e-04	-1.357393e-02	-8.052164e-03	1.046221e-03	7.150781e-03	-4.277502e-03	9.859902e-04	-4.181323e-02	7.542594e-04	-1.388638e-03
16	-1.909655e+02	7.567312e-02	8.861321e-02	3.691994e-01	3.889265e-01	3.039436e-01	2.903697e-01	1.023658e-01	1.095166e-01	1.488180e-01	1.070048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.294009e-02	4.849953e-03	2.702419e-04	1.972705e-02	8.876034e-03	-2.528688e-04	-1.357393e-02	-8.052164e-03	1.046221e-03	7.150781e-03	-4.277502e-03	9.859902e-04	-4.181323e-02	7.542594e-04	-1.388638e-03
17	-1.909655e+02	7.567312e-02	8.861321e-02	3.691994e-01	3.889265e-01	3.039436e-01	2.903697e-01	1.023658e-01	1.095166e-01	1.488180e-01	1.070048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.294009e-02	4.849953e-03	2.702419e-04	1.972705e-02	8.876034e-03	-2.528688e-04	-1.357393e-02	-8.052164e-03	1.046221e-03	7.150781e-03	-4.277502e-03	9.859902e-04	-4.181323e-02	7.542594e-04	-1.388638e-03
18	-1.909655e+02	7.567312e-02	8.861321e-02	3.691994e-01	3.889265e-01	3.039436e-01	2.903697e-01	1.023658e-01	1.095166e-01	1.488180e-01	1.070048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.294009e-02	4.849953e-03	2.702419e-04	1.972705e-02	8.876034e-03	-2.528688e-04	-1.357393e-02	-8.052164e-03	1.046221e-03	7.150781e-03	-4.277502e-03	9.859902e-04	-4.181323e-02	7.542594e-04	-1.388638e-03
19	-1.909655e+02	7.567312e-02	8.861321e-02	3.691994e-01	3.889265e-01	3.039436e-01	2.903697e-01	1.023658e-01	1.095166e-01	1.488180e-01	1.070048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.294009e-02	4.849953e-03	2.702419e-04	1.972705e-02	8.876034e-03	-2.528688e-04	-1.357393e-02	-8.052164e-03	1.046221e-03	7.150781e-03	-4.277502e-03	9.859902e-04	-4.181323e-02	7.542594e-04	-1.388638e-03
20	-1.909655e+02	7.567312e-02	8.861321e-02	3.691994e-01	3.889265e-01	3.039436e-01	2.903697e-01	1.023658e-01	1.095166e-01	1.488180e-01	1.070048e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.294009e-02	4.849953e-03	2.702419e-04	1.972705e-02	8.876034e-03	-2.528688e-04	-1.357393e-02	-8.052164e-03	1.046221e-03	7.150781e-03	-4.277502e-03	9.859902e-04	-4.181323e-02	7.542594e-04	-1.388638e-03
