RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.857598e+02	1.127183e-01	3.630316e-01	2.895312e-01	1.102457e-01	1.035595e-01
3	-1.903788e+02	9.428206e-02	3.879976e-01	2.880831e-01	1.097142e-01	1.029820e-01
4	-1.908994e+02	9.022601e-02	3.857920e-01	2.909364e-01	1.096245e-01	1.075313e-01
5	-1.909729e+02	8.801246e-02	3.881038e-01	2.909922e-01	1.095008e-01	1.079858e-01
6	-1.909672e+02	8.730866e-02	3.881743e-01	2.912856e-01	1.094667e-01	1.085284e-01
7	-1.909634e+02	8.698513e-02	3.884189e-01	2.913313e-01	1.094480e-01	1.086530e-01
8	-1.909607e+02	8.686652e-02	3.884612e-01	2.913678e-01	1.094416e-01	1.087268e-01
9	-1.909596e+02	8.681616e-02	3.884923e-01	2.913778e-01	1.094387e-01	1.087504e-01
10	-1.909591e+02	8.679665e-02	3.885012e-01	2.913829e-01	1.094377e-01	1.087614e-01
11	-1.909589e+02	8.678864e-02	3.885057e-01	2.913847e-01	1.094372e-01	1.087655e-01
12	-1.909589e+02	8.678547e-02	3.885073e-01	2.913855e-01	1.094370e-01	1.087672e-01
13	-1.909588e+02	8.678418e-02	3.885080e-01	2.913858e-01	1.094370e-01	1.087679e-01
14	-1.909588e+02	8.678367e-02	3.885082e-01	2.913859e-01	1.094369e-01	1.087681e-01
15	-1.909588e+02	8.678346e-02	3.885083e-01	2.913860e-01	1.094369e-01	1.087682e-01
16	-1.909588e+02	8.678338e-02	3.885084e-01	2.913860e-01	1.094369e-01	1.087683e-01
17	-1.909588e+02	8.678335e-02	3.885084e-01	2.913860e-01	1.094369e-01	1.087683e-01
18	-1.909588e+02	8.678333e-02	3.885084e-01	2.913860e-01	1.094369e-01	1.087683e-01
19	-1.909588e+02	8.678333e-02	3.885084e-01	2.913860e-01	1.094369e-01	1.087683e-01
20	-1.909588e+02	8.678332e-02	3.885084e-01	2.913860e-01	1.094369e-01	1.087683e-01
