RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	1.000000e+00	1.000000e+00	5.000000e+00	5.000000e+00	-2.000000e+00	-2.000000e+00	-2.000000e+00	-1.000000e+00	2.000000e+00	0.000000e+00	0.000000e+00	-1.980000e+00
2	1.500000e+00	2.000000e+00	2.000000e+00	1.000000e+00	-1.000000e+00	-1.000000e+00	-1.000000e+00	-1.000000e+00	1.000000e+00	3.346301e-11	0.000000e+00	-1.980000e+00
3	-1.000000e+00	4.000000e+00	5.000000e-01	5.000000e-01	2.500000e-01	-7.400000e-01	-2.500000e-01	-5.000000e-01	5.000000e-01	-5.000000e-01	5.551115e-15	2.000001e-02
4	-1.000000e+00	2.000000e+00	2.665612e-01	1.520011e-01	4.969031e-01	-2.776543e-10						
5	-1.000000e+00	1.000000e+00	2.665612e-01	1.520011e-01	4.969031e-01	1.717160e-10						
6	-1.000000e+00	5.000000e-01	2.665612e-01	1.520011e-01	4.969031e-01	1.699574e-10						
7	-1.000000e+00	2.500000e-01	2.665612e-01	1.520011e-01	4.969031e-01	4.457450e-10						
8	1.107369e+00	1.250000e-01	2.665612e-01	1.520011e-01	4.969031e-01	1.107273e-09						
9	-1.000000e+00	2.500000e-01	3.388483e-01	1.772366e-01	4.189642e-01	-7.926799e-02	-1.694241e-01	-4.116116e-01	4.116116e-01	-4.843750e-01	0.000000e+00	3.735535e-01
10	-1.000000e+00	1.250000e-01	2.899335e-01	1.461018e-01	4.776124e-01	2.232794e-09						
11	-1.000000e+00	6.250000e-02	2.899335e-01	1.461018e-01	4.776124e-01	2.396413e-09						
12	1.028365e+00	3.125000e-02	2.899335e-01	1.461018e-01	4.776124e-01	2.252957e-09						
13	-1.000000e+00	6.250000e-02	3.034430e-01	1.522098e-01	4.587641e-01	-1.735643e-02	-1.517215e-01	-3.895144e-01	3.895144e-01	-4.755859e-01	0.000000e+00	4.619423e-01
14	-1.000000e+00	3.125000e-02	2.891636e-01	1.451454e-01	4.809882e-01	2.326628e-09						
15	1.002484e+00	1.562500e-02	2.893248e-01	1.451507e-01	4.802846e-01	2.315677e-09						
16	-1.000000e+00	3.125000e-02	2.907676e-01	1.455059e-01	4.751284e-01	1.924787e-09	-1.452772e-01	-3.885241e-01	3.739206e-01	-4.751463e-01	0.000000e+00	4.659035e-01
17	-1.000000e+00	1.562500e-02	2.894383e-01	1.452705e-01	4.797000e-01	2.514998e-09						
18	-1.000000e+00	7.812500e-03	2.894438e-01	1.452706e-01	4.796783e-01	2.502219e-09						
19	-1.000000e+00	3.906250e-03	2.900538e-01	1.453244e-01	4.774186e-01	2.547135e-09						
20	-1.000000e+00	1.953125e-03	2.903934e-01	1.453911e-01	4.762820e-01	2.567676e-09						
21	-1.000000e+00	9.765625e-04	2.905715e-01	1.454344e-01	4.757130e-01	7.306949e-09						
22	-1.000000e+00	4.882812e-04	2.906625e-01	1.454585e-01	4.754288e-01	2.579007e-09						
23	-1.000000e+00	2.441406e-04	2.907082e-01	1.454710e-01	4.752877e-01	2.577092e-09						
24	-1.000000e+00	1.220703e-04	2.907305e-01	1.454773e-01	4.752192e-01	2.570667e-09						
25	-1.000000e+00	6.103516e-05	2.907406e-01	1.454801e-01	4.751881e-01	2.560363e-09						
26	-1.000000e+00	3.051758e-05	2.907445e-01	1.454812e-01	4.751762e-01	2.551150e-09						
27	-1.000000e+00	1.525879e-05	2.907457e-01	1.454816e-01	4.751725e-01	2.546778e-09						
28	-1.000000e+00	7.629395e-06	2.907460e-01	1.454817e-01	4.751715e-01	2.545406e-09						
29	-1.000000e+00	3.814697e-06	2.907461e-01	1.454817e-01	4.751713e-01	2.545040e-09						
30		1.907349e-06	2.907461e-01	1.454817e-01	4.751712e-01	2.544948e-09						
