RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.726173e+02	1.303882e-01	3.795689e-01	2.727067e-01	1.089599e-01	8.218022e-02
3	-1.810126e+02	1.201278e-01	3.754889e-01	2.802544e-01	1.097580e-01	9.110769e-02
4	-1.856600e+02	1.105525e-01	3.792607e-01	2.836816e-01	1.099344e-01	9.571909e-02
5	-1.891736e+02	9.993396e-02	3.854002e-01	2.864282e-01	1.098492e-01	1.000948e-01
6	-1.896887e+02	9.840500e-02	3.842009e-01	2.876976e-01	1.098631e-01	1.019571e-01
7	-1.879990e+02	1.058403e-01	3.675950e-01	2.910592e-01	1.101896e-01	1.060201e-01
8	-1.888513e+02	1.028254e-01	3.758255e-01	2.890832e-01	1.100626e-01	1.034368e-01
9	-1.892389e+02	1.013097e-01	3.741743e-01	2.905245e-01	1.100673e-01	1.055850e-01
10	-1.907645e+02	9.089686e-02	3.904472e-01	2.886578e-01	1.095756e-01	1.042598e-01
11	-1.907616e+02	8.497418e-02	3.978268e-01	2.882894e-01	1.092034e-01	1.048239e-01
12	-1.909267e+02	8.917816e-02	3.856192e-01	2.914943e-01	1.095820e-01	1.084954e-01
13	-1.907575e+02	8.954539e-02	3.813997e-01	2.930796e-01	1.096334e-01	1.107192e-01
14	-1.906340e+02	8.988001e-02	3.794337e-01	2.937386e-01	1.096589e-01	1.116310e-01
15	-1.909184e+02	8.725595e-02	3.863146e-01	2.920853e-01	1.094829e-01	1.096790e-01
16	-1.908211e+02	8.363307e-02	3.932593e-01	2.908261e-01	1.092104e-01	1.086079e-01
17	-1.903193e+02	7.992363e-02	3.998913e-01	2.896985e-01	1.088882e-01	1.078832e-01
18	-1.907922e+02	8.896430e-02	3.822481e-01	2.929941e-01	1.095998e-01	1.106917e-01
19	-1.908097e+02	8.405033e-02	3.962962e-01	2.893605e-01	1.091874e-01	1.064785e-01
20	-1.900839e+02	7.925235e-02	4.036621e-01	2.884048e-01	1.087780e-01	1.062731e-01
