1.451235e+02	1.458394e+02	1.460618e+02	1.457982e+02	1.450576e+02	1.438503e+02	1.421878e+02	1.400827e+02	1.375484e+02	1.345995e+02	1.312514e+02	1.275200e+02	1.234219e+02	1.189743e+02	1.141948e+02	1.091011e+02	1.037113e+02	9.804366e+01	9.211641e+01	8.594774e+01	7.955577e+01	7.295840e+01	6.617332e+01	5.921789e+01	5.210914e+01	4.486368e+01	3.749769e+01	3.002687e+01	2.246638e+01	1.483089e+01	7.134480e+00	-6.093417e-01	-8.387647e+00	-1.618811e+01	-2.399900e+01	-3.180920e+01	-3.960818e+01	-4.738603e+01	-5.513341e+01	-6.284158e+01
1.482591e+02	1.491906e+02	1.496216e+02	1.495593e+02	1.490124e+02	1.479910e+02	1.465062e+02	1.445705e+02	1.421971e+02	1.394004e+02	1.361956e+02	1.325986e+02	1.286259e+02	1.242947e+02	1.196224e+02	1.146269e+02	1.093263e+02	1.037389e+02	9.788302e+01	9.177691e+01	8.543884e+01	7.888685e+01	7.213877e+01	6.521216e+01	5.812422e+01	5.089176e+01	4.353117e+01	3.605835e+01	2.848872e+01	2.083715e+01	1.311798e+01	5.344941e+00	-2.468782e+00	-1.031062e+01	-1.816860e+01	-2.603135e+01	-3.388810e+01	-4.172869e+01	-4.954355e+01	-5.732368e+01
1.511251e+02	1.522748e+02	1.529173e+02	1.530596e+02	1.527101e+02	1.518785e+02	1.505758e+02	1.488140e+02	1.466063e+02	1.439670e+02	1.409110e+02	1.374542e+02	1.336129e+02	1.294043e+02	1.248458e+02	1.199553e+02	1.147509e+02	1.092509e+02	1.034737e+02	9.743770e+01	9.116123e+01	8.466248e+01	7.795942e+01	7.106977e+01	6.401090e+01	5.679982e+01	4.945310e+01	4.198687e+01	3.441674e+01	2.675782e+01	1.902465e+01	1.123123e+01	3.390965e+00	-4.483345e+00	-1.237948e+01	-2.028584e+01	-2.819142e+01	-3.608581e+01	-4.395920e+01	-5.180238e+01
1.537234e+02	1.550934e+02	1.559500e+02	1.562998e+02	1.561508e+02	1.555125e+02	1.543956e+02	1.528119e+02	1.507744e+02	1.482971e+02	1.453949e+02	1.420834e+02	1.383791e+02	1.342988e+02	1.298601e+02	1.250808e+02	1.199789e+02	1.145729e+02	1.088812e+02	1.029223e+02	9.671457e+01	9.027636e+01	8.362578e+01	7.678068e+01	6.975860e+01	6.257672e+01	5.525181e+01	4.780018e+01	4.023767e+01	3.257958e+01	2.484068e+01	1.703519e+01	9.176730e+00	1.278341e+00	-6.647536e+00	-1.458906e+01	-2.253500e+01	-3.047473e+01	-3.839820e+01	-4.629597e+01
1.560565e+02	1.576486e+02	1.587213e+02	1.592810e+02	1.593352e+02	1.588933e+02	1.579654e+02	1.565634e+02	1.547000e+02	1.523889e+02	1.496449e+02	1.464836e+02	1.429211e+02	1.389744e+02	1.346609e+02	1.299984e+02	1.250050e+02	1.196990e+02	1.140991e+02	1.082237e+02	1.020913e+02	9.572042e+01	8.912922e+01	8.233571e+01	7.535759e+01	6.821221e+01	6.091650e+01	5.348697e+01	4.593965e+01	3.829004e+01	3.055313e+01	2.274334e+01	1.487452e+01	6.959918e+00	-9.877946e-01	-8.956560e+00	-1.693492e+01	-2.491203e+01	-3.287762e+01	-4.082205e+01
1.581270e+02	1.599426e+02	1.612332e+02	1.620047e+02	1.622645e+02	1.620214e+02	1.612856e+02	1.600685e+02	1.583825e+02	1.562414e+02	1.536596e+02	1.506526e+02	1.472364e+02	1.434280e+02	1.392446e+02	1.347040e+02	1.298244e+02	1.246241e+02	1.191217e+02	1.133357e+02	1.072848e+02	1.009874e+02	9.446199e+01	8.772659e+01	8.079907e+01	7.369693e+01	6.643729e+01	5.903681e+01	5.151172e+01	4.387772e+01	3.614998e+01	2.834314e+01	2.047125e+01	1.254778e+01	4.585609e+00	-3.402994e+00	-1.140636e+01	-1.941341e+01	-2.741370e+01	-3.539733e+01
1.599380e+02	1.619782e+02	1.634879e+02	1.644729e+02	1.649401e+02	1.648981e+02	1.643568e+02	1.633272e+02	1.618218e+02	1.598539e+02	1.574378e+02	1.545888e+02	1.513231e+02	1.476571e+02	1.436083e+02	1.391944e+02	1.344334e+02	1.293438e+02	1.239441e+02	1.182530e+02	1.122891e+02	1.060710e+02	9.961718e+01	9.294589e+01	8.607510e+01	7.902244e+01	7.180520e+01	6.444021e+01	5.694387e+01	4.933206e+01	4.162017e+01	3.382300e+01	2.595482e+01	1.802929e+01	1.005951e+01	2.057940e+00	-5.963530e+00	-1.399363e+01	-2.202169e+01	-3.003764e+01
1.614929e+02	1.637583e+02	1.654882e+02	1.666878e+02	1.673640e+02	1.675249e+02	1.671801e+02	1.663405e+02	1.650182e+02	1.632263e+02	1.609790e+02	1.582915e+02	1.551796e+02	1.516600e+02	1.477498e+02	1.434667e+02	1.388288e+02	1.338544e+02	1.285622e+02	1.229709e+02	1.170991e+02	1.109655e+02	1.045887e+02	9.798704e+01	9.117859e+01	8.418116e+01	7.701215e+01	6.968858e+01	6.222700e+01	5.464348e+01	4.695357e+01	3.917228e+01	3.131407e+01	2.339279e+01	1.542172e+01	7.413551e+00	-6.196494e-01	-8.666409e+00	-1.671586e+01	-2.475773e+01
1.627951e+02	1.652861e+02	1.672368e+02	1.686521e+02	1.695384e+02	1.699037e+02	1.697571e+02	1.691094e+02	1.679724e+02	1.663590e+02	1.642833e+02	1.617602e+02	1.588054e+02	1.554354e+02	1.516673e+02	1.475188e+02	1.430079e+02	1.381530e+02	1.329726e+02	1.274855e+02	1.217105e+02	1.156662e+02	1.093713e+02	1.028443e+02	9.610331e+01	8.916635e+01	8.205093e+01	7.477422e+01	6.735292e+01	5.980328e+01	5.214102e+01	4.438133e+01	3.653884e+01	2.862761e+01	2.066109e+01	1.265217e+01	4.613112e+00	-3.444428e+00	-1.150939e+01	-1.957131e+01
1.638483e+02	1.665650e+02	1.687369e+02	1.703685e+02	1.714659e+02	1.720366e+02	1.720897e+02	1.716356e+02	1.706857e+02	1.692530e+02	1.673511e+02	1.649949e+02	1.621999e+02	1.589825e+02	1.553598e+02	1.513493e+02	1.469690e+02	1.422372e+02	1.371725e+02	1.317937e+02	1.261196e+02	1.201689e+02	1.139604e+02	1.075126e+02	1.008438e+02	9.397213e+01	8.691520e+01	7.969032e+01	7.231437e+01	6.480374e+01	5.717431e+01	4.944145e+01	4.161997e+01	3.372410e+01	2.576748e+01	1.776318e+01	9.723640e+00	1.660709e+00	-6.414372e+00	-1.449096e+01
