RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.218338e+00	7.955915e+01
2	4.353025e+00	8.244015e+01
3	4.445049e+00	8.440066e+01
4	4.529318e+00	8.584564e+01
5	4.600948e+00	8.693084e+01
6	4.655288e+00	8.774138e+01
7	4.694998e+00	8.834477e+01
8	4.723696e+00	8.879296e+01
9	4.744417e+00	8.912538e+01
10	4.759421e+00	8.937164e+01
11	4.770329e+00	8.955391e+01
12	4.778288e+00	8.968873e+01
13	4.784112e+00	8.978840e+01
14	4.788384e+00	8.986205e+01
15	4.791523e+00	8.991645e+01
16	4.793833e+00	8.995663e+01
17	4.795533e+00	8.998630e+01
18	4.796786e+00	9.000820e+01
19	4.797710e+00	9.002436e+01
20	4.798390e+00	9.003630e+01
