RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.179648e+00	8.028329e+01
2	4.364650e+00	8.359474e+01
3	4.504467e+00	8.572784e+01
4	4.600124e+00	8.711689e+01
5	4.663328e+00	8.802691e+01
6	4.704629e+00	8.862543e+01
7	4.731569e+00	8.902008e+01
8	4.749173e+00	8.928077e+01
9	4.760709e+00	8.945318e+01
10	4.768289e+00	8.956729e+01
11	4.773281e+00	8.964285e+01
12	4.776576e+00	8.969291e+01
13	4.778753e+00	8.972609e+01
14	4.780192e+00	8.974807e+01
15	4.781146e+00	8.976264e+01
16	4.781777e+00	8.977230e+01
17	4.782195e+00	8.977871e+01
18	4.782472e+00	8.978295e+01
19	4.782656e+00	8.978577e+01
20	4.782777e+00	8.978763e+01
