RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-1.659779e-01	-4.572151e-01
2	5.897656e-01	1.976527e-01
3	3.327502e-01	-4.215727e-01
4	6.424516e-01	-2.903609e-02
5	5.105338e-01	-2.458087e-01
6	4.258187e-01	-3.381267e-01
7	3.804609e-01	-3.812001e-01
8	3.318939e-01	-4.205385e-01
9	3.568095e-01	-4.016252e-01
10	3.691884e-01	-3.920206e-01
11	3.753961e-01	-3.871494e-01
12	3.785884e-01	-3.846298e-01
13	3.725126e-01	-3.895419e-01
14	3.664773e-01	-3.945037e-01
15	3.604624e-01	-3.994903e-01
16	3.635017e-01	-3.970363e-01
17	3.650194e-01	-3.958072e-01
18	3.657777e-01	-3.951923e-01
19	3.642658e-01	-3.964326e-01
20	3.650219e-01	-3.958186e-01
21	3.653970e-01	-3.955138e-01
22	3.655791e-01	-3.953657e-01
23	3.656614e-01	-3.952988e-01
24	3.654577e-01	-3.954662e-01
25	3.655400e-01	-3.953993e-01
