RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	4.958406e-01	1.000000e+00	-5.000000e+00	-5.000000e+00	-2.000000e+00	-2.000000e+00	8.000000e+00	7.020000e+00	-1.980000e+00	0.000000e+00	0.000000e+00	-1.980000e+00
2	-1.000000e+00	1.000000e+00	-2.013332e+00	-1.020066e+00	-1.013311e+00	-1.000198e+00	3.020020e+00	3.013465e+00	-3.006468e+00	1.333245e-02	0.000000e+00	-2.006489e+00
3	6.089934e-01	5.000000e-01	-1.757466e-01	-1.412296e+00	6.201206e-01	-7.709966e-01						
4	-1.000000e+00	5.000000e-01	-8.445395e-01	4.719615e-02	-7.411114e-02	-7.630035e-01	1.266903e+00	1.935066e+00	-1.963654e+00	-4.509244e-01	-5.551115e-15	-6.065821e-01
5	6.792171e-01	2.500000e-01	-1.755941e-01	-2.871049e-01	6.186369e-01	-4.693688e-02						
6	-1.000000e+00	2.500000e-01	-4.475668e-01	1.301294e-01	3.035684e-01	-2.546807e-01	6.714400e-01	1.405520e+00	-1.432540e+00	-4.991768e-01	0.000000e+00	1.011519e-01
7	7.638431e-01	1.250000e-01	-2.768148e-01	4.644162e-02	4.738987e-01	4.738707e-09						
8	-1.000000e+00	1.250000e-01	-2.959569e-01	1.246310e-01	4.689418e-01	-2.129229e-02	4.440247e-01	1.140454e+00	-1.167276e+00	-4.763703e-01	0.000000e+00	4.547846e-01
9	-1.000000e+00	6.250000e-02	-2.909935e-01	1.209923e-01	5.092186e-01	2.026746e-09						
10	-1.000000e+00	3.125000e-02	-2.879961e-01	1.376523e-01	4.922462e-01	2.234983e-09						
11	-1.000000e+00	1.562500e-02	-2.887424e-01	1.427123e-01	4.834903e-01	7.234234e-09						
12	-1.000000e+00	7.812500e-03	-2.896877e-01	1.444325e-01	4.789721e-01	2.321714e-09						
13	9.893074e-01	3.906250e-03	-2.903562e-01	1.451220e-01	4.765094e-01	1.993474e-09						
14	-1.000000e+00	7.812500e-03	-2.917213e-01	1.459271e-01	4.738595e-01	-1.254004e-03	4.376712e-01	1.132167e+00	-1.158985e+00	-4.751535e-01	0.000000e+00	4.658381e-01
15	-1.000000e+00	3.906250e-03	-2.901400e-01	1.449961e-01	4.771239e-01	2.434306e-09						
16	-1.000000e+00	1.953125e-03	-2.904892e-01	1.452761e-01	4.759745e-01	2.363550e-09						
17	9.685590e-01	9.765625e-04	-2.906788e-01	1.454072e-01	4.753787e-01	2.162945e-09						
18	-1.000000e+00	1.953125e-03	-2.907956e-01	1.454813e-01	4.750206e-01	6.791111e-09	4.362917e-01	1.128695e+00	-1.158782e+00	-4.750261e-01	0.000000e+00	4.669801e-01
19	-1.000000e+00	9.765625e-04	-2.906057e-01	1.453789e-01	4.755968e-01	2.531469e-09						
20	-1.000000e+00	4.882812e-04	-2.906978e-01	1.454374e-01	4.753120e-01	7.291747e-09						
21	-1.000000e+00	2.441406e-04	-2.907439e-01	1.454657e-01	4.751707e-01	2.534313e-09						
22	-1.000000e+00	1.220703e-04	-2.907665e-01	1.454792e-01	4.751020e-01	2.530526e-09						
23	-1.000000e+00	6.103516e-05	-2.907767e-01	1.454852e-01	4.750710e-01	7.287853e-09						
24	-1.000000e+00	3.051758e-05	-2.907806e-01	1.454875e-01	4.750591e-01	2.518142e-09						
25		1.525879e-05	-2.907818e-01	1.454883e-01	4.750554e-01	2.515357e-09						
