RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.745014e+02	1.211597e-01	3.951717e-01	2.707377e-01	1.086833e-01	8.005679e-02
3	-1.837927e+02	1.077265e-01	3.959004e-01	2.777929e-01	1.093533e-01	8.862957e-02
4	-1.877638e+02	1.000754e-01	3.952789e-01	2.820563e-01	1.095421e-01	9.445808e-02
5	-1.895254e+02	9.547900e-02	3.942177e-01	2.848245e-01	1.095759e-01	9.850908e-02
6	-1.903211e+02	9.262213e-02	3.931403e-01	2.866835e-01	1.095619e-01	1.013394e-01
7	-1.906829e+02	9.080515e-02	3.922144e-01	2.879495e-01	1.095373e-01	1.033125e-01
8	-1.908474e+02	8.963092e-02	3.914823e-01	2.888156e-01	1.095141e-01	1.046813e-01
9	-1.909218e+02	8.886343e-02	3.909315e-01	2.894082e-01	1.094956e-01	1.056256e-01
10	-1.909551e+02	8.835769e-02	3.905302e-01	2.898130e-01	1.094819e-01	1.062738e-01
11	-1.909699e+02	8.802249e-02	3.902443e-01	2.900889e-01	1.094722e-01	1.067168e-01
12	-1.909762e+02	8.779937e-02	3.900436e-01	2.902764e-01	1.094654e-01	1.070184e-01
13	-1.909788e+02	8.765041e-02	3.899044e-01	2.904036e-01	1.094607e-01	1.072233e-01
14	-1.909799e+02	8.755074e-02	3.898086e-01	2.904898e-01	1.094576e-01	1.073620e-01
15	-1.909802e+02	8.748395e-02	3.897430e-01	2.905481e-01	1.094554e-01	1.074559e-01
16	-1.909803e+02	8.743913e-02	3.896984e-01	2.905874e-01	1.094539e-01	1.075193e-01
17	-1.909803e+02	8.740904e-02	3.896680e-01	2.906140e-01	1.094530e-01	1.075621e-01
18	-1.909803e+02	8.738882e-02	3.896475e-01	2.906319e-01	1.094523e-01	1.075910e-01
19	-1.909802e+02	8.737523e-02	3.896336e-01	2.906440e-01	1.094518e-01	1.076104e-01
20	-1.909802e+02	8.736609e-02	3.896243e-01	2.906521e-01	1.094515e-01	1.076235e-01
