RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.745855e+02	1.288904e-01	3.770057e-01	2.747290e-01	1.092049e-01	8.447888e-02
3	-1.835179e+02	1.152676e-01	3.773571e-01	2.820355e-01	1.098724e-01	9.343613e-02
4	-1.874943e+02	1.060570e-01	3.803658e-01	2.855175e-01	1.099677e-01	9.837312e-02
5	-1.893366e+02	9.997127e-02	3.831082e-01	2.873932e-01	1.099025e-01	1.013824e-01
6	-1.902016e+02	9.593633e-02	3.851341e-01	2.885031e-01	1.098051e-01	1.033394e-01
7	-1.906105e+02	9.323607e-02	3.865415e-01	2.892029e-01	1.097156e-01	1.046575e-01
8	-1.908046e+02	9.141251e-02	3.875004e-01	2.896620e-01	1.096440e-01	1.055609e-01
9	-1.908969e+02	9.017186e-02	3.881511e-01	2.899703e-01	1.095900e-01	1.061853e-01
10	-1.909409e+02	8.932302e-02	3.885934e-01	2.901802e-01	1.095506e-01	1.066184e-01
11	-1.909618e+02	8.873983e-02	3.888950e-01	2.903242e-01	1.095224e-01	1.069193e-01
12	-1.909717e+02	8.833794e-02	3.891015e-01	2.904235e-01	1.095023e-01	1.071284e-01
13	-1.909764e+02	8.806040e-02	3.892434e-01	2.904922e-01	1.094882e-01	1.072737e-01
14	-1.909785e+02	8.786843e-02	3.893411e-01	2.905397e-01	1.094783e-01	1.073746e-01
15	-1.909795e+02	8.773551e-02	3.894086e-01	2.905726e-01	1.094714e-01	1.074448e-01
16	-1.909800e+02	8.764341e-02	3.894552e-01	2.905955e-01	1.094666e-01	1.074935e-01
17	-1.909802e+02	8.757955e-02	3.894875e-01	2.906113e-01	1.094632e-01	1.075273e-01
18	-1.909803e+02	8.753526e-02	3.895099e-01	2.906223e-01	1.094609e-01	1.075508e-01
19	-1.909803e+02	8.750454e-02	3.895254e-01	2.906300e-01	1.094593e-01	1.075671e-01
20	-1.909803e+02	8.748322e-02	3.895361e-01	2.906352e-01	1.094582e-01	1.075784e-01
