RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.753391e+02	1.295602e-01	3.723026e-01	2.764846e-01	1.093895e-01	8.655831e-02
3	-1.842811e+02	1.150809e-01	3.723921e-01	2.843049e-01	1.100299e-01	9.636769e-02
4	-1.881511e+02	1.050450e-01	3.764837e-01	2.876973e-01	1.100604e-01	1.013647e-01
5	-1.898145e+02	9.853607e-02	3.804068e-01	2.892473e-01	1.099357e-01	1.040637e-01
6	-1.905075e+02	9.441687e-02	3.834029e-01	2.899662e-01	1.097984e-01	1.055542e-01
7	-1.907897e+02	9.183697e-02	3.855100e-01	2.903010e-01	1.096883e-01	1.063867e-01
8	-1.909032e+02	9.022857e-02	3.869279e-01	2.904586e-01	1.096099e-01	1.068583e-01
9	-1.909487e+02	8.922782e-02	3.878560e-01	2.905344e-01	1.095571e-01	1.071303e-01
10	-1.909670e+02	8.860565e-02	3.884526e-01	2.905723e-01	1.095228e-01	1.072901e-01
11	-1.909745e+02	8.821895e-02	3.888316e-01	2.905919e-01	1.095008e-01	1.073854e-01
12	-1.909776e+02	8.797863e-02	3.890704e-01	2.906025e-01	1.094869e-01	1.074431e-01
13	-1.909790e+02	8.782928e-02	3.892202e-01	2.906085e-01	1.094782e-01	1.074782e-01
14	-1.909796e+02	8.773647e-02	3.893138e-01	2.906120e-01	1.094727e-01	1.074998e-01
15	-1.909799e+02	8.767879e-02	3.893722e-01	2.906140e-01	1.094693e-01	1.075131e-01
16	-1.909800e+02	8.764295e-02	3.894086e-01	2.906153e-01	1.094672e-01	1.075213e-01
17	-1.909801e+02	8.762067e-02	3.894312e-01	2.906160e-01	1.094659e-01	1.075264e-01
18	-1.909801e+02	8.760683e-02	3.894453e-01	2.906165e-01	1.094651e-01	1.075296e-01
19	-1.909801e+02	8.759823e-02	3.894540e-01	2.906168e-01	1.094645e-01	1.075316e-01
20	-1.909802e+02	8.759288e-02	3.894595e-01	2.906170e-01	1.094642e-01	1.075328e-01
