RTO_iter	cost	con	merit
1	1.330000e+00	1.100000e-01	2.430000e+00
2	1.096849e+00	1.311741e-02	1.228023e+00
3	8.753315e-01	5.512298e-03	9.304545e-01
4	6.820117e-01	5.268064e-03	7.346923e-01
5	5.173100e-01	5.609507e-03	5.734051e-01
6	3.817274e-01	6.051558e-03	4.422430e-01
7	2.758156e-01	6.570853e-03	3.415241e-01
8	2.001900e-01	7.182493e-03	2.720149e-01
9	1.555339e-01	7.909890e-03	2.346328e-01
10	1.425912e-01	8.783894e-03	2.304301e-01
11	1.621374e-01	9.844220e-03	2.605796e-01
12	1.504317e-01	3.170546e-03	1.821371e-01
13	1.451427e-01	1.364985e-03	1.587926e-01
14	1.473693e-01	1.354671e-03	1.609160e-01
15	1.456469e-01	1.614010e-04	1.472610e-01
16	1.453406e-01	7.960779e-04	1.533013e-01
17	1.453087e-01	2.803637e-04	1.481123e-01
18	1.454519e-01	1.110194e-04	1.465621e-01
19	1.453669e-01	1.106937e-04	1.464739e-01
20	1.454090e-01	1.112336e-04	1.465214e-01
21	1.453936e-01	4.851879e-05	1.458788e-01
22	1.454310e-01	4.778773e-05	1.459089e-01
23	1.454173e-01	2.223889e-05	1.456397e-01
24	1.454400e-01	2.195721e-05	1.456596e-01
25	1.454317e-01	1.066067e-05	1.455383e-01
