RTO_iter	cost	con	merit
1	1.330000e+00	1.100000e-01	2.430000e+00
2	1.686039e-01	-1.435807e-08	1.686039e-01
3	1.339870e+00	-9.181596e-09	1.339870e+00
4	3.760867e-01	-7.768359e-09	3.760867e-01
5	1.732475e-01	-7.005549e-09	1.732475e-01
6	1.454676e-01	-6.612724e-09	1.454676e-01
7	1.686039e-01	-6.249813e-09	1.686039e-01
8	1.505775e-01	-6.552318e-09	1.505775e-01
9	1.464209e-01	-6.702317e-09	1.464209e-01
10	1.455454e-01	-6.776982e-09	1.455454e-01
11	1.454070e-01	-6.814228e-09	1.454070e-01
12	1.455454e-01	-6.756461e-09	1.455454e-01
13	1.454513e-01	-6.774689e-09	1.454513e-01
14	1.454230e-01	-6.783738e-09	1.454230e-01
15	1.454135e-01	-6.785666e-09	1.454135e-01
16	1.454099e-01	-2.463488e-09	1.454099e-01
17	1.454084e-01	-6.791585e-09	1.454084e-01
18	1.454078e-01	-6.792140e-09	1.454078e-01
19	1.454087e-01	-6.790550e-09	1.454087e-01
20	1.454097e-01	-6.789308e-09	1.454097e-01
21	1.454108e-01	-6.788051e-09	1.454108e-01
22	1.454105e-01	-6.786214e-09	1.454105e-01
23	1.454113e-01	-6.787113e-09	1.454113e-01
24	1.454122e-01	-6.786093e-09	1.454122e-01
25	1.454131e-01	-6.783497e-09	1.454131e-01
26	1.454141e-01	-6.782144e-09	1.454141e-01
27	1.454151e-01	-6.780712e-09	1.454151e-01
28	1.454150e-01	-6.783478e-09	1.454150e-01
29	1.454159e-01	-6.783504e-09	1.454159e-01
30	1.454169e-01	-6.782239e-09	1.454169e-01
