RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
10	-1.950103e+02	6.868248e-02	8.298307e-02	3.718555e-01	3.923501e-01	3.044745e-01	2.916151e-01	1.008621e-01	1.097277e-01	1.541254e-01	1.096669e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.399128e-02	4.294681e-03	1.403123e-04	2.047309e-02	6.561823e-03	-3.324799e-04	-1.260161e-02	-9.334284e-03	1.010934e-03	8.269140e-03	-3.486567e-03	1.053919e-03	-4.397743e-02	1.643773e-03	-1.363132e-03
11	-1.910797e+02	6.350007e-02	7.820590e-02	3.776299e-01	3.986177e-01	3.035543e-01	2.907882e-01	1.000078e-01	1.089292e-01	1.553080e-01	1.101089e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.456505e-02	5.512235e-03	2.399160e-04	2.106087e-02	7.043762e-03	-2.632997e-04	-1.254364e-02	-8.371055e-03	1.050531e-03	8.845233e-03	-4.781119e-03	9.062943e-04	-4.542296e-02	2.429773e-03	-1.246136e-03
12	-1.941376e+02	7.524425e-02	8.783608e-02	3.695351e-01	3.895815e-01	3.039275e-01	2.906389e-01	1.022991e-01	1.099088e-01	1.489940e-01	1.062764e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.301407e-02	4.830025e-03	2.829671e-04	1.986351e-02	8.276328e-03	-2.407689e-04	-1.357019e-02	-8.734456e-03	1.018277e-03	7.114602e-03	-4.845478e-03	1.022543e-03	-4.184750e-02	7.733265e-04	-1.461487e-03
13	-1.905361e+02	7.664461e-02	8.937283e-02	3.657792e-01	3.851955e-01	3.048065e-01	2.916636e-01	1.022201e-01	1.095448e-01	1.505496e-01	1.087447e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.253011e-02	5.368363e-03	3.117947e-04	1.935708e-02	9.005890e-03	-3.575977e-04	-1.311274e-02	-8.971054e-03	1.033685e-03	7.311146e-03	-4.904292e-03	1.002150e-03	-4.189235e-02	1.677942e-04	-1.407422e-03
14	-1.905575e+02	7.884215e-02	9.097828e-02	3.632559e-01	3.822604e-01	3.051199e-01	2.921212e-01	1.024489e-01	1.096694e-01	1.503331e-01	1.089247e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.228368e-02	4.514271e-03	3.407626e-04	1.898712e-02	8.662655e-03	-3.194559e-04	-1.301468e-02	-9.056067e-03	1.048637e-03	7.334808e-03	-4.169496e-03	9.961265e-04	-4.137024e-02	1.017387e-03	-1.464874e-03
15	-1.916162e+02	7.607259e-02	8.882103e-02	3.670740e-01	3.865711e-01	3.045239e-01	2.912565e-01	1.022282e-01	1.096480e-01	1.501012e-01	1.082309e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.289746e-02	4.328633e-03	1.958928e-04	1.936795e-02	9.449686e-03	-2.820792e-04	-1.311498e-02	-9.839306e-03	9.768441e-04	7.257076e-03	-3.811964e-03	1.040848e-03	-4.192770e-02	5.069335e-04	-1.383782e-03
16	-1.911187e+02	7.003843e-02	8.373952e-02	3.721335e-01	3.924006e-01	3.041402e-01	2.909122e-01	1.012612e-01	1.092727e-01	1.524267e-01	1.088980e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.383729e-02	4.972235e-03	1.775526e-04	2.031158e-02	8.833233e-03	-2.669325e-04	-1.314258e-02	-6.810495e-03	1.058970e-03	7.898456e-03	-3.523001e-03	1.049029e-03	-4.351313e-02	1.435511e-03	-1.375982e-03
17	-1.909587e+02	6.429260e-02	7.903097e-02	3.778144e-01	3.990259e-01	3.033696e-01	2.905598e-01	1.002654e-01	1.089392e-01	1.542580e-01	1.092875e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.488001e-02	2.280770e-03	8.138184e-05	2.122274e-02	7.005093e-03	-3.292000e-04	-1.283297e-02	-7.776145e-03	1.069764e-03	8.809060e-03	-5.160876e-03	8.048787e-04	-4.502539e-02	1.613160e-03	-1.351441e-03
18	-1.997064e+02	8.081207e-02	9.465197e-02	3.675192e-01	3.876511e-01	3.033515e-01	2.891710e-01	1.033549e-01	1.109250e-01	1.449624e-01	1.043194e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.221756e-02	4.699611e-03	2.706240e-04	1.908060e-02	9.911617e-03	-1.778536e-04	-1.406783e-02	-7.866213e-03	1.043694e-03	6.285989e-03	-3.220174e-03	9.906442e-04	-4.005938e-02	-7.829957e-04	-1.438081e-03
19	-1.919267e+02	7.136272e-02	8.506447e-02	3.766950e-01	3.976295e-01	3.024490e-01	2.884484e-01	1.020901e-01	1.093641e-01	1.474032e-01	1.047218e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.394514e-02	2.664231e-03	2.013745e-04	2.064732e-02	7.933210e-03	-1.828717e-04	-1.418535e-02	-7.173458e-03	1.172892e-03	7.006615e-03	-3.326752e-03	1.078023e-03	-4.250608e-02	1.796369e-03	-1.392977e-03
20	-1.918632e+02	6.099884e-02	7.601189e-02	3.826103e-01	4.044330e-01	3.023750e-01	2.897079e-01	9.977337e-02	1.088523e-01	1.542425e-01	1.085402e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.531044e-02	2.503292e-03	5.633770e-05	2.165236e-02	5.711632e-03	-3.876871e-04	-1.272782e-02	-6.221682e-03	1.102050e-03	8.666994e-03	-3.374003e-03	9.897368e-04	-4.570731e-02	2.448987e-03	-1.315986e-03
